"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KANWAR SINGH TANWAR","2 - FARHAT HASAN","3 - RAKESH TIKAIT","4 - HUMERA AKHTAR","5 - KHAJAN SINGH","6 - BRAJLAL","7 - MAHESH","8 - RAKESH","9 - RAJPAL","10 - SARVESH KUMAR SAINI","11 - SYED KALBE RUSHAID RIZVI","12 - HUSNEIN RAZAA","13 - NARESH KUMAR","14 - NARESH CHAND","15 - SURENDRA SINGH","16 - None of the Above","Total Votes Secured"
11,"PRIMARY SCHOOL LAKRA ROOM NO.4",729,576,0,1305,451,338,0,789,780,0,15,15,6,739,1,1,0,0,2,1,4,0,1,1,1,2,789
12,"PRIMARY SCHOOL LAKRA ROOM NO.5",689,526,0,1215,388,318,0,706,704,0,19,22,2,641,3,0,1,0,0,1,3,1,6,1,1,5,706
13,"ABDUL KARIM KHAN INTER COLLEGE ROOM NO.1",594,543,0,1137,336,225,0,561,557,0,156,28,3,367,0,1,0,0,0,0,0,2,1,2,0,1,561
14,"ABDUL KARIM KHAN INTER COLLEGE ROOM NO.2",445,447,0,892,269,201,0,470,468,0,13,39,2,403,5,0,0,0,0,2,0,0,0,1,2,3,470
15,"ABDUL KARIM KHAN INTER COLLEGE ROOM NO.3",601,549,0,1150,270,188,0,458,456,0,28,39,5,382,0,0,0,1,0,0,0,0,1,0,0,2,458
16,"PRIMARY SCHOOL GIRLS QURESHI ASTHAI DIWAR KE SAHARE",602,528,0,1130,332,281,0,613,608,0,180,80,18,324,1,1,0,0,0,0,3,1,1,0,0,4,613
17,"PRIMARY SCHOOL GIRLS QURESHI ASTHAI DIWAR KE SAHARE",746,615,0,1361,401,279,0,680,677,0,237,16,0,407,5,0,2,1,0,0,1,1,3,0,0,7,680
18,"PRIMARY SCHOOL GIRLS QURESHI ASTHAI DIWAR KE SAHARE",471,380,0,851,264,209,0,473,470,0,75,12,6,360,2,0,1,1,0,0,11,0,0,1,0,4,473
19,"JATAV DHARMSHALA QURESHI ROOM NO.1",611,538,0,1149,377,336,0,713,713,0,233,29,20,415,0,1,0,0,0,1,2,1,5,1,0,5,713
20,"MODERN CHILDREN PUBLIC JUNIOR HIGH SCHOOL MOH QURESHI AKBARPUR PATTI ROAD ROOM NO.1",638,520,0,1158,342,240,0,582,550,0,36,48,18,457,3,0,0,3,0,1,1,1,2,1,3,8,582
21,"MODERN CHILDREN PUBLIC JUNIOR HIGH SCHOOL MOH QURESHI AKBARPUR PATTI ROAD ROOM NO.2",372,332,0,704,244,132,0,376,369,0,14,13,4,337,0,0,0,0,0,0,0,0,1,1,0,6,376
22,"BAL VIDHA VIHAR JUNIOR HIGH SCHOOL KALA QUAN ROOM NO.1",373,332,0,705,223,138,0,361,361,0,7,41,4,303,1,1,0,0,0,0,1,1,1,0,0,1,361
23,"BAL VIDHA VIHAR JUNIOR HIGH SCHOOL KALA QUAN ROOM NO.2",469,414,0,883,274,247,0,521,521,0,35,11,11,457,0,0,0,2,0,0,1,0,3,0,0,1,521
24,"PRIMARY SCHOOL BALAK CHOWK ROOM NO.1",582,502,0,1084,364,329,0,693,678,0,271,7,7,397,2,0,0,0,0,0,2,0,0,0,0,7,693
25,"PRIMARY SCHOOL BALAK CHOWK ROOM NO.2",650,587,0,1237,412,337,0,749,748,0,673,3,2,59,2,0,0,1,1,0,1,0,1,1,1,4,749
26,"PRIMARY SCHOOL BALAK CHOWK ROOM NO.3",756,640,0,1396,379,350,0,729,729,0,231,12,2,467,1,0,0,0,0,1,9,1,3,0,1,1,729
27,"M.B.JUNIOR HIGH SCHOOL CHOWK ROOM NO.1",474,398,0,872,226,166,0,392,379,0,60,14,1,311,0,1,0,0,2,0,0,0,0,0,1,2,392
28,"M.B.JUNIOR HIGH SCHOOL CHOWK ROOM NO.3",435,359,0,794,215,165,0,380,341,0,10,4,4,342,4,1,0,0,0,1,0,0,5,0,2,7,380
29,"M.B.JUNIOR HIGH SCHOOL CHOWK ROOM NO.2",748,646,0,1394,406,323,0,729,661,0,62,22,4,618,5,1,0,0,0,1,5,1,4,0,1,5,729
30,"JAEFIA MEMO. JUNIOR HIGH SCHOOL KATKOI ROOM NO.1",415,429,0,844,240,215,0,455,450,0,3,48,2,387,2,0,0,0,0,0,5,2,0,1,1,4,455
31,"JAEFIA MEMO. JUNIOR HIGH SCHOOL KATKOI ROOM NO.3",517,506,0,1023,315,262,0,577,571,0,3,43,7,499,0,1,1,1,2,0,13,0,3,1,0,3,577
32,"JAEFIA MEMO. JUNIOR HIGH SCHOOL KATKOI ROOM NO.2",651,586,0,1237,329,264,0,593,588,0,2,64,6,500,2,1,1,1,0,0,7,1,1,1,1,5,593
33,"SHARMA DEVI INTER COLLEGE ROOM NO.1",791,728,0,1519,508,390,0,898,895,0,16,31,8,826,5,0,2,0,0,0,3,0,4,1,0,2,898
34,"SHARMA DEVI INTER COLLEGE ROOM NO.2",690,635,0,1325,305,215,0,520,519,0,3,88,2,406,2,1,1,0,0,1,0,0,3,1,2,10,520
35,"SHARMA DEVI INTER COLLEGE ROOM NO.3",711,646,0,1357,310,245,0,555,510,0,38,14,17,475,0,2,1,1,0,1,1,0,1,0,0,4,555
36,"SHARMA DEVI INTER COLLEGE ROOM NO.4",648,591,0,1239,457,383,0,840,838,0,527,7,1,297,0,1,0,0,0,0,0,1,1,1,0,4,840
37,"PRIMARY SCHOOL AHMAD NAGER ROOM NO.1",631,505,0,1136,392,333,0,725,725,0,484,59,3,165,1,0,0,0,0,1,0,0,2,1,2,7,725
38,"PRIMARY SCHOOL AHMAD NAGER ROOM NO.5",533,404,0,937,322,206,0,528,528,0,287,76,1,160,0,0,0,0,0,0,1,0,0,1,1,1,528
39,"PRIMARY SCHOOL AHMAD NAGER ROOM NO.2",756,641,0,1397,443,371,0,814,814,0,217,8,3,563,2,2,1,1,0,1,4,0,2,0,0,10,814
40,"PRIMARY SCHOOL AHMAD NAGER ROOM NO.3",663,548,0,1211,431,329,0,760,759,0,503,24,1,211,4,0,0,0,0,0,2,1,1,1,3,9,760
41,"A.W. FAIZEY AAM INTER COLLEGE ROOM NO.1",758,593,0,1351,460,348,0,808,803,0,170,8,4,607,2,0,0,3,1,0,2,0,4,0,0,7,808
42,"A.W. FAIZY AAM INTER COLLEGE ROOM NO.2",496,510,0,1006,237,231,0,468,465,0,114,193,2,140,1,3,0,1,0,0,7,4,0,1,1,1,468
43,"SARASWAT DHARMSHALA",665,554,0,1219,470,368,0,838,836,0,696,4,1,124,0,0,0,0,0,1,3,0,0,1,2,6,838
44,"RAMCHANDRA KTARI K.U.M.V. ROOM NO.1",523,492,0,1015,336,284,0,620,614,0,35,14,4,536,2,1,0,0,0,0,22,0,1,1,1,3,620
45,"RAMCHANDRA KHATRI K.U.M.V.ROOM NO.2",651,585,1,1237,382,324,0,706,508,0,3,6,1,665,4,1,2,1,0,2,0,1,6,2,3,9,706
46,"RAMCHANDER KHATRI K.U.M.V.ROOM NO.3",574,525,1,1100,306,265,0,571,566,0,13,4,3,534,3,1,0,3,0,1,1,0,3,0,0,5,571
47,"RAMCHANDER KANYA PA. ROOM NO.2",566,554,0,1120,315,259,0,574,572,0,25,3,0,483,2,0,1,0,1,0,53,1,2,0,1,2,574
48,"RAMCHANDER KANYA PA. ROOM NO.3",752,631,0,1383,384,327,0,711,707,0,233,14,7,446,0,0,0,0,1,0,3,1,1,0,2,3,711
49,"RAMCHANDER KANYA PA.,.ROOM NO.4",555,437,0,992,410,310,0,720,718,0,624,4,0,82,1,1,0,0,0,0,0,0,1,2,0,5,720
50,"RAMCHANDER KANYA PA. ROOM NO.1",378,323,0,701,258,188,0,446,429,0,241,7,2,184,2,1,0,0,0,0,0,0,1,0,2,6,446
51,"J.S.HINDU INTER COLLEGE ROOM NO.1",804,731,0,1535,590,493,0,1083,1064,0,856,8,4,186,0,1,1,3,0,0,16,1,3,0,1,3,1083
52,"J.S.HINDU INTER COLLEGE ROOM NO.2",803,735,0,1538,463,397,0,860,826,0,111,26,1,696,3,0,1,0,2,1,3,1,3,2,4,6,860
53,"J.S.HINDU INTER COLLEGE ROOM NO.3",506,467,0,973,323,286,0,609,609,0,163,35,6,391,1,0,0,1,1,1,1,2,1,2,1,3,609
54,"J.S.HINDU INTER COLLEGE ROOM NO.4",717,659,0,1376,309,395,0,704,704,0,156,20,2,514,4,0,2,0,0,0,2,1,0,0,1,2,704
55,"J.S.HINDU INTER COLLEGE ROOM NO.5",657,633,0,1290,342,306,0,648,643,0,9,52,8,561,5,0,1,0,0,1,1,1,4,1,0,4,648
56,"PRIMARY SCHOOL KATRA GULAM ALI ROOM NO.1",504,426,0,930,362,283,0,645,644,0,471,13,3,147,0,0,0,0,0,0,2,1,0,0,2,6,645
57,"PRIMARY SCHOOL KATRA GULAM ALI ROOM NO.2",367,300,0,667,207,194,0,401,388,0,180,8,1,202,0,1,0,0,0,0,4,1,1,0,1,2,401
58,"AGARWAL DHARMSHALA ROOM NO.1",542,413,0,955,379,288,0,667,665,0,289,68,1,282,0,0,0,1,1,2,1,3,2,2,1,14,667
59,"AGARWAL DHARMSHALA ROOM NO.3",582,501,0,1083,320,291,0,611,609,0,392,66,0,144,0,1,0,2,0,1,0,1,1,0,1,2,611
60,"AGARWAL DHARMSHALA ROOM NO.2",522,427,0,949,287,231,0,518,517,0,147,24,1,317,2,2,1,1,0,0,13,0,1,3,1,5,518
61,"AGARWAL DHARMSHALA ROOM NO.4",508,426,0,934,296,219,0,515,509,0,131,7,2,357,3,1,0,0,1,0,3,1,6,0,0,3,515
62,"I.M.INTER COLLEGE ROOM NO.1",701,629,0,1330,420,320,0,740,738,0,284,26,3,418,1,0,1,0,1,1,2,0,2,0,0,1,740
63,"I.M.INTER COLLEGE ROOM NO.2",786,640,0,1426,466,337,0,803,796,0,298,45,2,439,0,2,0,2,0,0,7,1,3,0,1,3,803
64,"I.M.INTER COLLEGE ROOM NO.3",600,481,0,1081,335,249,0,584,557,0,39,22,5,501,1,0,2,0,0,0,7,0,1,1,1,4,584
65,"I.M.INTER COLLEGE ROOM NO.4",476,402,0,878,280,199,0,479,476,0,103,11,2,356,0,0,0,0,0,1,1,0,3,1,1,0,479
66,"I.M.INTER COLLEGE ROOM NO.5",559,449,0,1008,304,202,0,506,488,0,12,10,2,470,1,1,0,1,1,0,2,1,2,1,2,0,506
67,"NAGAR PALIKA PARISHAD OFFICE ROOM NO.1",530,462,0,992,356,236,0,592,589,0,22,3,1,555,0,0,0,1,0,0,7,1,0,0,1,1,592
68,"NAGAR PALIKA PARISHAD OFFICE ROOM NO.2",515,416,0,931,299,204,0,503,500,0,6,4,3,471,3,0,1,0,0,0,10,0,1,0,1,3,503
69,"NAGAR PALIKA PARISHAD OFFICE ROOM NO.3",585,486,0,1071,334,211,0,545,492,0,101,6,6,402,1,0,0,1,0,0,22,0,1,1,0,4,545
70,"NAGAR PALIKA PARISHAD OFFICE ROOM NO.4",1051,657,0,1708,513,258,0,771,766,0,19,14,5,710,4,0,4,2,0,1,3,0,2,1,1,5,771
71,"NAGAR PALIKA PARISHAD OFFICE ROOM NO.5",571,460,0,1031,316,237,0,553,551,0,200,18,5,323,0,0,0,0,1,0,2,0,2,0,0,2,553
72,"NAGAR PALIKA PARISHAD OFFICE ROOM NO.6",328,335,0,663,228,207,0,435,417,9,9,29,1,390,0,0,0,0,0,0,3,0,1,1,0,1,435
73,"SAYYADUL MADARIS JUNIOR HIGH SCHOOL ROOM NO.1",423,403,0,826,249,208,0,457,440,0,37,26,7,350,1,0,0,0,2,0,28,3,0,0,0,3,457
74,"SAYYADUL MADARIS JUNIOR HIGH SCHOOL ROOM NO.3",383,314,0,697,259,178,0,437,434,0,3,27,2,381,1,0,0,0,0,0,21,0,0,0,0,2,437
75,"SAYYADUL MADARIS JUNIOR HIGH SCHOOL ROOM NO.2",661,604,0,1265,432,292,0,724,512,0,47,28,5,616,2,0,0,0,1,0,18,1,2,0,0,4,724
76,"ALY AHMED GIRLS SCHOOL SADDO ROOM NO.1",795,689,0,1484,464,343,0,807,803,0,91,26,3,652,2,0,1,0,1,0,22,4,2,0,1,2,807
77,"ALY AHMED GIRLS SCHOOL SADDO ROOM NO.2",661,648,0,1309,378,275,0,653,642,0,26,15,2,556,3,0,0,0,1,0,46,1,0,0,0,3,653
78,"ALY AHMED GIRLS SCHOOL SADDO ROOM NO.3",624,557,0,1181,326,231,0,557,494,0,20,8,5,455,0,0,0,0,1,0,44,19,1,0,3,1,557
79,"PRIMARY SCHOOL",252,247,0,499,167,135,0,302,275,0,2,31,1,260,1,0,1,0,0,0,3,0,0,0,0,3,302
80,"NATIONAL CHILDREN HOME JUNIOR HIGH SCHOOL",455,396,0,851,254,196,0,450,416,0,9,11,4,383,2,0,2,0,0,0,10,23,0,1,3,2,450
81,"PRIMARY SCHOOL",274,253,0,527,160,131,0,291,270,0,9,9,0,254,0,0,0,1,0,0,8,8,0,1,0,1,291
82,"ALY AHMED GIRLS INTER COLLEGE ROOM NO.1",489,490,0,979,195,305,0,500,497,0,22,6,10,386,2,0,1,0,2,0,59,11,0,0,0,1,500
83,"ALY AHMED GIRLS SCHOOL SADDO ROOM NO.2",672,649,0,1321,438,385,0,823,823,0,83,22,6,698,3,0,1,0,0,0,3,0,2,2,0,3,823
84,"ALY AHMED GIRLS INTER COLLEGE ROOM NO.3",621,522,0,1143,391,272,0,663,661,0,4,21,0,627,0,0,0,0,0,0,6,3,1,0,1,0,663
85,"MIRZA SAFDAR BEG SCHOOL",643,583,0,1226,455,331,0,786,782,0,280,13,0,468,6,0,0,0,0,1,0,1,2,2,3,10,786
86,"PRIMARY SCHOOL KATRA BAKHTAWAR SINGH ASTHAI DIWAR KE SAHARE",694,627,0,1321,333,319,0,652,647,0,254,13,4,366,2,0,0,2,0,0,1,0,0,1,0,9,652
87,"PRIMARY SCHOOL KATRA BAKHTAWAR SINGH ASTHAI DIWAR KE SAHARE",445,362,0,807,270,142,0,412,409,0,32,8,1,360,2,0,0,1,1,0,1,3,2,0,1,0,412
88,"PRIMARY SCHOOL KATRA BAKHTAWAR SINGH ASTHAI DIWAR KE SAHARE",367,347,0,714,191,162,0,353,333,0,13,3,2,334,0,0,0,0,0,0,0,1,0,0,0,0,353
89,"SUNVEEM PUBLIC SCHOOL ROOM NO.1",517,462,0,979,339,280,0,619,615,0,351,9,2,240,0,0,0,0,0,2,1,1,3,3,0,7,619
90,"SUNVEEM PUBLIC SCHOOL ROOM NO.2",529,530,0,1059,408,386,0,794,793,0,707,8,0,67,0,0,0,0,0,0,0,4,0,1,0,7,794
91,"MADRSA RASHIDIYA BAZAR RAZZAD",639,682,0,1321,420,265,0,685,680,0,5,63,6,599,1,1,0,2,0,0,3,0,0,0,1,4,685
92,"IMAMBARGHA HAQQANI",712,690,0,1402,510,428,0,938,938,0,55,20,9,816,2,0,1,1,0,1,23,8,0,0,0,2,938
93,"IMAM BARGHA SATTI",349,350,0,699,248,234,0,482,480,0,14,22,2,422,0,0,2,0,0,0,7,9,1,0,2,1,482
94,"PRIMARY SCHOOL ROOM NO.1",366,386,0,752,284,246,0,530,526,0,3,8,2,516,0,0,0,0,0,0,0,1,0,0,0,0,530
95,"PRIMARY SCHOOL ROOM NO.3",412,353,0,765,318,216,0,534,534,0,1,36,2,490,0,0,0,1,0,1,3,0,0,0,0,0,534
96,"PRIMARY SCHOOL ROOM NO.2",721,651,0,1372,549,376,0,925,900,0,12,39,4,848,1,0,0,0,0,0,13,0,0,1,0,7,925
97,"PRIMARY SHOOL ROOM NO.1",269,234,0,503,133,103,0,236,229,0,5,16,0,213,0,0,0,0,0,0,0,0,0,0,0,2,236
98,"PRIMARY SCHOOL ROOM NO.2",407,371,0,778,224,177,0,401,375,0,1,9,2,380,1,0,0,0,0,1,5,0,0,0,0,2,401
99,"PRIMARY SCHOOL ROOM NO.3",344,310,0,654,183,157,0,340,338,0,5,6,1,316,0,0,1,1,0,0,8,0,0,1,0,1,340
100,"PRIMARY SCHOOL ROOM NO.4",495,418,0,913,299,221,0,520,496,0,249,75,5,180,1,0,0,0,0,0,0,0,3,1,2,4,520
101,"BIRI WORKERS MUSLIM GIRLS INTER COLLEGE ROOM NO.4",543,460,0,1003,304,188,0,492,492,0,15,22,4,443,4,0,0,3,0,0,1,0,0,0,0,0,492
102,"BIRI WORKERS MUSLIM GIRLS INTER COLLEGE ROOM NO.5",591,504,0,1095,309,184,0,493,478,0,3,12,6,466,2,1,0,2,0,0,0,0,0,1,0,0,493
103,"AJMAL MEMO. SCHOOL ROOM NO.1",367,373,0,740,229,181,0,410,404,0,9,14,4,362,1,0,0,0,0,0,18,1,0,1,0,0,410
104,"AJMAL MEMO. SCHOOL ROOM NO.2",616,540,0,1156,393,253,0,646,645,0,57,17,5,512,0,0,0,0,0,0,51,1,1,0,0,2,646
105,"ARBAN HEALTH POST ROOM NO.1",722,668,0,1390,532,427,0,959,955,0,738,8,6,199,1,0,1,0,0,1,4,0,0,0,0,1,959
106,"MADRSA DAROOL ULOOM ISLAMIYA ARBIYA ROOM NO.1",522,553,0,1075,340,269,0,609,600,0,14,38,7,529,4,1,0,0,0,0,8,0,3,1,1,3,609
107,"MADRSA DAROOL ULOOM ISLAMIYA ARBIYA ROOM NO.2",418,393,0,811,321,250,0,571,571,0,114,15,2,433,1,0,0,0,0,1,1,0,0,1,2,1,571
108,"MADRSA DAROOL ULOOM ISLAMIYA ARBIYA ROOM NO.3",420,407,0,827,310,270,0,580,577,0,298,5,4,266,0,0,0,0,0,0,2,0,2,0,1,2,580
109,"MADRSA DAROOL ULOOM ISLAMIYA ARBIYA ROOM NO.4",481,429,0,910,334,269,0,603,603,0,38,10,12,532,2,0,1,0,0,0,0,1,4,0,0,3,603
110,"N.A.M. INTER COLLEGE ROOM NO.1",885,761,0,1646,621,437,0,1058,1048,0,22,65,13,912,4,0,0,16,0,2,8,0,2,3,0,11,1058
111,"N.A.M. INTER COLLEGE ROOM NO.2",811,718,0,1529,501,311,0,812,812,0,49,19,4,718,7,1,0,6,0,1,0,1,0,0,0,6,812
112,"M.Q.M INTER COLLEGE ROOM NO.1",764,675,0,1439,588,503,0,1091,1089,0,1015,5,2,45,1,0,0,0,0,2,1,0,2,1,0,17,1091
113,"M.Q.M INTER COLLEGE ROOM NO.3",616,557,1,1174,390,347,0,737,731,0,645,16,15,49,1,0,0,0,0,0,3,0,0,0,0,8,737
114,"M.Q.M INTER COLLEGE ROOM NO.4",582,534,0,1116,383,345,0,728,560,0,599,11,4,102,2,0,1,0,0,0,4,1,0,1,1,2,728
115,"PRIMARY SCHOOL",846,552,0,1398,362,274,0,636,575,0,596,20,4,11,0,1,0,0,0,0,0,0,1,1,0,2,636
116,"KARLAY GANNA VIKAS PARISHAD ROOM NO.1",562,543,0,1105,471,348,0,819,816,0,751,29,4,17,0,0,0,0,0,1,4,0,0,1,2,10,819
117,"KARLAY GANNA VIKAS PARISHAD ROOM NO.2",867,740,0,1607,550,475,0,1025,1024,0,870,99,7,39,1,1,0,1,1,0,1,0,0,0,2,3,1025
118,"KUNDAN MODAL INTER COLLEGE ROOM NO.1",685,627,0,1312,390,317,0,707,603,0,8,14,4,670,2,0,0,2,0,0,0,0,4,0,0,3,707
119,"KUNDAN MODAL INTER COLLEGE ROOM NO.2",581,513,0,1094,360,270,0,630,626,0,24,14,1,579,7,0,1,0,1,0,1,0,1,0,0,1,630
120,"KUNDAN MODAL INTER COLLEGE ROOM NO.3",577,461,0,1038,345,255,0,600,596,0,3,22,3,549,2,0,2,0,0,0,5,0,5,1,1,7,600
121,"SUJATA MA. SCHOOL (KUNDAN COLLEGE) ROOM NO.1",400,382,0,782,222,188,0,410,405,0,3,23,0,375,1,1,1,0,0,0,3,1,1,1,0,0,410
122,"SUJATA MA. SCHOOL (KUNDAN COLLEGE) ROOM NO.2",441,408,0,849,254,203,0,457,454,0,35,9,0,409,1,1,0,0,0,1,1,0,0,0,0,0,457
123,"SUJATA MA. SCHOOL (KUNDAN COLLEGE) ROOM NO.3",860,760,0,1620,539,424,0,963,960,0,236,31,6,672,6,0,0,1,0,1,0,0,3,0,2,5,963
124,"SUJATA MA. SCHOOL (KUNDAN COLLEGE) ROOM NO.4",539,451,0,990,368,313,0,681,680,0,530,9,2,128,2,0,1,1,0,0,2,0,1,1,0,4,681
125,"SUJATA MA. SCHOOL (KUNDAN COLLEGE) ROOM NO.5",771,716,1,1488,501,400,0,901,899,0,106,11,1,763,6,0,0,1,0,0,10,0,0,0,0,3,901
126,"GOVERMENT INTER COLLEGE ROOM NO.1",683,606,0,1289,454,388,0,842,838,0,718,21,2,82,2,0,0,0,0,0,0,0,1,0,1,15,842
127,"GOVERMENT INTER COLLEGE ROOM NO.2",646,555,1,1202,422,365,0,787,760,0,748,12,0,18,2,0,0,0,1,1,0,0,0,2,0,3,787
128,"GOVERMENT INTER COLLEGE ROOM NO.3",709,557,0,1266,484,388,0,872,869,0,836,15,0,5,1,0,0,1,1,0,1,0,0,0,2,10,872
129,"MIRZA FAROOKH BEG GIRLS INTER COLLEG ROOM NO.1",607,536,0,1143,363,295,0,658,649,0,190,118,5,317,0,2,1,0,1,0,21,0,1,1,1,0,658
130,"MIRZA FAROOKH BEG GIRLS INTER COLLEG ROOM NO.2",464,418,0,882,332,268,0,600,594,0,220,81,2,282,1,0,1,0,0,0,6,0,0,2,0,5,600
131,"PRATHMIK VIDHALY",720,612,0,1332,611,459,0,1070,1055,0,1009,11,1,19,0,0,0,0,0,0,1,0,0,5,3,21,1070
132,"PRIMARY SCHOOL ROOM NO.1",644,506,0,1150,495,376,0,871,860,0,388,403,3,59,0,1,0,0,0,0,2,0,2,4,1,8,871
133,"PRIMARY SCHOOL ROOM NO.2",623,530,0,1153,560,447,0,1007,1006,0,932,30,1,42,0,0,0,0,0,0,0,0,0,0,1,1,1007
134,"M.S. JUNIOR HIGH SCHOOL",545,450,0,995,432,335,0,767,750,0,683,2,0,63,0,0,0,1,0,0,0,1,1,0,1,15,767
135,"PRIMARY SCHOOL",616,523,0,1139,475,439,0,914,912,0,871,1,1,21,0,1,0,0,0,1,0,1,2,0,2,13,914
136,"PRIMARY SCHOOL",275,235,0,510,242,213,0,455,452,0,75,363,1,8,0,1,0,0,2,0,0,0,0,0,2,3,455
137,"JUNIOR HIGH SCHOOL",661,588,0,1249,527,451,0,978,978,0,696,114,11,140,0,0,0,0,0,2,0,0,3,1,3,8,978
138,"PRIMARY SCHOOL",501,422,0,923,381,337,0,718,715,0,380,163,2,160,3,0,1,0,1,0,1,0,0,0,2,5,718
139,"PRIMARY SCHOOL",165,147,0,312,130,113,0,243,239,0,136,1,0,101,0,0,0,0,0,0,2,0,0,0,0,3,243
140,"PRIMARY SCHOOL ROOM NO.1",542,451,0,993,339,323,0,662,607,0,232,94,7,315,2,0,0,0,1,1,2,2,3,2,0,1,662
141,"PRIMARY SCHOOL ROOM NO.2",480,439,0,919,317,310,0,627,615,0,282,117,2,199,2,1,0,2,0,1,1,2,2,2,1,13,627
142,"PRIMARY SCHOOL",651,542,0,1193,452,360,0,812,809,0,348,109,5,328,2,2,0,0,0,8,1,0,1,1,1,6,812
143,"PRIMARY SCHOOL",348,293,0,641,298,254,0,552,550,0,155,363,3,21,1,1,0,0,0,0,0,0,2,1,4,1,552
144,"PRIMARY SCHOOL",604,558,0,1162,452,442,0,894,888,0,11,0,4,857,5,0,0,1,0,1,1,0,7,4,0,3,894
145,"JUNIOR HIGH SCHOOL ROOM NO.1",480,393,0,873,319,288,0,607,606,0,74,2,5,517,0,1,1,2,0,2,0,0,3,0,0,0,607
146,"JUNIOR HIGH SCHOOL ROOM NO.2",535,414,0,949,375,322,0,697,694,0,7,5,1,674,1,1,1,0,1,2,1,0,2,0,0,1,697
147,"JUNIOR HIGH SCHOOL ROOM NO.3",655,502,0,1157,419,380,0,799,797,0,142,58,2,585,1,1,1,1,0,1,0,0,1,1,1,4,799
148,"PRIMARY SCHOOL",265,207,0,472,208,186,0,394,394,0,63,59,1,250,4,0,3,0,0,1,0,0,5,3,1,4,394
149,"PRIMARY SCHOOL",227,187,0,414,208,174,0,382,381,0,301,75,0,3,0,1,0,0,0,0,0,0,0,1,0,1,382
150,"PRIMARY SCHOOL",482,427,0,909,427,404,0,831,828,0,25,3,1,796,0,0,0,0,0,1,0,0,0,1,1,3,831
151,"PRIMARY SCHOOL",351,299,0,650,284,276,0,560,559,0,29,34,1,490,0,1,0,1,0,0,0,0,1,1,0,2,560
152,"PRIMARY SCHOOL",634,582,0,1216,432,444,0,876,876,0,145,298,2,395,7,2,2,1,1,2,3,3,4,2,3,6,876
153,"PRIMARY SCHOOL ROOM NO.1",238,240,0,478,194,196,0,390,387,0,52,44,3,273,2,0,0,2,0,0,4,1,2,1,2,4,390
154,"PRIMARY SCHOOL ROOM NO.2",682,577,0,1259,462,421,0,883,800,0,166,38,4,652,4,1,0,1,1,1,1,0,4,2,1,7,883
155,"PRIMARY SCHOOL ROOM NO.1",737,698,0,1435,460,420,0,880,877,0,64,483,3,303,1,1,2,0,1,0,1,2,5,3,7,4,880
