"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMAR SINGH","2 - BABULAL","3 - RANI PAKSHALIKA SINGH","4 - SEEMA UPADHYAY","5 - ASHOK KUMAR","6 - PEETAM SINGH","7 - PITAM SINGH","8 - PANKAJ KUMAR SHARMA","9 - MANIK","10 - MUNNA LAL","11 - MEGH SINGH","12 - ROHAN SINGH","13 - LAXMI","14 - VIJAY SINGH KUSHWAHA","15 - ANIL KUMAR","16 - AMBEDKARI HASNURAM AMBEDKARI","17 - KHEMRAJ SINGH","18 - DIWAN SINGH","19 - NATHOLI","20 - BRAJENDR SINGH","21 - MAHAVIR SINGH SOLANKI","22 - RAKESH SINGH DHANKAR","23 - RAM KUMAR DIXIT","24 - RAM BRAJ YADAV","25 - SHOBHNA BAUDDHA","26 - SATISH KUMAR","27 - SANTOSH KUMAR","28 - SEEMA DEVI","29 - None of the Above","Total Votes Secured"
234,"PRIMARY SCHOOL  JATPURA  R.NO.1",548,459,0,1007,359,229,0,588,446,0,3,291,200,53,0,0,0,3,0,0,0,1,1,8,5,2,0,2,2,0,1,0,1,4,0,3,2,5,1,588
235,"PRIMARY SCHOOL  BHOGPURA  R.NO.1",423,324,0,747,234,209,0,443,177,0,5,187,191,13,1,1,0,4,0,1,4,0,1,6,2,3,2,5,2,1,0,0,1,1,2,3,2,1,4,443
236,"PRIMARY SCHOOL  PURA DOCTOR  R.NO.1",321,226,0,547,217,152,0,369,12,0,3,178,160,14,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,1,0,0,1,0,1,0,2,1,1,369
237,"PRIMARY SCHOOL  GARHI JAHAN  R.NO.1",362,298,0,660,254,176,0,430,45,0,4,216,157,22,4,1,0,3,1,0,1,1,0,3,5,0,0,1,3,0,0,0,1,2,0,2,2,0,1,430
238,"PRIMARY SCHOOL  NIBOHRA  R.NO.1",387,298,0,685,267,168,0,435,15,0,2,196,179,38,0,1,0,1,0,0,0,0,0,3,3,0,1,2,1,1,0,0,0,0,0,2,4,0,1,435
239,"PURVA MIDDLE SCHOOL NIBOHRA R.NO.1",431,294,0,725,299,171,0,470,15,0,6,212,179,51,2,0,1,2,0,0,0,0,1,5,1,5,0,0,0,0,0,0,0,2,0,1,1,0,1,470
240,"PRIMARY SCHOOL  PURA NEHRA R.NO.1",552,433,0,985,386,234,0,620,22,0,0,261,222,114,0,0,1,2,0,1,2,1,0,4,2,1,0,0,3,0,0,0,1,1,0,0,2,1,1,620
241,"PRIMARY SCHOOL  SHAHVED R.NO.1",325,283,0,608,212,161,0,373,12,0,0,161,133,46,2,1,0,0,0,0,2,0,0,7,4,4,1,0,3,0,0,0,2,2,0,0,2,1,2,373
242,"PRIMARY SCHOOL  PURA NANDA R.NO.1",323,270,0,593,243,182,0,425,3,0,2,221,149,11,0,0,3,1,2,1,1,1,1,6,3,11,0,3,1,0,0,0,0,1,1,1,1,1,3,425
243,"PRIMARY SCHOOL  PATHAR KOT R.NO.1",518,431,0,949,326,218,0,544,2,0,1,162,218,127,4,0,0,0,0,1,0,2,1,4,1,5,1,2,0,1,1,0,1,3,0,2,3,1,3,544
244,"PRIMARY SCHOOL  KANKARPURA R.NO.1",759,579,0,1338,483,320,0,803,3,0,3,228,354,192,6,2,1,1,0,0,0,0,1,1,0,0,3,2,1,0,0,0,1,3,0,0,0,1,3,803
245,"PRIMARY SCHOOL  RAMGARH R.NO.1",740,578,0,1318,439,286,0,725,61,0,6,233,290,152,5,0,1,5,0,0,0,1,0,4,1,2,1,3,1,1,0,1,0,4,1,1,4,1,7,725
246,"PRIMARY SCHOOL  CHOTI BASAI R.NO.1",655,489,0,1144,357,317,0,674,3,0,0,314,80,231,1,0,0,1,0,0,0,1,2,6,0,3,3,10,1,6,1,0,4,4,0,0,3,0,3,674
247,"PRIMARY SCHOOL  SALEMPUR DHANKAR R.NO.1",635,516,0,1151,458,295,0,753,45,0,5,344,333,44,1,1,1,1,0,0,0,0,2,3,1,2,0,2,1,0,0,0,2,1,3,1,4,0,1,753
248,"PRIMARY SCHOOL  SALEMPUR DHANKAR R.NO.2",443,334,0,777,275,123,0,398,20,0,3,168,136,67,1,0,0,3,1,0,0,0,0,5,1,0,0,4,3,4,0,0,1,0,1,0,0,0,0,398
249,"PURVA MIDDLE SCHOOL PALIYA R.NO.1",509,423,0,932,356,286,0,642,7,0,11,231,38,335,1,0,0,4,0,0,0,0,1,2,1,0,0,3,0,4,0,0,1,2,2,3,1,2,0,642
250,"PRIMARY SCHOOL  GARHI GODHNA R.NO.1",166,130,0,296,149,93,0,242,1,0,8,124,37,57,2,0,0,2,1,0,0,0,1,3,0,0,0,1,1,0,0,0,0,1,2,1,1,0,0,242
251,"PRIMARY SCHOOL  PARTAPPURA R.NO.1",487,389,0,876,356,262,0,618,2,0,1,153,21,392,4,0,1,0,0,0,0,0,1,0,0,1,2,5,6,16,3,1,1,4,3,2,0,1,0,618
252,"PRIMARY SCHOOL  PARTAPPURA R.NO.2",412,299,0,711,295,204,0,499,2,0,1,195,8,273,5,1,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,4,0,2,2,1,1,499
253,"PRIMARY SCHOOL  BICHAULA R.NO.1",605,495,0,1100,460,293,0,753,2,0,3,333,21,377,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,3,3,2,1,753
254,"PRIMARY SCHOOL  CHATARIYA PURA R.NO.1",399,332,0,731,242,168,0,410,3,0,8,154,200,19,1,0,0,3,2,0,0,0,0,3,2,2,0,3,2,0,0,0,0,0,1,6,1,1,2,410
255,"PURVA MIDDLE SCHOOL NAGARCHAND R.NO.1",263,226,0,489,222,153,0,375,2,0,2,112,248,7,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,375
256,"PURVA MIDDLE SCHOOL NAGARCHAND R.NO.2",459,403,0,862,309,235,0,544,6,0,2,165,340,13,1,0,0,0,0,0,0,1,2,1,1,3,1,0,1,0,0,2,0,1,2,1,5,1,1,544
257,"PANCHAYAT GHAR BEHDI",401,340,0,741,263,197,0,460,14,0,7,212,208,16,0,1,0,1,0,0,0,0,0,2,0,2,0,2,2,0,0,0,1,0,0,2,1,1,2,460
258,"PRIMARY SCHOOL  BAMRAULI R.NO.1",507,401,0,908,356,160,0,516,10,0,0,262,215,27,1,0,0,0,1,0,1,0,0,2,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,516
259,"PRIMARY SCHOOL  PARAULI SIKARVAR R.NO.1",524,395,0,919,319,197,0,516,9,0,5,130,300,63,4,2,0,0,0,0,1,0,0,3,1,1,1,0,2,2,0,0,0,0,0,0,1,0,0,516
260,"PRIMARY SCHOOL  PARAULI SIKARVAR R.NO.2",688,506,0,1194,374,182,0,556,4,0,7,274,205,50,2,0,0,1,0,1,0,0,1,3,3,1,0,3,1,0,0,0,0,1,0,0,2,0,1,556
261,"PURVA MIDDLE SCHOOL IDAUN R.NO.1",767,671,0,1438,606,401,0,1007,8,0,6,303,531,62,2,0,0,4,2,2,1,4,2,8,6,16,1,7,9,3,1,2,3,2,2,1,11,5,11,1007
262,"PRIMARY SCHOOL MEETHPURA R.NO.1",689,592,0,1281,502,362,0,864,7,0,15,470,198,116,3,2,0,3,0,1,0,1,1,8,8,2,1,3,1,8,1,1,1,3,2,3,7,1,4,864
263,"PRIMARY SCHOOL  DHORRA R.NO.1",739,558,0,1297,385,294,0,679,1,0,3,236,255,155,0,0,0,1,1,0,0,0,2,7,6,4,0,2,3,0,1,1,0,0,0,0,1,1,0,679
264,"PRIMARY SCHOOL  KRIPALPURA R.NO.1",408,328,0,736,302,205,0,507,9,0,3,339,82,52,1,0,0,2,0,0,0,0,1,5,5,0,0,1,0,4,0,0,1,1,0,2,5,2,1,507
265,"PRIMARY SCHOOL  KRIPALPURA R.NO.2",473,368,0,841,356,250,0,606,3,0,4,428,90,35,2,0,0,5,0,0,0,0,2,9,11,4,1,3,1,2,0,0,2,0,0,2,2,2,1,606
266,"PRIMARY SCHOOL  RASULPUR R.NO.1",781,629,0,1410,444,310,0,754,328,0,13,446,75,155,2,3,0,3,2,1,3,3,3,5,8,1,1,4,2,2,1,0,1,3,1,6,6,3,1,754
267,"PURVA MIDDLE SCHOOL RASULPUR R.NO.1",142,125,0,267,104,95,0,199,98,0,2,43,142,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,199
268,"PRIMARY SCHOOL  MOHANPUR (BHARAPUR) R.NO.1",601,420,0,1021,319,131,0,450,8,0,8,203,200,22,0,1,0,0,0,0,0,0,1,0,0,0,0,8,2,0,0,1,0,0,0,1,1,1,1,450
269,"PRIMARY SCHOOL  BHOLPURA R.NO.1",302,211,0,513,185,60,0,245,20,0,0,134,106,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,245
270,"UCHCH PRIMARY SCHOOL FIRST 1FATEHABAD R.NO.1",559,511,0,1070,382,274,0,656,1,0,3,514,110,16,0,0,0,2,0,0,1,1,0,1,0,2,0,2,0,0,1,0,1,0,0,0,1,0,1,656
271,"UCHCH PRIMARY SCHOOL FIRST 1FATEHABAD R.NO.2",427,360,0,787,260,202,0,462,39,0,11,282,74,82,0,0,0,6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,462
272,"A.B.S.A. OFFICE FATEHABAD R.NO.1",502,449,0,951,309,226,0,535,107,0,3,261,176,79,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,1,0,1,0,1,0,2,1,1,2,535
273,"A.B.S.A. OFFICE FATEHABAD R.NO.2",431,350,0,781,253,186,0,439,114,0,5,276,57,88,1,0,0,1,0,0,0,0,1,2,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,439
274,"BHAGVAN DEVI KANYA INTER COLLEGE FATEHABAD R.NO.1",407,340,0,747,290,173,0,463,1,0,0,132,225,96,1,2,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,463
275,"BHAGVAN DEVI KANYA INTER COLLEGE FATEHABAD R.NO.2",314,272,0,586,199,153,0,352,9,0,1,261,66,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,352
276,"BHAGVAN DEVI KANYA INTER COLLEGE FATEHABAD R.NO.3",497,385,0,882,349,241,0,590,232,0,1,73,67,415,3,1,0,0,0,0,0,2,1,0,0,3,0,3,2,4,0,1,0,6,1,2,2,2,1,590
277,"SARASWATI GYAN MANDIR BYE PASS ROAD FATEHABAD R.NO.1",504,396,0,900,284,218,0,502,5,0,3,394,38,39,2,1,1,4,0,0,0,0,1,3,2,1,1,2,1,0,0,0,1,0,0,2,3,2,1,502
278,"BHAGVAN DEVI KANYA INTER COLLEGE FATEHABAD R.NO.4",489,530,0,1019,302,243,0,545,8,0,5,147,131,223,4,0,0,1,0,0,0,0,7,0,0,1,2,2,2,11,0,0,0,2,0,1,3,0,3,545
279,"JANTA INTER COLLEGE FATEHAHAB R.NO.1",717,581,0,1298,439,284,0,723,26,0,6,452,182,30,2,2,2,5,0,2,1,2,1,8,6,2,2,1,4,1,1,0,1,1,0,1,5,0,3,723
280,"JANTA INTER COLLEGE FATEHAHAB R.NO.2",532,446,0,978,267,113,0,380,6,0,3,209,62,72,1,0,0,7,2,0,0,0,5,2,0,0,0,1,1,2,0,1,1,3,1,3,3,0,1,380
281,"JANTA INTER COLLEGE FATEHAHAB R.NO.3",395,332,0,727,258,173,0,431,21,0,2,200,133,83,0,0,0,0,0,0,0,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,431
282,"PURANI TEHSIL BHAVAN FATEHABAD R.NO.1",313,258,0,571,160,118,0,278,103,0,3,157,53,49,0,0,2,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,3,2,278
283,"PRIMARY KANYA SCHOOL  FATEHABAD",747,630,1,1378,393,281,0,674,34,0,8,429,101,112,0,1,0,3,1,0,0,2,1,0,2,2,0,3,1,0,0,0,2,1,0,0,3,0,2,674
284,"PURANI TEHSIL BHAVAN FATEHABAD   R.NO.1",799,679,1,1479,478,329,0,807,8,0,11,657,81,40,1,0,0,0,0,0,0,1,3,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,4,807
285,"JANTA INTER COLLEGE FATEHAHAB R.NO.4",707,584,0,1291,398,277,0,675,4,0,10,434,132,77,1,1,0,1,1,0,1,0,4,2,0,3,0,1,0,0,0,1,0,3,0,0,2,0,1,675
286,"JANTA INTER COLLEGE FATEHAHAB R.NO.5",612,511,0,1123,419,293,0,712,49,0,9,141,408,140,1,0,0,1,0,0,0,0,3,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,712
287,"PRIMARY SCHOOL  GARHI DARIYAB R.NO.1",241,207,0,448,181,172,0,353,9,0,1,6,20,304,1,1,0,0,3,0,0,1,2,4,3,1,0,1,2,0,0,0,0,1,0,0,1,0,1,353
288,"PRIMARY SCHOOL  SARANGPUR R.NO.1",344,259,0,603,231,152,0,383,39,0,5,242,50,53,1,0,0,0,0,0,0,0,2,7,6,7,0,2,0,1,0,0,3,0,0,1,2,0,1,383
289,"PRIMARY SCHOOL  SARANGPUR R.NO.2",437,340,1,778,267,181,0,448,46,0,3,209,108,96,3,0,0,1,3,0,0,0,3,2,1,1,0,2,2,8,0,0,0,1,1,1,1,0,2,448
290,"AARYA VEDIK SCHOOL KUTUKPUR GOLA R.NO.1",446,351,0,797,308,202,0,510,145,0,1,349,60,70,2,0,0,1,0,0,0,0,0,3,2,1,0,10,1,3,1,0,0,1,0,0,3,1,1,510
291,"PRIMARY SCHOOL  GARHI UDAYRAJ R.NO.1",719,552,1,1272,497,303,0,800,7,0,14,344,185,220,3,3,0,1,0,0,1,0,1,3,2,1,1,4,3,0,1,1,1,0,1,1,4,0,5,800
292,"PURVA MIDDLE SCHOOL LALPURA R.NO.1",410,359,0,769,303,270,0,573,18,0,0,155,371,38,1,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,573
293,"PRIMARY SCHOOL  GARHI KOOMRA R.NO.1",470,375,0,845,279,190,0,469,97,0,2,73,83,276,1,1,1,5,0,2,0,1,4,7,1,2,2,1,1,2,0,0,1,0,0,0,1,2,0,469
294,"PRIMARY SCHOOL  NAGAR R.NO.1",610,519,0,1129,416,268,0,684,8,0,4,180,377,25,4,0,1,2,1,1,1,0,2,8,5,7,1,14,21,3,0,1,1,0,2,0,5,5,13,684
295,"PRIMARY SCHOOL  BHADAURA R.NO.1",208,149,0,357,122,92,0,214,51,0,3,69,19,118,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,214
296,"PRIMARY SCHOOL  BHEEKAN PUR R.NO.1",504,386,0,890,304,192,0,496,8,0,0,192,135,125,4,1,0,3,2,1,0,2,3,7,3,4,0,2,0,2,0,0,1,0,0,2,4,1,2,496
297,"PRIMARY SCHOOL  JAWAHARPUR R.NO.1",165,121,0,286,127,91,0,218,9,0,2,88,103,14,1,0,0,2,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,218
298,"PRIMARY SCHOOL  TEEKATPURA(KHANDER) R.NO.1",696,601,0,1297,358,295,0,653,6,0,7,211,314,77,3,0,0,3,1,0,0,0,7,7,5,1,2,0,2,2,0,0,0,2,2,0,2,1,4,653
299,"PRIMARY SCHOOL  TURSIPURA R.NO.1",319,232,0,551,190,88,0,278,15,0,2,72,172,23,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,278
300,"PRIMARY SCHOOL  NAYAPURA R.NO.1",326,307,0,633,240,169,0,409,117,0,4,161,165,29,1,2,0,3,2,0,0,0,0,5,4,5,0,3,2,3,2,1,3,0,1,2,8,1,2,409
301,"PRIMARY SCHOOL  PURA BIJAUL R.NO.1",549,453,0,1002,375,276,0,651,340,0,1,213,179,224,2,2,0,0,3,0,2,1,1,4,4,3,0,0,0,1,0,0,2,1,0,0,5,2,1,651
302,"PRIMARY SCHOOL  CHACHIPURA R.NO.1",462,374,0,836,315,188,0,503,7,0,6,208,202,57,4,1,1,4,0,1,0,0,2,4,4,0,1,2,0,0,0,0,0,1,0,0,2,1,2,503
303,"PRIMARY SCHOOL  GARHI MOHANLAL  R.NO.1",437,350,0,787,293,181,0,474,8,0,2,230,136,80,1,0,0,4,0,0,0,0,1,6,2,2,0,1,3,0,0,1,0,0,0,0,1,2,2,474
304,"PRIMARY SCHOOL  NAGLA BHOGLI(JARARI) R.NO.1",337,219,0,556,275,88,0,363,54,0,0,118,152,78,1,0,0,1,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0,4,0,1,363
305,"PURVA MIDDLE SCHOOL JARARI R.NO.1",570,394,0,964,359,176,0,535,163,0,1,119,315,57,2,0,2,3,0,0,0,0,0,0,0,4,0,3,4,2,0,0,1,5,1,4,10,0,2,535
306,"PRIMARY SCHOOL  GUBRAUTH R.NO.1",591,436,0,1027,327,194,0,521,8,0,8,255,18,214,2,0,1,2,1,0,0,0,1,1,1,1,1,0,1,0,0,0,3,1,0,3,4,1,2,521
307,"PRIMARY SCHOOL  NAUGAVAN R.NO.1",326,225,0,551,247,107,0,354,7,0,0,70,144,116,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,6,1,1,2,1,0,1,2,2,1,354
308,"PRIMARY SCHOOL  KHEDA JAWAHAR R.NO.1",395,297,0,692,245,157,0,402,48,0,2,105,187,92,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,8,0,1,0,402
309,"PRIMARY SCHOOL  HIMANYUPUR GUJAR R.NO.1",254,161,0,415,175,101,0,276,6,0,1,111,137,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,1,276
310,"PRIMARY SCHOOL  KACHPURA R.NO.1",347,262,0,609,205,152,0,357,107,0,4,151,21,150,1,0,0,1,1,1,1,2,1,3,2,6,0,1,0,1,0,0,2,1,0,2,4,0,1,357
311,"PRIMARY SCHOOL  CHAMARPURA R.NO.1",168,138,0,306,124,98,0,222,4,0,1,10,3,195,2,1,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,222
312,"PURVA MIDDLE SCHOOL BHALOKHRA R.NO.1",472,389,0,861,314,201,0,515,120,0,0,134,130,219,2,0,0,1,1,0,0,1,1,3,1,6,0,4,3,2,0,0,1,1,0,0,3,2,0,515
313,"PRIMARY SCHOOL  NAGLA LOHIYA R.NO.1",447,376,0,823,282,159,0,441,150,0,0,108,232,87,1,0,0,0,0,1,1,0,0,4,0,0,0,0,1,2,0,0,2,0,1,0,1,0,0,441
314,"PRIMARY SCHOOL  UJHAVALI R.NO.1",356,302,0,658,265,132,0,397,3,0,3,164,211,5,0,0,1,1,1,0,1,0,1,4,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,397
315,"PRIMARY SCHOOL  AAI ,PINNAPURA R.NO.1",597,392,0,989,330,180,0,510,269,0,2,68,387,45,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,2,0,1,510
316,"PRIMARY SCHOOL  PINNAPURA R.NO.1",575,486,0,1061,411,282,0,693,237,0,4,125,517,19,0,0,0,3,2,2,1,0,0,5,1,3,0,1,1,1,0,1,1,3,1,1,0,0,1,693
317,"PRIMARY SCHOOL  NAGLA HAZI R.NO.1",200,155,0,355,150,97,0,247,38,0,1,68,129,42,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,247
318,"PRIMARY SCHOOL  CHARRPURA R.NO.1",388,337,0,725,261,192,0,453,84,0,4,209,173,29,1,0,0,0,1,13,2,0,0,5,1,3,0,3,0,2,0,0,0,0,1,1,1,1,3,453
319,"PURVA MIDDLE SCHOOL MURAVAL R.NO.1",340,288,0,628,201,119,0,320,113,0,2,152,95,55,0,0,0,2,0,0,1,1,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,4,320
320,"PRIMARY SCHOOL DHARAPURA R.NO.1",332,273,0,605,236,154,0,390,38,0,2,185,164,24,0,0,0,0,0,0,0,0,3,1,1,2,1,0,0,0,0,0,2,0,0,0,4,1,0,390
321,"PRIMARY SCHOOL  MEHRA CHOUDHARY R.NO.1",469,376,0,845,272,220,0,492,285,0,4,254,101,115,1,2,0,0,0,1,0,1,1,6,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,492
322,"PRIMARY SCHOOL JALALPUR  R.NO.1",369,288,0,657,227,144,0,371,19,0,0,103,79,168,2,0,0,1,0,1,0,1,0,3,1,0,1,1,2,1,1,0,0,0,1,2,1,1,1,371
323,"PRIMARY SCHOOL  SWARA R.NO.1",91,71,0,162,57,35,0,92,10,0,0,23,4,60,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92
324,"PURVA MIDDLE SCHOOL PAKKAPURA R.NO.1",584,478,0,1062,386,265,0,651,143,0,0,196,360,20,0,1,0,4,2,0,0,0,1,6,2,1,2,11,20,4,0,2,2,1,0,3,6,4,3,651
325,"PRIMARY SCHOOL  6 VISVA  R.NO.1",322,238,0,560,220,92,0,312,55,0,0,64,186,50,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,312
326,"PRIMARY SCHOOL  ROOPPUR R.NO.1",558,363,0,921,390,168,0,558,11,0,3,128,345,70,0,0,0,2,0,0,0,0,1,1,1,0,0,0,2,0,0,2,0,0,0,1,2,0,0,558
327,"PRIMARY SCHOOL  GATTPURA R.NO.1",434,385,0,819,209,208,0,417,2,0,0,162,223,20,1,1,0,1,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,417
328,"PRIMARY SCHOOL  TIBAHA R.NO.1",651,393,0,1044,387,157,0,544,2,0,3,184,294,36,0,1,0,1,1,0,0,1,1,7,3,5,0,1,0,1,1,1,0,1,0,1,1,0,0,544
329,"PRIMARY SCHOOL  TADAWALI R.NO.1",253,201,0,454,147,74,0,221,3,0,0,117,65,18,3,0,0,1,0,0,0,2,0,3,1,0,0,2,0,0,1,0,2,0,1,1,2,0,2,221
330,"PRIMARY SCHOOL  SANKURI KHURD R.NO.1",511,353,0,864,298,131,0,429,12,0,2,68,154,190,4,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,2,0,0,0,1,0,429
331,"PRIMARY SCHOOL  BILAUNI R.NO.1",552,446,0,998,314,242,0,556,8,0,5,178,246,95,3,1,0,0,0,1,0,1,2,9,1,4,0,0,0,0,0,0,5,1,0,1,1,2,0,556
332,"PRIMARY SCHOOL  SANKURI KHURD  R.NO.2",317,236,0,553,191,119,0,310,7,0,7,104,103,88,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,310
333,"PRIMARY SCHOOL  SANKURI KALAN R.NO.1",434,340,0,774,220,110,0,330,130,0,0,162,151,6,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,330
334,"PRIMARY SCHOOL  SILAWALI R.NO.1",393,325,0,718,242,153,0,395,44,0,6,210,118,22,2,1,0,1,2,1,2,1,2,1,0,2,1,3,5,0,1,0,1,1,1,5,2,0,4,395
335,"PRIMARY SCHOOL  BAGEDIYA DHANAULAKHURD R.NO.1",255,196,0,451,160,86,0,246,6,0,0,63,155,15,0,1,0,0,0,1,0,0,0,3,1,2,0,0,0,0,1,0,2,0,0,0,1,0,1,246
336,"PRIMARY SCHOOL  BEGUMPUR R.NO.1",391,280,0,671,265,142,0,407,89,0,0,124,232,35,1,0,0,3,0,1,0,1,1,1,0,2,0,1,0,1,0,0,0,1,0,0,3,0,0,407
337,"PRIMARY SCHOOL  NAGLA MAWAI R.NO.1",548,429,0,977,282,114,0,396,1,0,1,90,238,38,0,0,0,0,0,0,0,0,0,5,2,1,0,1,4,2,0,1,1,2,1,3,3,2,1,396
338,"PRIMARY SCHOOL  TARAULI GUJAR R.NO.1",284,192,0,476,188,79,0,267,4,0,1,104,131,13,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,1,2,0,0,1,4,2,0,267
339,"PRIMARY SCHOOL  RIHAWALI R.NO.1",596,510,0,1106,288,235,0,523,125,0,5,227,206,52,1,1,1,1,1,0,0,1,5,5,1,5,0,1,0,2,0,0,0,3,1,0,3,0,1,523
340,"PURVA MIDDLE SCHOOL  VARNA R.NO.1",709,582,0,1291,503,298,0,801,4,0,2,130,436,183,1,1,0,2,0,0,2,0,2,2,2,1,2,3,13,6,1,0,1,3,0,3,2,1,2,801
341,"PRIMARY SCHOOL  GURJA NANDAN R.NO.1",308,277,0,585,193,124,0,317,2,0,1,135,96,61,0,0,0,2,0,0,0,0,2,1,0,0,0,2,6,0,0,1,2,0,1,4,1,0,2,317
