"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAPIL MUNI KARWARIYA","2 - KESHAV PRASAD MAURYA","3 - MOHD. KAIF","4 - DHARAM RAJ SINGH PATEL","5 - GYANENDRA KUMAR SRIVASTAVA GYANI BHAI","6 - GANESHJI TRIPATHI","7 - DAKKHINI PRASAD KUSHWAHA","8 - NATHU RAM BOUDHA","9 - PARVEZ ASHFAQUE SIDDIQUI","10 - SHIMALA SHRI","11 - SURENDRA KUMAR MISHRA","12 - ZIAOUL HAQUE","13 - DR. NEERAJ","14 - MITHILESH KUMAR","15 - MILAN MUKERJEE","16 - None of the Above","Total Votes Secured"
11,"ZILA PARISHAD PRA0 PA0 BALADEEH UTTARI BHAG",804,726,0,1530,455,394,0,849,233,0,194,394,40,178,5,2,0,5,1,3,3,4,2,4,8,6,849
12,"ZILA PARISHAD PRA0 PA0 BALA DEEH DAKSHADI BHAG",518,456,0,974,244,250,0,494,1,0,90,306,23,41,1,0,0,3,2,1,3,5,1,6,6,6,494
13,"ZILA PARISHAD PRA0 PA0 UMARIYASARI BHAG 1",519,436,0,955,275,280,0,555,9,0,127,363,21,19,1,1,1,6,0,2,0,2,2,5,1,4,555
14,"ZILA PARISHAD PRA0 PA0 UMARIYASARI BHAG 2",381,290,0,671,213,180,0,393,190,0,60,238,7,67,1,2,0,7,2,3,1,1,1,0,0,3,393
15,"ZILA PARISHAD PRA0 PA0 DEVAPUR (KALYANPUR MARG)",861,712,0,1573,457,420,0,877,735,0,302,361,17,118,7,2,2,3,5,10,0,10,4,11,11,14,877
16,"ZILA PARISHAD PRA0 PA0 ARUAON UTTARI BHAG",685,563,0,1248,320,338,0,658,67,0,186,338,29,46,1,2,2,4,2,5,3,6,4,4,11,15,658
17,"ZILA PARISHAD PRA0 PA0 ARUAON DAKCHIRI BHAG",562,469,0,1031,251,223,0,474,54,0,148,212,23,66,2,1,3,2,1,1,1,2,3,2,4,3,474
18,"ZILA PARISHAD PRA0 PA0 TULAPUR KHARGAPUR",327,281,0,608,167,159,0,326,4,0,102,152,9,49,0,2,1,0,0,0,0,1,2,1,3,4,326
19,"SERVANI HIGHER SECONDRDY SCHOOL MUKUNDPUR UTTARI BHAG",636,512,0,1148,265,226,0,491,349,0,122,126,29,191,3,0,1,0,3,1,1,6,4,1,0,3,491
20,"SERVANI HIGHER SECONDRDY SCHOOL MUKUNDPUR UTTARI MADHYA BHAG",737,650,0,1387,383,302,0,685,20,0,155,399,11,63,0,2,0,2,4,5,2,7,1,4,14,16,685
21,"SERVANI HIGHER SECONDRDY SCHOOL MUKUNDPUR DAKCHIRI BHAG",720,588,0,1308,313,255,0,568,187,0,85,367,23,67,4,1,1,3,2,0,1,2,1,1,7,3,568
22,"ZILA PARISHAD PRA0 PA0 CHAUBARA UTTARI  BHAG",804,669,0,1473,443,422,0,865,6,0,254,381,23,157,3,3,2,0,2,6,4,3,2,3,6,16,865
23,"ZILA PARISHAD PRA0 PA0 CHAUBARA  DAKSHIRI  BHAG",649,503,0,1152,356,320,0,676,35,0,334,248,21,40,2,2,2,1,0,1,2,3,3,1,1,15,676
24,"ZILA PARISHAD PRA0 PA0 HASANPUR",430,383,0,813,214,232,0,446,346,0,134,190,6,104,0,1,0,0,0,1,2,2,1,0,0,5,446
25,"ZILA PARISHAD PRA0 PA0 NIYAIPUR",458,380,0,838,244,244,0,488,10,0,74,236,8,146,1,3,2,0,0,0,0,4,0,2,5,7,488
26,"ZILA PARISHAD PRA0 PA0 SARVAGAUHAN URF SINGHGADH",784,644,0,1428,402,341,0,743,1,0,207,390,20,90,0,2,1,1,0,6,1,5,2,1,6,11,743
27,"ZILA PARISHAD PRA0 PA0 BABHANPUR KALYANPUR",549,478,0,1027,253,291,0,544,1,0,174,284,8,40,2,2,0,1,1,1,0,6,2,1,10,12,544
28,"ZILA PARISHAD PRA0 PA0 BABHANPUR KALYANPUR BHAG 1",322,281,0,603,173,146,0,319,1,0,98,196,2,0,0,11,0,1,0,1,0,2,0,1,3,4,319
29,"ZILA PARISHAD PRA0 PA0 AUMARIYA BADAL URF GANDA UTTARI BHAG",750,646,0,1396,386,353,0,739,1,0,189,268,13,212,3,0,2,5,2,2,3,5,2,3,7,23,739
30,"ZILA PARISHAD PRA0 PA0 AUMARIYA BADAL URF GANDA DAKCHIRI BHAG",582,505,0,1087,298,287,0,585,214,0,157,343,53,18,0,1,0,0,2,3,0,1,1,3,2,1,585
31,"ZILA PARISHAD PRA0 PA0 JOGIPUR UTTARI BHAG",716,564,0,1280,335,312,0,647,3,0,185,156,16,231,6,3,2,1,4,4,5,7,2,2,6,17,647
32,"ZILA PARISHAD PRA0 PA0 JOGIPUR DAKCHADI  BHAG",314,272,0,586,144,129,0,273,254,0,76,160,7,13,0,0,1,1,0,0,0,1,0,5,2,7,273
33,"ZILA PARISHAD PRA0 PA0 HARAKHPUR",500,431,0,931,282,234,0,516,300,0,49,227,12,204,2,0,5,0,1,2,1,1,2,2,2,6,516
34,"ZILA PARISHAD PRA0 PA0 GADIYANI UTTARI BHAG",813,656,0,1469,430,376,0,806,10,0,163,263,49,272,6,5,4,3,4,3,1,6,5,5,6,11,806
35,"ZILA PARISHAD PRA0 PA0 GADIYANI DAKCHIRI BHAG",557,496,0,1053,345,331,0,676,1,0,193,336,50,75,0,2,1,0,0,0,0,4,0,2,5,8,676
36,"ZILA PARISHAD PRA0 PA0 SEMARA BIRBHANPUR",786,668,0,1454,418,356,0,774,755,0,115,488,11,93,2,4,2,2,1,2,3,9,2,3,5,32,774
37,"ZILA PARISHAD PRA0 PA0 MALAK PAYAGI",782,711,0,1493,462,446,0,908,300,0,286,511,13,55,4,3,5,4,0,0,5,2,5,3,8,4,908
38,"ZILA PARISHAD PRA0 PA0 TAVKALPUR KHARGAPUR",231,204,0,435,160,112,0,272,52,0,11,26,3,221,4,0,1,1,0,1,0,0,0,1,1,2,272
39,"ZILA PARISHAD PRA0 PA0 PURKHIPUR",674,556,0,1230,434,352,0,786,17,0,82,512,16,124,1,3,2,3,3,2,1,3,3,6,17,8,786
40,"ZILA PARISHAD PRA0 BRISINGHPUR RAMGADH UTTARI BHAG",586,519,1,1106,293,320,0,613,56,0,169,134,10,257,2,0,1,2,0,5,3,7,1,1,0,21,613
41,"ZILA PARISHAD PRA0 PA0 BRISINGHPUR RAMGADH DAKCHIRI BHAG",554,478,0,1032,236,324,0,560,1,0,111,290,14,86,4,0,2,2,3,1,4,6,2,7,22,6,560
42,"ZILA PARISHAD PRA0 PA0 JEETPUR DAYAL",421,360,0,781,254,233,0,487,42,0,127,271,7,68,0,0,0,0,0,0,0,5,1,3,1,4,487
43,"ZILA PARISHAD KANYA  PA0 KHARGAPUR",807,681,0,1488,430,366,0,796,1,0,314,281,24,136,2,1,1,1,0,3,3,3,4,1,4,18,796
44,"ZILA PARISHAD PRA0 PA0 BAHARPUR",600,496,0,1096,301,299,0,600,550,0,200,339,17,18,1,3,1,3,1,1,2,3,0,0,8,3,600
45,"JUNIOR HIGH SCHOOL SHAHPUR KALYAN URF NEVADA BHAG 1",638,536,0,1174,368,302,0,670,69,0,214,335,6,70,0,1,0,1,0,3,0,8,4,6,12,10,670
46,"JUNIOR HIGH SCHOOL SHAHPUR KALYAN URF NEVADA BHAG 2",318,292,0,610,188,153,0,341,141,0,66,184,3,81,1,0,0,0,0,1,0,0,1,1,3,0,341
47,"ZILA PARISHAD PRA0 PA0 MAIRY",529,479,0,1008,363,304,0,667,605,0,180,285,16,154,3,2,3,0,1,2,1,2,0,3,6,9,667
48,"ZILA PARISHAD PRA0 PA0 JAMUNIPUR",510,380,0,890,282,267,0,549,186,0,207,254,8,60,0,0,0,1,0,0,1,1,2,0,7,8,549
49,"ZILA PARISHAD PRA0 PA0 KASTURIPUR KASTURI",574,555,0,1129,323,367,0,690,8,0,252,328,7,49,2,1,2,2,1,0,3,9,4,6,11,13,690
50,"ZILA PARISHAD PRA0 PA0 SULTANPUR AKABAR UTTARI BHAG",909,706,0,1615,410,328,0,738,734,0,129,320,14,222,2,3,2,1,0,2,2,4,2,8,14,13,738
51,"ZILA PARISHAD PRA0 PA0 SULTANPUR AKABAR SAKCHIRI BHAG",783,620,0,1403,352,305,0,657,656,0,41,160,20,397,7,2,0,1,0,2,0,2,8,3,4,10,657
52,"ZILA PARISHAD PRA0 PA0 SARAI BHARAT URF HOLAGADH  UTTARI BHAG",604,533,1,1138,281,229,0,510,84,0,130,213,32,102,3,4,0,1,0,3,3,3,3,2,4,7,510
53,"ZILA PARISHAD PRA0 PA0 SARAI BHARAT URF HOLAGADH  UTTARI BHAG 1",303,286,0,589,136,141,0,277,23,0,84,103,19,55,0,0,0,0,0,2,0,2,0,5,4,3,277
54,"ZILA PARISHAD PRA0 PA0 SARAI BHARAT URF HOLAGADH  DAKCHIDI BHAG",634,523,0,1157,277,245,0,522,100,0,51,199,46,216,0,0,0,0,1,0,3,0,3,0,0,3,522
55,"ZILA PARISHAD PRA0 PA0 SARAI HARIRAM",590,471,0,1061,355,241,0,596,36,0,184,218,11,155,2,0,0,0,0,2,2,1,2,1,7,11,596
56,"ZILA PARISHAD PRA0 PA0 HANSRAJPUR",785,600,0,1385,434,384,0,818,275,0,249,413,39,88,0,0,1,0,0,2,0,3,1,3,6,13,818
57,"ZILA PARISHAD PRA0 PA0 SARAI CHANDRA BHAN URF ODHRA",462,405,0,867,286,237,0,523,459,0,58,288,14,140,6,0,1,1,2,1,1,1,3,2,3,2,523
58,"ZILA PARISHAD PRA0 PA0 GIRDHARPUR GODVA UTTARY BHAG",472,368,0,840,206,207,0,413,412,0,145,228,9,3,0,1,1,1,0,0,2,6,4,2,5,6,413
59,"ZILA PARISHAD PRA0 PA0 GIRDHARPUR GODVA DAKCHADI BHAG",737,677,0,1414,421,354,0,775,14,0,167,535,17,26,1,4,2,1,5,2,2,3,1,3,3,3,775
60,"ZILA PARISHAD PRA0 PA0 LALA KA PURA GIRDHARPUR GODVA",313,304,0,617,151,226,0,377,29,0,227,112,6,16,1,1,1,4,0,1,0,1,0,1,3,3,377
61,"ZILA PARISHAD PRA0 PA0 SARAI MADAN SINGH URF CHANTI",743,648,0,1391,374,379,0,753,310,0,120,411,16,154,1,1,1,5,1,2,5,5,3,6,14,8,753
62,"ZILA PARISHAD PRA0 PA0 DHUSURPUR URF CHANTI",534,462,0,996,306,281,0,587,14,0,179,298,7,77,1,4,1,1,2,0,3,5,3,1,1,4,587
63,"ZILA PARISHAD PRA0 PA0 BARDANI",334,281,0,615,208,196,0,404,123,0,152,191,5,40,2,0,0,0,0,0,0,1,1,1,5,6,404
64,"ZILA PARISHAD PRA0 PA0 RAJAPUR CHAUBARA",896,717,0,1613,460,412,0,872,100,0,303,377,20,110,2,1,2,5,3,5,1,8,4,5,11,15,872
65,"ZILA PARISHAD PRA0 PA0 SULTANPUR JAISINGH",490,378,0,868,295,248,0,543,333,0,128,251,9,128,4,2,1,1,1,4,2,1,2,1,3,5,543
66,"ZILA PARISHAD PRA0 PA0 JALIYASAI",428,389,0,817,177,232,0,409,21,0,179,149,8,49,2,1,0,2,2,0,0,2,1,2,5,7,409
67,"CHANDRASHEKHAR INTER COLLEGE PURABNARA UTTARI BHAG",588,483,0,1071,251,235,0,486,1,0,66,281,42,58,1,2,1,2,2,4,2,5,4,9,2,5,486
68,"CHANDRASHEKHAR INTER COLLEGE PURABNARA UTTARI BHAG 1",381,292,0,673,206,165,0,371,1,0,142,133,18,58,2,1,0,1,0,0,1,5,0,2,4,4,371
69,"CHANDRASHEKHAR INTER COLLEGE PURABNARA BHAG 1",640,555,0,1195,326,315,0,641,275,0,182,317,13,107,2,2,1,2,3,0,2,3,1,2,1,3,641
70,"CHANDRASHEKHAR INTER COLLEGE PURABNARA BHAG 2",405,355,0,760,206,225,0,431,263,0,175,199,6,29,2,0,0,2,1,1,1,2,1,2,4,6,431
71,"ZILA PARISHAD PRA0 PA0 AHIBI KA PURA (PURABNARA)",653,556,0,1209,438,368,0,806,236,0,51,645,21,54,1,1,1,1,1,2,1,2,5,4,9,7,806
72,"ZILA PARISHAD PRA0 PA0 PASCHIMNARA UTTARI BHAG",511,475,0,986,233,213,0,446,3,0,85,261,17,55,4,0,1,1,1,1,1,6,0,3,4,6,446
73,"ZILA PARISHAD PRA0 PA0 PASCHIMNARA  DAKCHIDA BHAG",574,440,0,1014,265,216,0,481,10,0,80,297,13,69,3,3,1,0,0,2,2,2,1,0,6,2,481
74,"ZILA PARISHAD PRA0 PA0 MADUPUR RAMNAGAR UTTARI BHAG",709,594,0,1303,345,287,0,632,8,0,151,426,17,26,0,0,1,0,0,1,0,3,1,0,2,4,632
75,"ZILA PARISHAD PRA0 PA0 MADUPUR RAMNAGAR DAKCHIDI BHAG",493,408,0,901,210,184,0,394,6,0,96,196,17,66,2,0,0,1,1,3,1,3,2,2,0,4,394
76,"ZILA PARISHAD PRA0 PA0 KASHIPUR UTTARI BHAG",539,447,0,986,308,262,0,570,170,0,82,388,11,56,3,4,1,0,2,2,1,4,4,4,7,1,570
77,"ZILA PARISHAD PRA0 PA0 KASHIPUR DAKCHIDI BHAG",564,456,0,1020,334,242,0,576,104,0,97,361,8,82,0,4,1,2,0,2,1,3,5,1,3,6,576
78,"JUNIOR HIGH SCHOOL DAHIYAVA UTTARI BHAG",788,615,0,1403,421,290,0,711,43,0,45,459,26,156,2,3,1,3,0,6,0,4,1,0,3,2,711
79,"JUNIOR HIGH SCHOOL DAHIYAVA UTTARI MADHYA BHAG",816,611,0,1427,403,364,0,767,39,0,186,426,16,105,2,2,3,2,2,1,4,3,4,0,6,5,767
80,"JUNIOR HIGH SCHOOL DAHIYAVA DAKCHIRI  BHAG",673,539,0,1212,327,301,0,628,326,0,157,276,9,157,2,0,0,1,1,9,1,4,0,3,0,8,628
81,"ZILA PARISHAD PRA0 PA0 SARAI TA SAHAVPUR",688,529,0,1217,328,285,0,613,7,0,95,314,12,179,1,2,0,1,0,4,0,3,0,1,1,0,613
82,"ZILA PARISHAD PRA0 PA0 RAMDASPUR",752,591,1,1344,398,320,0,718,27,0,239,395,17,23,0,0,0,2,3,4,3,9,3,7,4,9,718
83,"ADERSH PURVA MADHYMIK VIDYALAY JUDAPUR BIHAR UTTARI BHAG",557,431,0,988,286,227,0,513,231,0,151,291,5,33,2,0,0,0,0,2,21,0,0,1,2,5,513
84,"ADERSH PURVA MADHYMIK VIDYALAY JUDAPUR BIHAR DAKCHIRI  BHAG",778,623,0,1401,477,357,0,834,1,0,97,596,16,97,1,2,0,2,1,2,3,5,1,2,5,4,834
85,"ZILA PARISHAD PRA0 PA0 DEVAPUR (DAHIYAVA MARG)",378,323,0,701,241,197,0,438,410,0,25,363,27,9,0,0,0,0,0,3,1,0,0,3,6,1,438
86,"ZILA PARISHAD PRA0 PA0 KASTURIPUR BHAG 1",482,450,0,932,253,222,0,475,251,0,41,341,17,66,1,0,0,0,0,1,1,1,0,1,1,4,475
87,"ZILA PARISHAD PRA0 PA0 KASTURIPUR BHAG 2",527,360,0,887,311,198,0,509,12,0,93,371,14,23,0,0,0,0,1,0,1,1,0,1,2,2,509
88,"ZILA PARISHAD PRA0 PA0 NASIRPUR DARGAHI",837,684,0,1521,369,320,0,689,30,0,160,403,16,74,0,3,0,2,0,1,4,4,0,4,4,14,689
89,"ZILA PARISHAD PRA0 PA0 BERAVA UTTARI BHAG",661,608,0,1269,349,316,0,665,405,0,244,334,9,39,1,0,0,1,3,11,0,4,0,6,8,5,665
90,"ZILA PARISHAD PRA0 PA0 BERAVA DAKCHIDI BHAG",713,594,0,1307,380,339,0,719,719,0,84,332,21,264,4,0,0,1,0,1,1,2,2,2,2,3,719
91,"ZILA PARISHAD PRA0 PA0 KHARGAPUR",449,353,0,802,325,213,0,538,35,0,43,121,5,353,1,0,0,1,0,2,0,4,2,1,1,4,538
92,"ZILA PARISHAD PRA0 PA0 PARASPUR BHAGDEVRA UTTARI BHAG",511,431,0,942,319,290,0,609,395,0,264,268,10,37,2,4,0,1,1,0,1,2,1,3,4,11,609
93,"ZILA PARISHAD PRA0 PA0 PARASPUR BHAGDEVRA DAKCHIDI BHAG",675,547,0,1222,336,258,0,594,24,0,71,492,8,11,1,1,1,0,0,1,2,1,0,0,3,2,594
94,"ZILA PARISHAD PRA0 PA0 LAI BHAG 1",672,471,0,1143,296,191,0,487,191,0,197,44,9,221,1,0,0,1,0,0,2,0,1,1,2,8,487
95,"ZILA PARISHAD PRA0 PA0 LAI BHAG 2",424,342,0,766,219,195,0,414,198,0,226,61,6,90,0,2,0,1,2,0,1,1,2,4,2,16,414
96,"ZILA PARISHAD PRA0 PA0 FULPUR URF JAGAPUR",548,455,0,1003,284,250,0,534,11,0,89,261,22,154,1,1,2,2,0,0,1,1,0,0,0,0,534
97,"ZILA PARISHAD PRA0 PA0 SAMHAI UTTARI BHAG",798,639,0,1437,391,276,0,667,102,0,108,381,19,113,2,0,1,0,0,2,4,4,3,5,12,13,667
98,"ZILA PARISHAD PRA0 PA0 SAMHAI DAKCHADI I BHAG",668,502,0,1170,335,284,0,619,529,0,223,323,6,43,0,0,0,1,1,0,0,3,2,2,4,11,619
99,"ZILA PARISHAD PRA0 PA0 SAMHAI DAKCHADI  BHAG 1",285,242,0,527,120,128,0,248,244,0,110,116,3,14,0,0,0,0,0,0,0,1,0,1,1,2,248
100,"JUNIOR HIGH SCHOOL PHATEHPUR KAYASTHAN",818,630,0,1448,395,373,0,768,708,0,388,220,12,117,8,0,2,2,0,0,1,6,2,1,3,6,768
101,"ZILA PARISHAD PRA0 PA0 GARIYAVA UTTARI BHAG",521,417,0,938,256,228,0,484,280,0,168,110,16,166,1,2,0,2,2,2,1,2,0,0,5,7,484
102,"ZILA PARISHAD PRA0 PA0 GARIYAVA DAKCHIDI BHAG",510,413,0,923,240,222,0,462,1,0,240,96,7,97,2,1,0,0,0,1,0,5,1,0,2,10,462
103,"ZILA PARISHAD PRA0 PA0 PANNUPUR",667,556,0,1223,333,318,0,651,53,0,218,108,13,287,2,2,0,1,1,1,0,1,3,2,6,6,651
104,"ZILA PARISHAD PRA0 PA0 KORARI UTTARI BHAG",533,468,0,1001,249,264,0,513,100,0,96,309,10,73,0,1,0,1,1,0,3,1,3,3,6,6,513
105,"ZILA PARISHAD PRA0 PA0 KORARI UTTARI BHAG 1",389,331,0,720,204,160,0,364,117,0,39,228,12,66,3,1,0,0,0,0,2,2,2,2,1,6,364
106,"ZILA PARISHAD PRA0 PA0 KORARI DAKCHIDI BHAG",720,648,0,1368,346,365,0,711,6,0,239,99,42,295,6,1,1,1,0,1,1,8,2,3,6,6,711
107,"ZILA PARISHAD PRA0 PA0 MARUFPUR",580,575,0,1155,309,327,0,636,1,0,215,329,9,54,2,0,1,5,0,1,1,5,1,4,3,6,636
108,"INDRVAS KUMARI INTER COLLEGE ANAPUR UTTARI BHAG",747,623,0,1370,387,308,0,695,12,0,182,329,48,97,0,2,3,1,0,1,1,5,2,7,4,13,695
109,"INDRVAS KUMARI INTER COLLEGE ANAPUR UTTARI MADHYA BHAG",776,650,0,1426,493,365,0,858,20,0,42,660,16,113,4,1,0,0,1,0,5,3,2,0,4,7,858
110,"INDRVAS KUMARI INTER COLLEGE ANAPUR DAKCHIDI BHAG",577,468,0,1045,271,203,0,474,28,0,101,198,6,156,1,0,0,0,1,0,1,2,2,0,2,4,474
111,"ZILA PARISHAD PRA0 PA0 PIPRAUNDH",474,429,0,903,244,256,0,500,4,0,103,322,16,45,0,0,0,1,1,1,1,2,2,2,3,1,500
112,"ZILA PARISHAD PRA0 PA0 SARAI PADMAVAT",349,286,0,635,161,161,0,322,60,0,69,207,12,26,3,1,0,0,0,1,0,1,0,0,0,2,322
113,"ZILA PARISHAD PRA0 PA0 ALADADPUR",474,407,1,882,236,235,0,471,225,0,129,254,26,39,1,1,0,0,0,4,2,4,0,1,4,6,471
114,"ZILA PARISHAD PRA0 PA0 KHANDRAULY",496,460,0,956,199,248,0,447,1,0,35,266,21,105,0,0,1,0,0,1,2,3,3,1,6,3,447
115,"ZILA PARISHAD PRA0 PA0 JUGDEESPUR PURABNARA",220,201,0,421,138,128,0,266,11,0,67,164,7,15,2,0,1,0,0,1,0,1,0,2,5,1,266
116,"ZILA PARISHAD PRA0 PA0 MOHRAB BHAG 1",603,485,0,1088,336,249,0,585,94,0,180,93,17,282,0,1,0,1,0,1,2,2,1,0,0,5,585
117,"ZILA PARISHAD PRA0 PA0 MOHRAB BHAG 2",365,314,0,679,254,219,0,473,10,0,114,190,7,142,1,0,0,1,0,2,1,3,0,1,4,7,473
118,"ZILA PARISHAD PRA0 PA0 BHAGAUTIPUR",933,716,0,1649,504,441,0,945,306,0,179,393,36,316,1,1,0,0,0,0,2,1,1,0,9,6,945
119,"ZILA PARISHAD PRA0 PA0 ANDHIYARI BHAG 1",668,516,0,1184,321,277,0,598,147,0,166,288,17,100,1,0,0,2,0,1,0,4,1,2,3,13,598
120,"ZILA PARISHAD PRA0 PA0 ANDHIYARI BHAG 2",517,417,0,934,216,219,0,435,1,0,97,237,19,63,0,1,0,0,2,0,3,4,0,2,3,4,435
121,"NOMANIYA JU0 HA0 SCHOOL KHANJAHAPUR UTTARI BHAG",471,402,0,873,200,205,0,405,116,0,41,80,106,164,0,1,2,0,1,0,0,2,0,0,4,4,405
122,"NOMANIYA JU0 HA0 SCHOOL KHANJAHAPUR UTTARI BHAG 1",394,322,0,716,180,109,0,289,264,0,8,30,78,168,1,0,0,0,0,1,0,0,0,0,1,2,289
123,"NOMANIYA JU0 HA0 SCHOOL KHANJAHAPUR UTTARI MADHYA BHAG 1",641,563,0,1204,246,182,0,428,280,0,44,70,58,248,1,0,0,0,2,0,0,0,0,0,1,4,428
124,"NOMANIYA JU0 HA0 SCHOOL KHANJAHAPUR UTTARI MADHYA BHAG 2",540,463,0,1003,224,202,0,426,24,0,156,40,31,195,0,0,1,0,0,0,0,1,1,0,1,0,426
125,"NOMANIYA JU0 HA0 SCHOOL KHANJAHAPUR DAKCHIRI BHAG",320,288,0,608,125,115,0,240,200,0,3,94,23,111,3,0,1,0,0,0,1,0,1,0,1,2,240
126,"MAHARSHI VIDYALAY KACCHA BHAWAN UTTARI BHAG",913,586,0,1499,474,313,0,787,2,0,87,608,12,38,0,1,2,1,1,1,3,5,2,5,12,9,787
127,"MAHARSHI VIDYALAY KACCHA BHAWAN UTTARI MADHY BHAG",552,437,0,989,198,175,0,373,271,0,99,59,32,170,2,0,0,1,0,1,0,2,1,0,4,2,373
128,"MAHARSHI VIDYALAY KACCHA BHAWAN UTTARI MADHY BHAG 1",420,356,0,776,214,178,0,392,51,0,62,27,71,224,1,0,0,0,0,0,0,1,0,1,2,3,392
129,"MAHARSHI VIDYALAY KACCHA BHAWAN DAKCHIDI BHAG",932,714,0,1646,440,278,0,718,379,0,63,154,94,385,4,1,1,0,0,1,0,5,3,2,1,4,718
130,"KANYA PATHSHALA LALGOPALGANJ",686,528,0,1214,235,195,0,430,1,0,90,231,26,66,2,1,0,0,0,0,1,6,2,2,3,0,430
131,"KANYA PATHSHALA LALGOPALGANJ BHAG 1",574,456,0,1030,203,139,0,342,334,0,44,192,30,70,0,0,1,0,0,0,0,0,0,1,0,4,342
132,"KANYA PATHSHALA LALGOPALGANJ DAKCHIDI BHAG",754,570,1,1325,450,260,0,710,220,0,118,540,12,21,0,2,1,0,1,0,1,2,1,2,4,5,710
133,"JU0 HA0 SCHOOL LALGOPALGANJ NINDURA",776,571,0,1347,230,184,0,414,400,0,32,220,38,118,2,1,0,0,1,0,0,0,0,1,1,0,414
134,"JU0 HA0 SCHOOL LALGOPALGANJ NINDURA BHAG 1",813,605,0,1418,299,207,0,506,1,0,30,335,33,94,1,0,1,0,1,3,0,1,0,2,2,3,506
135,"ZILA PARISHAD PRA0 PA0 NINDURA UTTARI BHAG",743,611,0,1354,295,227,0,522,471,0,229,49,110,119,3,0,0,0,2,1,1,1,1,1,0,5,522
136,"ZILA PARISHAD PRA0 PA0 NINDURA DAKCHIDI  BHAG",879,644,0,1523,317,272,0,589,19,0,164,81,159,153,5,1,0,0,2,2,0,5,0,3,5,9,589
137,"ZILA PARISHAD PRA0 PA0 PALAI NINDURA",942,723,0,1665,454,343,0,797,574,0,107,535,14,84,1,1,2,2,1,1,2,6,3,8,18,12,797
138,"ZILA PARISHAD PRA0 PA0 LALGOPALGANJ  NINDURA UTTARI BHAG",500,371,0,871,200,151,0,351,290,0,125,198,2,15,0,1,0,0,1,0,1,2,1,2,2,1,351
139,"ZILA PARISHAD PRA0 PA0 LALGOPALGANJ  NINDURA UTTARI MADHY BHAG",784,685,0,1469,376,276,0,652,622,0,41,418,43,137,1,0,1,1,0,2,0,1,0,1,2,4,652
