"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAPIL MUNI KARWARIYA","2 - KESHAV PRASAD MAURYA","3 - MOHD. KAIF","4 - DHARAM RAJ SINGH PATEL","5 - GYANENDRA KUMAR SRIVASTAVA GYANI BHAI","6 - GANESHJI TRIPATHI","7 - DAKKHINI PRASAD KUSHWAHA","8 - NATHU RAM BOUDHA","9 - PARVEZ ASHFAQUE SIDDIQUI","10 - SHIMALA SHRI","11 - SURENDRA KUMAR MISHRA","12 - ZIAOUL HAQUE","13 - DR. NEERAJ","14 - MITHILESH KUMAR","15 - MILAN MUKERJEE","16 - None of the Above","Total Votes Secured"
283,"ZILA PARISHAD PRA0 PA0 BHADARI BHAG 1",455,460,0,915,306,314,0,620,106,0,89,432,17,67,1,1,0,0,1,1,1,2,0,2,5,1,620
284,"ZILA PARISHAD PRA0 PA0 MALAK CHAUDHARI UTTARI BHAG",753,688,0,1441,494,359,0,853,699,0,176,530,36,87,5,1,2,3,3,1,1,1,1,3,1,2,853
285,"ZILA PARISHAD PRA0 PA0 MALAK CHAUDHARI DAKCHIDI  BHAG",118,129,0,247,74,86,0,160,160,0,57,92,0,1,0,1,1,2,1,0,0,2,0,1,1,1,160
286,"ZILA PARISHAD PRA0 PA0 LEHARA",469,380,0,849,299,205,0,504,300,0,118,270,15,64,2,0,0,1,1,1,2,1,3,3,12,11,504
287,"ZILA PARISHAD PRA0 PA0 LEHARA BHAG 1",464,410,0,874,323,237,0,560,400,0,62,454,11,17,1,0,1,0,0,8,0,0,0,0,2,4,560
288,"ZILA PARISHAD PRA0 PA0 SINGARPUR",434,396,0,830,434,300,0,734,300,0,46,633,11,25,1,0,1,1,1,1,0,2,1,3,5,3,734
289,"PORVA MADHYAMIK VIDDYALAY RUDAPUR",480,361,0,841,243,141,0,384,136,0,89,28,78,181,0,0,0,0,1,1,0,1,0,2,1,2,384
290,"PORVA MADHYAMIK VIDDYALAY RUDAPUR BHAG 1",473,371,0,844,261,170,0,431,1,0,95,29,104,193,0,0,2,0,0,0,0,2,0,2,1,3,431
291,"ZILA PARISHAD PRA0 PA0 GADDOPUR",620,526,0,1146,410,286,0,696,326,0,51,503,31,91,1,2,0,1,1,1,2,2,0,3,7,0,696
292,"ZILA PARISHAD PRA0 PA0 GADDOPUR BHAG 1",804,684,0,1488,376,301,0,677,41,0,156,416,37,47,0,0,0,0,2,7,0,2,0,0,4,6,677
293,"ZILA PARISHAD PRA0 PA0 KORSAND UTTARI BHAG",482,396,0,878,312,224,0,536,3,0,112,333,6,71,2,1,1,0,0,2,1,1,0,1,2,3,536
294,"ZILA PARISHAD PRA0 PA0 KORSAND UTTARI BHAG 1",517,383,0,900,316,208,0,524,400,0,164,99,1,244,2,0,0,1,0,2,2,2,1,0,1,5,524
295,"ZILA PARISHAD PRA0 PA0 KORSAND DAKCHIDI BHAG",639,541,0,1180,372,287,0,659,23,0,150,319,20,137,2,0,0,1,2,1,2,2,0,7,7,9,659
296,"ZILA PARISHAD PRA0 PA0 RANGPURA U. BHAG",998,836,1,1835,481,314,0,795,436,0,293,284,25,151,6,0,2,2,2,7,6,5,2,0,4,6,795
297,"ZILA PARISHAD PRA0 PA0 RANGPURA DAKCHIDI BHAG",970,721,0,1691,490,305,0,795,64,0,143,391,18,220,2,1,0,2,0,1,2,0,1,2,3,9,795
298,"ZILA PARISHAD PRA0 PA0 BAHMALPUR UTTARI BHAG",803,664,0,1467,502,313,0,815,200,0,185,334,23,238,4,1,3,0,2,0,2,4,4,6,5,4,815
299,"ZILA PARISHAD PRA0 PA0 BAHMALPUR UTTARI MADHY BHAG",650,542,0,1192,473,280,0,753,293,0,151,324,16,220,3,2,0,0,0,5,1,0,3,9,4,15,753
300,"ZILA PARISHAD PRA0 PA0 BAHMALPUR DAKCHIDI  BHAG",786,572,0,1358,496,300,0,796,11,0,143,305,21,307,1,2,0,0,0,4,1,0,1,1,3,7,796
301,"ZILA PARISHAD PRA0 PA0 JAITVARDEEH UTTARI BHAG",509,421,0,930,244,244,0,488,6,0,137,231,16,60,2,0,0,0,1,0,3,4,2,4,13,15,488
302,"ZILA PARISHAD PRA0 PA0 JAITVARDEEH UTTARI BHAG 1",488,432,0,920,273,183,0,456,456,0,115,267,10,48,1,1,1,0,0,1,0,0,0,3,4,5,456
303,"ZILA PARISHAD PRA0 PA0 JAITVARDEEH UTTARI MADHY BHAG",451,350,0,801,291,186,0,477,437,0,56,260,8,127,1,2,2,2,1,5,0,1,1,2,2,7,477
304,"ZILA PARISHAD PRA0 PA0 JAITVARDEEH UTTARI MADHY BHAG 1",546,473,0,1019,300,203,0,503,467,0,61,170,14,243,3,0,2,0,0,0,1,2,3,0,2,2,503
305,"ZILA PARISHAD PRA0 PA0 JAITVARDEEH DAKCHIDI  BHAG",438,386,0,824,258,200,0,458,31,0,144,263,18,16,1,1,2,0,2,0,0,2,0,5,1,3,458
306,"ZILA PARISHAD PRA0 PA0 PADILA UTTARI BHAG",793,611,0,1404,494,362,0,856,61,0,115,340,42,331,2,1,1,0,3,2,2,2,3,5,5,2,856
307,"ZILA PARISHAD PRA0 PA0 PADILA DAKCHIDI BHAG",692,531,0,1223,399,240,0,639,3,0,248,94,3,279,3,0,1,0,1,1,0,2,1,1,0,5,639
308,"ZILA PARISHAD PRA0 PA0 TILLHAPUR URF NAHARPUR",421,387,0,808,314,273,0,587,3,0,343,191,10,13,1,0,0,1,1,3,0,3,2,1,8,10,587
309,"ZILA PARISHAD PRA0 PA0 RAMPUR (V.K. SORAON)",341,274,0,615,181,189,0,370,70,0,136,184,16,15,0,2,0,0,0,1,1,2,1,3,2,7,370
310,"ZILA PARISHAD PRA0 PA0 UDAYCHANDRAPUR",624,510,0,1134,600,245,0,845,500,0,204,520,10,66,1,2,0,1,0,4,3,7,4,4,10,9,845
311,"ZILA PARISHAD PRA0 PA0 ISMAILGANJ T. T. PADILA UTTARI BHAG",474,436,0,910,313,323,0,636,14,0,301,232,10,47,0,0,1,1,5,0,3,9,2,5,2,18,636
312,"ZILA PARISHAD PRA0 PA0 ISMAILGANJ T. T. PADILA UTTARI BHAG 1",528,380,0,908,358,263,0,621,51,0,43,388,17,157,1,2,0,0,0,0,1,0,1,3,5,3,621
313,"ZILA PARISHAD PRA0 PA0 ISMAILGANJ T. T. PADILA DAKCHIDI BHAG",485,417,0,902,307,271,0,578,16,0,32,309,57,167,1,2,0,0,1,2,0,2,1,0,3,1,578
314,"ZILA PARISHAD PRA0 PA0 BIGAHIYA",763,642,0,1405,453,380,0,833,420,0,241,408,12,132,1,2,5,3,0,4,0,0,1,2,8,14,833
315,"ZILA PARISHAD PRA0 PA0 BANKESAR",403,336,0,739,274,229,0,503,18,0,216,139,9,132,0,0,0,0,0,0,1,3,0,0,1,2,503
316,"ZILA PARISHAD PRA0 PA0 BANKAT",430,350,0,780,297,251,0,548,101,0,138,219,2,174,1,1,2,2,0,1,1,2,0,0,1,4,548
317,"ZILA PARISHAD PRA0 PA0 TAJUDDENPUR",561,434,0,995,345,248,0,593,483,0,148,155,7,253,2,0,0,0,0,0,1,1,3,2,2,19,593
318,"JUNIOR HIGH SCHOOL NASIRPUR URF NAHARPUR",297,245,0,542,203,191,0,394,117,0,83,146,10,144,0,0,0,0,0,1,0,3,0,1,2,4,394
319,"ZILA PARISHAD PRA0 PA0 BHIDIURA UTTARI BHAG",544,470,0,1014,337,276,0,613,35,0,217,295,6,56,5,1,2,2,2,0,1,2,0,0,6,18,613
320,"ZILA PARISHAD PRA0 PA0 BHIDIURA DAKCHIDI BHAG",636,453,0,1089,324,301,0,625,624,0,146,71,6,370,4,5,0,0,0,1,1,2,3,1,5,10,625
321,"ZILA PARISHAD PRA0 PA0 DERAGADAI",567,472,0,1039,364,304,0,668,1,0,220,239,16,171,2,2,0,0,1,1,1,1,3,0,1,10,668
322,"ZILA PARISHAD PRA0 PA0 THARWAI UTTARI BHAG",535,400,0,935,345,204,0,549,63,0,19,43,4,466,7,0,0,2,0,3,0,1,2,1,1,0,549
323,"ZILA PARISHAD PRA0 PA0 THARWAI UTTARI BHAG 1",460,346,0,806,263,171,0,434,399,0,186,164,7,59,1,1,1,2,2,1,0,3,1,2,1,3,434
324,"ZILA PARISHAD PRA0 PA0 THARWAI DAKCHIDI BHAG",876,698,0,1574,531,459,0,990,560,0,318,394,29,195,5,0,1,3,3,2,2,4,5,5,13,11,990
325,"ZILA PARISHAD PRA0 PA0 SAHJEEPUR",590,448,0,1038,329,267,0,596,122,0,237,294,29,16,1,1,1,2,1,1,1,0,1,3,4,4,596
326,"ZILA PARISHAD PRA0 PA0 BADANPUR",786,645,0,1431,505,390,0,895,1,0,198,368,35,264,3,2,1,2,2,1,1,3,1,3,6,5,895
327,"ZILA PARISHAD PRA0 PA0 JUGDEESPUR PURE CHANDA UTTARI BHAG",726,493,0,1219,362,184,0,546,183,0,71,330,37,82,3,1,1,0,1,1,3,1,1,2,3,9,546
328,"ZILA PARISHAD PRA0 PA0 JUGDEESPUR PURE CHANDA DAKCHIDI BHAG",805,664,0,1469,479,287,0,766,412,0,235,331,26,133,3,1,2,1,1,6,2,6,4,3,1,11,766
329,"ZILA PARISHAD PRA0 PA0 MANSAYTA UTTARI BHAG",569,459,0,1028,397,269,0,666,125,0,40,162,19,417,7,2,2,1,1,0,2,3,2,2,0,6,666
330,"ZILA PARISHAD PRA0 PA0 MANSAYTA DAKCHI BHAG",583,386,0,969,312,208,0,520,91,0,105,333,9,50,1,1,2,0,2,2,0,2,2,3,3,5,520
