"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJAY RAI","2 - KAILASH CHAURASIYA","3 - NARENDRA MODI","4 - VIJAY PRAKASH JAISAWAL","5 - HIRALAL YADAV","6 - A.K. AGGARWAL","7 - ABHIMANYU SINGH PATEL","8 - ARVIND KEJRIWAL","9 - ARUN","10 - INDIRA TIWARI","11 - USMAN","12 - OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH","13 - DEVI PRASAD NAND","14 - NARENDRA NATH DUBEY ADIG","15 - BACHCHELAL","16 - RAJESH BHARTI SURYA","17 - RAM LAKHAN GUPTA","18 - LALLAN","19 - SHIVHARI AGARWAL","20 - SANTOSH KUMAR","21 - HARI LAL","22 - HEMANT KUMAR YADAV","23 - AHMED SOHEL SIDDIQUI","24 - IFTEKHAR KURAISHI","25 - GHANSHYAM","26 - JOHNSON THOMAS","27 - NARENDRA BAHADUR SINGH","28 - PRAKASH PRASAD","29 - PRABHAT KUMAR","30 - PRAMOD KUMAR","31 - BACHCHAN PRASAD YADAV","32 - BASEER KINNAR","33 - MANOJ KUMAR CHAUBEY","34 - MAHENDRA MISHRA","35 - RAVINDRA KUMAR","36 - RAJIV KUMAR MISHRA","37 - RAJENDRA PRASAD GARIB DAS","38 - RAMPYARE SINGH","39 - SHIV KUMAR SHAH","40 - SATISH SHANKAR JAYASWAL","41 - SATYAPRAKASH SRIVASTAVA","42 - SARVESH KUMAR GUPTA","43 - None of the Above","Total Votes Secured"
95,"J.H.SCHOOL GOSILA",407,332,0,739,217,216,0,433,433,0,206,38,134,21,0,0,0,10,1,1,0,0,1,0,2,4,2,1,0,2,1,0,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,433
96,P.P.BHITKURI,696,527,0,1223,381,303,0,684,684,0,25,22,435,20,2,4,1,127,5,2,1,2,2,3,1,2,0,0,1,1,1,0,2,1,3,2,1,2,0,1,4,3,0,1,3,0,1,0,0,0,1,1,1,684
97,"P.P. BESAHUPUR R.NO.1",762,615,0,1377,419,377,0,796,796,0,24,176,274,168,7,4,0,62,0,2,3,0,1,2,3,5,2,2,1,4,4,1,3,1,2,3,1,2,3,3,3,4,1,0,0,2,9,2,1,3,0,5,3,796
98,"P.P. BESAHUPUR R.NO.2",657,519,0,1176,442,345,0,787,787,0,17,110,490,19,1,4,1,92,2,4,2,0,0,2,0,9,0,1,0,2,0,2,2,0,0,2,3,5,1,4,0,4,0,0,0,1,0,0,1,0,0,5,1,787
99,"P.P.PACHWAR KE BAUNDI KE ANDAR R.NO1",392,330,0,722,229,218,0,447,447,0,30,25,192,143,3,4,1,9,0,1,1,0,1,0,1,3,0,0,3,0,3,1,1,0,0,1,0,3,1,0,0,4,4,0,1,0,7,0,1,0,0,0,3,447
100,"P.P.PACHWAR KE BAUNDI KE ANDAR R.NO.2",568,428,0,996,266,247,0,513,513,0,54,13,250,143,5,3,0,10,0,2,0,0,3,0,1,2,1,0,3,3,0,3,4,0,1,1,0,1,3,0,1,1,0,0,2,0,2,0,0,0,0,0,1,513
101,"P.P. SONBARSA",575,462,0,1037,332,295,0,627,627,0,33,21,420,67,2,4,2,26,2,4,4,1,1,2,2,3,0,2,1,0,0,1,2,1,0,2,2,3,2,1,1,3,1,0,1,1,4,0,0,0,0,1,4,627
102,"P.P. SHAMBHUPUR",441,356,0,797,239,210,0,449,449,0,31,30,309,47,2,1,1,5,1,0,0,0,1,0,1,0,3,1,3,5,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,449
103,"P.P. BASVARIYA",259,234,0,493,170,146,0,316,316,0,24,5,261,1,0,2,2,7,0,1,0,0,1,2,1,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,316
104,"P.P.BARANI R.NO.1",677,536,0,1213,403,297,0,700,700,0,38,47,436,108,6,2,0,43,0,4,0,0,3,1,1,3,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,700
105,"P.P.BARANI R.NO.2",454,355,0,809,231,177,0,408,408,0,24,32,283,23,0,0,0,27,0,2,1,1,3,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,408
106,P.M.V.KHARGUPUR,764,554,0,1318,548,359,0,907,907,0,67,33,571,25,3,3,2,154,2,3,2,3,1,0,2,3,1,0,1,1,3,1,0,1,1,3,1,1,3,1,1,3,1,3,2,0,1,0,0,1,0,2,1,907
107,"P.P. KHARGUPUR",424,330,0,754,285,232,0,517,517,0,43,9,272,126,3,0,2,33,2,2,0,1,1,1,2,8,0,1,1,0,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,517
108,"P.P.DEIPUR R.NO.1",712,566,0,1278,442,383,0,825,825,0,6,19,572,36,1,5,4,125,2,3,1,2,4,4,2,6,1,0,0,2,1,1,0,1,2,1,3,2,2,1,2,5,5,0,0,0,0,1,0,0,2,0,1,825
109,"P.P.DEIPUR R.NO.2",585,500,0,1085,380,308,0,688,688,0,40,13,400,192,5,0,0,24,1,2,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,688
110,"P.P.DEIPUR R.NO.3",209,166,0,375,89,74,0,163,163,0,2,2,97,40,0,2,1,11,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,163
111,"P.P. SARANGPUR",500,419,0,919,324,318,0,642,642,0,88,64,219,15,2,5,0,174,2,1,0,0,1,6,0,8,2,0,1,1,2,1,1,7,1,5,2,2,1,2,2,5,2,2,2,0,3,1,0,1,1,6,4,642
112,"P.P. HEERAPUR R.NO.1",702,552,0,1254,374,315,0,689,689,0,22,30,400,3,0,2,0,198,2,1,0,1,0,1,1,2,2,1,2,2,0,2,0,1,1,0,2,0,1,1,0,2,0,1,2,1,1,0,0,1,0,3,0,689
113,"P.P.HEERAPUR  R.NO.2",702,543,0,1245,428,309,0,737,737,0,77,111,100,77,1,0,2,319,2,2,3,4,1,0,1,2,2,0,0,1,2,2,1,4,1,1,1,4,1,0,1,3,2,0,0,0,3,2,0,0,0,3,1,737
114,"P.P. NONKHARA",642,515,0,1157,380,323,0,703,703,0,30,147,254,133,1,4,1,81,3,7,1,1,1,4,0,7,0,1,0,1,2,1,0,1,2,3,5,0,1,1,1,1,0,0,0,0,3,0,0,0,0,4,1,703
115,"P.V. PURANDARPUR R. NO.1",457,372,0,829,198,183,0,381,381,0,6,27,277,29,1,2,0,21,1,2,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,0,381
116,"P.V. PURANDARPUR R. NO.2",573,477,0,1050,285,262,0,547,547,0,31,78,344,28,2,4,1,39,0,2,1,0,1,1,1,0,1,1,0,0,1,2,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,547
117,P.P.KHEMAPUR,739,660,0,1399,440,442,0,882,882,0,92,34,480,146,4,2,2,73,7,5,3,3,5,11,5,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882
118,"PANCHAYAT  BHAWAN GORAI",836,587,0,1423,475,360,0,835,835,0,137,108,344,28,3,3,1,157,2,2,2,1,2,1,0,0,2,2,1,3,3,1,3,3,0,0,0,0,2,5,1,3,0,2,0,1,0,2,2,0,0,6,2,835
119,"P.M.V. KARDHANA R.NO.1",495,420,0,915,318,271,0,589,589,0,28,13,482,15,0,2,0,24,1,1,1,0,0,0,1,3,0,1,3,1,0,0,1,0,0,0,0,1,0,1,3,0,0,1,2,0,0,1,0,2,1,0,0,589
120,"P.M.V. KARDHANA R.NO.2",855,631,0,1486,544,417,0,961,961,0,23,5,278,370,4,3,2,200,3,2,0,1,2,2,0,5,1,1,6,5,1,2,0,3,4,2,1,2,4,0,1,4,2,1,5,0,12,2,0,1,0,0,1,961
121,"P.P.KARDHANA R.NO.3",325,243,0,568,217,160,0,377,377,0,34,5,271,8,2,0,0,46,0,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,377
122,"P.P.KARDHANA R.NO.4",345,275,0,620,198,157,0,355,355,0,14,33,247,1,0,0,0,50,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,355
123,"P.P.KAPSETHI R.NO.5",815,644,0,1459,558,396,0,954,954,0,45,39,192,364,2,0,3,244,4,5,1,0,3,3,2,6,3,2,2,1,1,1,0,0,0,2,0,2,3,2,2,2,0,0,0,0,5,2,0,0,0,10,1,954
124,"P.P.KARDHANA R.NO.6",640,512,0,1152,436,351,0,787,787,0,3,27,590,25,10,2,0,89,2,2,0,0,2,1,0,2,1,0,5,0,1,2,2,2,1,2,0,0,2,2,2,1,2,0,1,0,1,1,0,0,0,1,3,787
125,"P.P.KARDHANA R.NO.7",780,588,0,1368,582,372,0,954,954,0,13,18,485,16,4,1,4,379,0,1,1,1,2,3,2,2,1,0,1,0,0,0,1,4,3,3,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2,954
126,"P.P. JALALPUR",644,530,0,1174,412,389,0,801,801,0,4,24,436,115,2,2,2,166,2,6,1,0,9,12,2,2,0,0,1,0,0,0,0,1,0,0,1,2,1,3,0,2,0,0,1,0,3,0,0,0,0,1,0,801
127,"P.P.JALALPUR R. NO.2",570,455,0,1025,352,282,0,634,634,0,30,9,399,91,0,2,1,58,2,2,2,1,1,4,2,4,1,1,1,0,0,0,2,1,0,0,0,1,0,2,0,6,1,1,1,0,3,0,0,0,0,2,3,634
128,"PURVA M.KANYA VIDYALAY JANSA",674,537,0,1211,465,390,0,855,855,0,51,86,543,57,0,4,2,82,2,2,0,2,2,6,3,3,0,1,1,2,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,855
129,"PURVA M.KANYA VIDYALAY JANSA",829,630,0,1459,581,401,0,982,982,0,35,22,779,34,0,3,0,67,4,2,0,1,0,5,2,4,0,0,1,2,1,3,2,0,1,3,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,2,1,982
130,P.P.BASANTAPUR,535,433,0,968,317,265,0,582,582,0,47,6,388,81,2,4,1,24,3,2,0,2,0,2,1,5,0,2,1,1,0,1,0,0,1,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,582
131,P.P.KAMALPUR,382,297,0,679,231,220,0,451,451,0,32,32,289,32,1,6,1,24,1,5,1,0,1,3,1,2,3,1,0,0,0,0,0,0,0,2,0,2,0,0,0,3,1,0,0,0,3,1,1,0,1,1,1,451
132,"PANCHAYAT BHAWAN KURUSATO",776,631,0,1407,481,394,0,875,875,0,36,113,533,59,0,1,0,42,2,2,0,3,9,12,0,2,1,1,2,4,1,1,1,1,2,3,4,4,1,7,0,4,1,2,1,4,5,1,0,3,3,2,2,875
133,P.P.RAISIPUR,678,585,1,1264,449,274,0,723,723,0,73,17,578,8,0,2,1,19,1,3,1,1,1,2,1,4,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,1,723
134,"P.P. SATTANPUR R.NO.1",522,449,0,971,269,256,0,525,525,0,24,28,279,142,1,2,0,20,0,1,1,0,3,2,0,4,1,1,0,1,0,4,1,0,0,0,1,1,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,525
135,"P.P. SATTANPUR R.NO.2",703,575,0,1278,340,306,0,646,646,0,83,11,417,24,1,5,3,25,4,5,2,0,4,6,3,4,6,1,3,3,2,6,1,0,2,0,0,1,6,4,3,5,1,0,1,0,1,0,0,0,0,1,2,646
136,"J.H.SCHOOL KHAMAUNA",316,266,0,582,191,168,0,359,359,0,50,18,171,83,2,1,1,13,0,5,1,0,2,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,359
137,P.P.MAHAGIPUR,678,557,0,1235,465,400,0,865,865,0,80,15,535,88,4,7,1,81,5,5,0,4,7,4,2,10,2,1,1,1,1,0,0,0,0,1,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,865
138,"B.P.P.NEWADA R.NO.1",456,353,0,809,256,227,0,483,483,0,49,3,282,109,0,0,1,1,1,1,1,2,1,0,1,3,1,0,0,0,0,1,0,2,2,3,2,0,2,2,3,0,0,0,2,1,1,0,2,1,1,2,0,483
139,"B.P.P.NEWADA R.NO.2",542,444,0,986,304,260,0,564,564,0,24,51,223,159,5,2,1,55,2,3,0,6,4,4,0,2,0,0,1,1,0,0,1,0,0,1,0,1,1,2,0,3,0,0,0,2,5,0,0,1,0,2,2,564
140,P.P.GADDOPUR,276,229,0,505,195,136,0,331,331,0,34,62,140,22,1,5,1,48,0,0,1,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,2,331
141,"B. P.P. TENDUEE R. N0. 1",550,444,0,994,349,285,0,634,634,0,31,30,315,160,4,3,1,36,0,1,1,1,2,2,0,5,1,1,4,3,2,1,0,1,2,2,0,3,3,1,0,2,0,0,3,2,5,0,2,0,1,0,3,634
142,"B. P.P. TENDUEE R. N0. 2",331,249,0,580,165,129,0,294,294,0,25,0,183,53,2,0,0,24,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,294
143,"B. P.P. TENDUEE R. N0. 3",365,298,0,663,204,183,0,387,387,0,26,3,222,96,1,0,1,21,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,2,0,1,0,2,0,0,1,0,0,0,387
144,"B. P.P. TENDUEE R. N0. 4",630,589,0,1219,370,394,0,764,764,0,18,17,520,60,2,1,4,54,1,4,2,3,2,7,1,5,3,3,6,1,2,1,2,2,2,1,2,2,1,5,1,8,1,0,2,1,9,2,1,0,1,2,2,764
145,"PANCHAYAT BHAWAN CHAUKHANDI",618,547,0,1165,535,301,0,836,836,0,16,10,573,19,4,6,2,116,5,11,2,3,2,4,1,10,1,2,4,3,0,5,5,1,3,3,2,2,0,2,2,6,2,0,2,2,0,2,0,0,0,1,2,836
146,P.P.CHAUKHANDI,818,623,0,1441,401,319,0,720,720,0,67,4,508,97,2,1,0,16,0,4,2,1,1,0,1,1,1,0,1,1,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,1,720
147,"SHRI LAXMINARYAN B.V. HARIHARPU",360,286,0,646,214,181,0,395,295,0,42,6,198,105,1,0,0,8,0,0,1,3,4,4,4,1,3,0,2,1,0,0,0,0,1,0,2,2,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,395
148,"P.P. SATO",312,239,0,551,175,138,0,313,313,0,12,6,259,9,0,2,0,9,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,313
149,"P.P. KHADAURA R. NO.1",533,472,0,1005,330,321,0,651,651,0,90,13,409,22,3,1,0,31,2,4,2,4,6,6,3,8,1,0,1,3,0,1,3,1,2,1,2,2,0,6,1,7,3,0,3,0,3,2,0,0,0,2,3,651
150,"P.P. KHADAURA R. NO.2",486,375,0,861,250,278,0,528,528,0,24,12,329,72,8,4,1,22,0,1,1,3,3,6,2,8,0,0,2,4,2,3,0,0,3,2,1,0,0,4,1,4,3,0,1,1,1,0,0,0,0,0,0,528
151,"I. C. HATHI R. NO .1",670,526,0,1196,403,359,0,762,762,0,116,11,317,196,1,2,1,54,1,0,5,2,1,3,1,6,2,0,5,1,0,3,1,1,2,2,2,4,1,3,0,2,4,1,3,1,4,0,0,0,1,1,1,762
152,"I. C. HATHI R. NO .2",616,507,0,1123,365,290,0,655,655,0,114,11,340,145,4,2,0,5,0,0,2,0,0,1,0,2,1,3,3,3,2,0,1,1,1,1,1,1,1,3,2,1,2,0,1,0,0,0,0,0,1,0,0,655
153,"I. C. HATHI R. NO .3",638,536,0,1174,356,294,0,650,650,0,25,13,529,8,2,2,0,32,0,3,2,1,1,0,0,6,0,0,3,0,0,1,0,0,2,4,0,2,2,1,1,2,0,0,2,1,1,1,0,0,0,0,3,650
154,"PANCHAYAT BHAWAN MANIYARIPUR",521,442,0,963,345,316,0,661,661,0,47,19,305,71,2,2,1,127,3,3,0,2,0,4,1,3,4,0,2,3,2,5,3,4,1,2,1,2,4,3,1,2,5,2,2,9,2,1,1,2,2,6,0,661
155,"PANCHAYAT BHAWAN AMRIPUR",394,328,0,722,230,212,0,442,442,0,33,11,239,138,0,1,0,4,0,1,0,1,1,0,0,1,1,0,1,0,0,2,1,2,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,442
156,"P.P.KUNDARIYA R.NO.1",562,453,0,1015,337,273,0,610,610,0,75,46,424,5,1,1,1,29,2,1,0,1,2,2,1,3,1,0,2,0,1,0,0,1,0,2,1,0,2,1,1,2,0,0,1,0,0,0,0,0,0,0,1,610
157,"P.P.KUNDARIYA R.NO.2",518,392,0,910,305,230,0,535,535,0,86,23,246,30,0,2,1,106,1,3,0,0,0,2,0,7,4,3,1,2,1,0,0,4,0,1,0,0,0,0,1,3,1,0,1,0,1,0,1,0,1,3,0,535
158,"P.P.KURAUNA R.NO.1",510,438,0,948,367,290,0,657,657,0,17,138,429,25,10,2,0,21,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,657
159,"P.P.KURAUNA R.NO.2",481,368,0,849,314,230,0,544,544,0,13,39,411,2,1,3,0,38,0,1,2,2,0,6,0,0,3,1,3,1,1,1,2,0,1,2,2,0,1,2,1,1,0,0,1,0,1,0,0,0,0,1,1,544
160,"PANCHAYAT BHAWAN PARMANDAPUR",890,698,0,1588,550,465,0,1015,1015,0,25,3,375,451,15,0,3,51,1,7,3,0,5,10,7,7,1,0,0,0,1,0,1,3,1,1,1,3,1,5,4,10,1,0,1,2,3,0,0,0,1,4,8,1015
161,"P.P. PARMANDAPUR R.NO1",474,345,0,819,311,137,0,448,448,0,130,77,105,3,1,0,1,104,0,1,0,0,0,2,0,1,1,3,0,1,1,0,0,1,1,3,0,1,0,0,1,0,0,2,1,0,1,0,1,1,0,3,1,448
162,"P.P. PARMANDAPUR R.NO.2",568,436,0,1004,382,280,0,662,662,0,28,43,418,22,14,0,1,46,1,4,0,1,0,4,0,3,0,2,2,2,4,2,0,3,4,5,4,6,2,10,3,9,0,0,2,1,2,2,1,3,2,2,4,662
163,"P.P.JAWAHARNAGAR DEENDASPUR R.NO.1",599,507,0,1106,368,309,0,677,677,0,7,23,483,82,0,3,1,35,1,1,1,1,1,1,0,6,1,1,1,1,1,3,0,0,1,5,1,3,0,2,0,1,0,0,1,1,3,0,1,0,0,1,3,677
164,"P.P.JAWAHARNAGAR DEENDASPUR R.NO.2",700,533,0,1233,501,356,0,857,857,0,15,9,464,232,4,2,1,37,1,7,2,1,4,3,1,7,2,0,3,0,3,5,3,1,3,4,0,4,2,1,0,4,1,1,1,0,15,2,0,1,2,2,7,857
165,"P.P.JAWAHARNAGAR DEENDASPUR R.NO.3",847,562,0,1409,526,351,0,877,577,0,67,45,90,2,1,3,7,619,7,5,2,2,0,2,3,9,0,0,0,0,0,0,0,3,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,3,0,877
166,P.P.MAHMADPUR,739,604,0,1343,540,419,0,959,959,0,69,48,284,99,65,3,4,266,4,3,2,4,5,8,3,12,2,8,10,3,4,3,1,9,0,4,2,1,2,5,0,3,1,2,3,2,7,1,1,2,1,3,0,959
167,P.P.BERUKA,345,297,0,642,240,167,0,407,407,0,118,6,151,1,0,0,1,111,1,0,0,0,1,1,0,1,4,0,1,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,407
168,"B.P.P.BENIPUR R.NO.1",576,480,0,1056,392,316,0,708,708,0,20,45,542,16,4,3,3,33,1,7,1,0,0,3,1,0,1,0,2,0,1,2,2,1,1,2,1,3,0,2,2,1,0,0,0,2,2,0,0,0,2,2,0,708
169,"B.P.P.BENIPUR R.NO.2",473,354,0,827,300,221,0,521,521,0,21,17,458,2,0,0,0,12,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,521
170,"B.P.P.BENIPUR R.NO.3",584,495,0,1079,362,258,0,620,620,0,25,85,362,30,0,5,0,45,1,7,0,0,0,2,3,2,3,1,2,2,0,0,0,2,2,2,2,4,1,5,0,6,2,0,2,1,2,3,1,0,2,5,3,620
171,"K.P.P.BENIPUR R.NO.1",637,468,0,1105,463,306,0,769,769,0,24,32,179,137,2,1,4,328,9,1,1,0,2,1,1,2,2,0,2,3,1,1,1,5,0,2,1,1,4,4,0,1,2,0,0,2,2,0,0,0,1,7,3,769
172,"K.P.P.BENIPUR R.NO.2",596,455,0,1051,375,261,0,636,636,0,50,51,204,70,0,2,4,214,2,1,0,2,1,1,1,4,2,1,3,1,0,2,0,3,1,2,2,1,1,4,1,0,1,0,0,0,1,0,0,0,0,2,1,636
173,"K.P.P.BENIPUR R.NO.3",616,467,0,1083,346,230,0,576,576,0,39,33,201,78,1,1,3,171,0,0,0,1,1,2,1,5,0,0,1,1,0,6,2,1,1,2,0,2,0,3,2,2,1,1,2,1,1,0,0,1,1,8,0,576
174,"K.P.P.BENIPUR R.NO.4",590,470,0,1060,380,329,0,709,709,0,19,17,493,12,2,7,0,59,4,11,1,4,3,9,1,4,3,1,3,0,3,0,1,2,3,3,5,3,3,7,2,5,0,2,1,1,3,0,3,1,2,3,3,709
175,"K.P.P.BENIPUR R.NO.5",498,393,0,891,304,188,0,492,492,0,10,5,371,11,1,2,0,40,4,5,1,1,4,5,1,3,1,2,0,1,0,3,2,1,0,2,0,2,1,3,0,2,2,2,0,0,0,0,1,0,0,2,1,492
176,"P.P.PRATAPPUR R. NO.1",854,700,0,1554,490,440,0,930,930,0,18,155,527,9,0,5,1,134,7,13,2,2,4,6,1,8,1,2,0,2,1,4,2,6,2,1,2,4,1,0,1,4,0,1,1,0,0,0,0,0,2,1,0,930
177,"P.P.PRATAPPUR R. NO.2",345,267,0,612,204,195,0,399,399,0,10,14,120,190,1,0,1,42,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,399
178,"J.H.SCHOOL MIRZAMURAD",423,331,0,754,218,160,0,378,378,0,45,31,197,15,0,1,1,57,3,3,1,0,2,0,1,3,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,5,0,0,0,1,2,0,378
179,P.P.CHAKPANPUR,748,574,0,1322,395,323,0,718,718,0,41,26,482,103,0,0,1,32,1,2,1,0,0,2,1,2,2,1,1,1,1,1,0,2,1,4,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,718
180,P.P.BHUWALPUR,349,284,0,633,217,158,0,375,375,0,18,65,194,30,1,3,0,31,1,1,0,0,2,1,1,3,1,0,2,0,3,0,1,1,0,1,1,0,0,1,0,3,2,0,2,2,0,1,0,1,1,0,1,375
181,"P.P. KHAJURI R. NO. 1",684,542,0,1226,379,304,0,683,683,0,34,64,389,79,6,1,0,61,1,4,1,0,1,2,0,2,4,0,6,1,2,0,1,1,0,4,0,0,0,4,1,4,2,0,1,0,4,0,0,1,0,2,0,683
182,"P.P.KHAJURI R.NO.2",431,403,0,834,254,239,0,493,493,0,26,201,79,5,0,0,1,121,1,3,3,2,2,0,1,5,1,2,0,2,0,0,0,6,0,4,3,3,1,2,0,3,1,0,0,0,2,0,0,1,1,10,1,493
183,"P.P.KHAJURI R.NO.3",464,337,0,801,254,148,0,402,402,0,23,154,92,23,1,2,1,86,0,1,0,0,2,1,2,1,2,1,0,0,0,0,0,2,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,402
184,"KISAN I.C. MIRZAMURADPUR GAUR R.NO.1",568,456,0,1024,315,241,0,556,556,0,56,52,291,14,2,0,1,115,1,3,0,0,1,3,1,2,0,1,0,0,0,1,1,1,1,0,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,556
185,"KISAN I.C. MIRZAMURADPUR GAUR R.NO.2",615,479,0,1094,340,259,0,599,599,0,21,26,417,22,4,3,1,89,2,0,1,0,2,2,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,599
186,"KISAN I.C. MIRZAMURADPUR GAUR R.NO.3",713,517,0,1230,337,268,0,605,605,0,47,20,319,11,0,0,0,176,5,0,1,1,0,1,3,6,1,1,1,0,0,2,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,605
187,"KISAN I.C. MIRZAMURADPUR GAUR R.NO.4",742,628,0,1370,405,315,0,720,720,0,22,15,349,224,1,0,1,52,0,3,0,2,5,0,1,3,2,1,4,3,1,0,1,1,2,3,2,2,1,3,2,5,1,1,1,0,4,0,0,1,0,1,0,720
188,"KISAN I.C. MIRZAMURADPUR GAUR R.NO.5",592,494,0,1086,335,278,0,613,613,0,15,27,416,116,3,2,1,9,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,2,1,1,1,1,5,0,0,1,0,1,2,613
189,"KISAN I.C. MIRZAMURADPUR GAUR R.NO.6",592,438,0,1030,269,174,0,443,443,0,23,17,305,23,0,2,1,47,0,2,0,1,2,1,0,1,2,0,2,0,0,2,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,443
190,"P.P. PURE R. NO.1",637,532,0,1169,379,343,0,722,722,0,12,4,599,23,0,0,1,67,0,2,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,722
191,"P.P.PURE R.NO-2",769,628,0,1397,459,462,0,921,921,0,19,34,388,157,3,4,1,257,5,6,1,3,4,2,1,8,2,0,1,2,0,1,1,0,1,2,2,1,0,1,1,2,0,1,0,1,4,1,1,1,0,1,1,921
192,"P.P.PURE R.NO-3",699,594,0,1293,437,394,0,831,831,0,12,48,573,19,2,8,3,72,4,13,2,5,1,6,3,6,1,0,4,4,2,3,1,4,4,4,5,1,2,1,2,9,1,0,1,0,0,0,0,0,0,3,2,831
193,P.P.LACHCHHAPUR,827,695,0,1522,505,418,0,923,923,0,33,57,595,61,4,0,2,102,2,2,1,1,7,5,1,9,0,1,1,0,1,1,1,0,2,4,3,3,0,3,0,6,1,0,1,2,3,0,1,2,1,2,2,923
194,P.P.WADIPUR,555,502,0,1057,375,311,0,686,686,0,158,27,419,12,1,0,1,47,0,0,0,1,0,2,0,4,0,0,1,0,0,1,0,2,0,0,2,2,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,686
195,"PANCHAYAT BHAWAN GURUDASPUR",355,296,0,651,181,174,0,355,355,0,25,26,234,4,0,0,0,56,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,355
