state	constituency	votes	candidate	party
MadhyaPradesh	LAHAR	938	GABBAR SINGH	Independent
MadhyaPradesh	LAHAR	756	KRISHAN NARAYAN KUSHWAHA	Mahan Dal
MadhyaPradesh	LAHAR	670	DEVANAND NAYAK URF DEEPAK BHAIYA	Independent
MadhyaPradesh	LAHAR	664	SMT. MUNNESH-MULAYAM SINGH	Nationalist Congress Party
MadhyaPradesh	LAHAR	547	UMASHANKAR	Independent
MadhyaPradesh	LAHAR	537	PARMAL SINGH	Independent
MadhyaPradesh	LAHAR	454	MAHIPAL SINGH	Independent
MadhyaPradesh	LAHAR	427	INDRAPAL SINGH	Independent
MadhyaPradesh	LAHAR	416	EKLAS KHAN URF ELYAS KHAN	Rashtriya Samanta Dal
MadhyaPradesh	LAHAR	298	RAM KUMAR	Independent
MadhyaPradesh	LAHAR	272	SANJAY SINGH (RAJA JI)	National Loktantrik Party
MadhyaPradesh	LAHAR	267	ONKAR SINGH	Independent
MadhyaPradesh	LAHAR	257	RAMESHWAR DAYAL PATEL	Independent
MadhyaPradesh	LAHAR	254	PRADEEP	Independent
MadhyaPradesh	LAHAR	244	BHAGBATI PRASAD DUBEY	Samajwadi Party
MadhyaPradesh	LAHAR	241	SHIV KUMAR	Independent
MadhyaPradesh	LAHAR	190	RAMKUMAR SINGH	Independent
MadhyaPradesh	LAHAR	185	SARVESH	Independent
MadhyaPradesh	LAHAR	185	DEVENDRA SINGH	Independent
MadhyaPradesh	LAHAR	176	BANNAM SINGH	Aarthik Samanta Party
MadhyaPradesh	LAHAR	176	RAMASHANKAR SINGH	Independent
MadhyaPradesh	LAHAR	175	AWADHESH SINGH	Independent
MadhyaPradesh	LAHAR	154	RAM PRATAP SINGH KUSHWAH	Independent
MadhyaPradesh	LAHAR	142	ARVIND SINGH	Independent
MadhyaPradesh	LAHAR	129	YOGENDRA SINGH	Independent
MadhyaPradesh	LAHAR	118	BRIJ MOHAN DOORWAR	Independent
MadhyaPradesh	LAHAR	571	None of the Above	None of the Above
MadhyaPradesh	LAKHANADON	77928	YOGENDRA SINGH  (BABA)	Indian National Congress
MadhyaPradesh	LAKHANADON	65147	SMT. SHASHI THAKUR (MARAVI)	Bharatiya Janata Party
MadhyaPradesh	LAKHANADON	23040	ANAND INWATI	Gondvana Gantantra Party
MadhyaPradesh	LAKHANADON	5338	SMT. RAJESWARI UIKEY	Nationalist Congress Party
MadhyaPradesh	LAKHANADON	3098	GUMAN SINGH UIKEY	Bahujan Samaj Party
MadhyaPradesh	LAKHANADON	2710	RAM GANESH SARYAM	Independent
MadhyaPradesh	LAKHANADON	1630	SHUKHLAL	Samajwadi Party
MadhyaPradesh	LAKHANADON	1549	NEPAL SINGH	Independent
MadhyaPradesh	LAKHANADON	1361	DEVI PRASAD KUSHRAM	Akhil Bhartiya Gondwana Party
MadhyaPradesh	LAKHANADON	995	KANTHI LAL DHURVEY	National People’s Party
MadhyaPradesh	LAKHANADON	5139	None of the Above	None of the Above
MadhyaPradesh	LANJI	79068	HINA LIKHIRAM KAWARE	Indian National Congress
MadhyaPradesh	LANJI	47318	RAMESH DILEEP BHATERE	Bharatiya Janata Party
MadhyaPradesh	LANJI	17501	YOGESH NANAJI SAMARITE	Independent
MadhyaPradesh	LANJI	6319	JYOTI  ISHWAR UMARE	Bahujan Samaj Party
MadhyaPradesh	LANJI	3630	JABALPUR HIGH COURT ADVOCATE AND WRITER SUKHARAM  ASATKAR	Independent
MadhyaPradesh	LANJI	2644	PANDIT RAMKISHOR SHARMA	Independent
MadhyaPradesh	LANJI	2389	RANJISH JAGDISH BADAGHAIYA	Shivsena
MadhyaPradesh	LANJI	1497	RAMESH KAMDE	Independent
MadhyaPradesh	LANJI	993	VIJAY BENIRAM WARE	Samajwadi Party
MadhyaPradesh	LANJI	668	SMT.  MEENA UIEKE	Independent
MadhyaPradesh	LANJI	572	PANDIT MITHLESH MISHRA	Independent
MadhyaPradesh	LANJI	539	NARENDRA PURANLAL JAMARE	Independent
MadhyaPradesh	LANJI	481	KUMARI DALI KAWARE	Independent
MadhyaPradesh	LANJI	458	DAULAT KUMAR BAGADE	Independent
MadhyaPradesh	LANJI	2368	None of the Above	None of the Above
MadhyaPradesh	MAHARAJPUR	45816	MANVENDRA SINGH	Bharatiya Janata Party
MadhyaPradesh	MAHARAJPUR	30095	AAPKE RAKESH  PATHAK	Bahujan Samaj Party
MadhyaPradesh	MAHARAJPUR	19442	CHAURASIA LALLA  MAHENDRA SINGH	Indian National Congress
MadhyaPradesh	MAHARAJPUR	12668	MAHESH CHANDRA KUSHWAHA	Rashtriya Samanta Dal
MadhyaPradesh	MAHARAJPUR	9386	ANJUL SAXENA	Samajwadi Party
MadhyaPradesh	MAHARAJPUR	1422	UMA  SHANKAR URF MULLE CHAURASIA	Independent
MadhyaPradesh	MAHARAJPUR	1248	SANDEEP SANJU RICHHARIYA	Independent
MadhyaPradesh	MAHARAJPUR	1095	SANJAY	Independent
MadhyaPradesh	MAHARAJPUR	887	SURENDRA KUMAR LATORIYA	Independent
MadhyaPradesh	MAHARAJPUR	876	ABHIR PARAM  BHAKT YADAV	Independent
MadhyaPradesh	MAHARAJPUR	636	RAM DAS ANURAGI	Independent
MadhyaPradesh	MAHARAJPUR	608	APNA VIRENDRA PATHAK (FAUJI BHAI)	Nationalist Congress Party
MadhyaPradesh	MAHARAJPUR	513	VIRENDRA KUMAR RICHHARIYA	Independent
MadhyaPradesh	MAHARAJPUR	472	MAHENDRA KUMAR CHAURASIA	Apna Dal
MadhyaPradesh	MAHARAJPUR	418	RAVIND SINGH BUNDELA	Bhartiya Shakti Chetna Party
MadhyaPradesh	MAHARAJPUR	1343	None of the Above	None of the Above
MadhyaPradesh	MAHESHWAR	74320	MEV RAJKUMAR	Bharatiya Janata Party
MadhyaPradesh	MAHESHWAR	69593	SUNIL KHANDE	Indian National Congress
MadhyaPradesh	MAHESHWAR	1490	FULCHAND WASUNDE TELARS	Prajatantrik Samadhan Party
MadhyaPradesh	MAHESHWAR	1384	GYANCHAND BABULAL RANSURE	Independent
MadhyaPradesh	MAHESHWAR	1233	RAMESH MANSORE	Bahujan Samaj Party
MadhyaPradesh	MAHESHWAR	1194	JITENDRA BHARGAV	Nationalist Congress Party
MadhyaPradesh	MAHESHWAR	1026	FULCHAND CHOUHAN	Independent
MadhyaPradesh	MAHESHWAR	667	SUNITA TATWARE	Independent
MadhyaPradesh	MAHESHWAR	666	DAYARAM SADHO	Independent
MadhyaPradesh	MAHESHWAR	209	GOYAL SANDEEP	Independent
MadhyaPradesh	MAHESHWAR	180	SHAHANI RAJENDRA KUMAR	Republican Party of India (A)
MadhyaPradesh	MAHESHWAR	159	KHANDE BABU	Independent
MadhyaPradesh	MAHESHWAR	137	KHANDE HARIRAM	Independent
MadhyaPradesh	MAHESHWAR	1753	None of the Above	None of the Above
MadhyaPradesh	MAHIDPUR	71096	BHADURSINGH CHOUHAN	Bharatiya Janata Party
MadhyaPradesh	MAHIDPUR	50462	DINESH JAIN BOSS	Independent
MadhyaPradesh	MAHIDPUR	7058	DR KALPANA PARULEKAR	Indian National Congress
MadhyaPradesh	MAHIDPUR	2028	NAGULAL MALVIYA	Bahujan Samaj Party
MadhyaPradesh	MAHIDPUR	1549	GOPAL SINGH PANWAR RATNYAKHEDI	Samajwadi Party
MadhyaPradesh	MAHIDPUR	1350	BARAKTULLA KHAN	Independent
MadhyaPradesh	MAHIDPUR	1060	MAMTA SHARMA	Independent
MadhyaPradesh	MAHIDPUR	827	DURGESH DABI	All India Forward Bloc
MadhyaPradesh	MAHIDPUR	2150	None of the Above	None of the Above
MadhyaPradesh	MAIHAR	48306	NARAYAN PRASAD	Indian National Congress
MadhyaPradesh	MAIHAR	41331	RAMESH PRASAD	Bharatiya Janata Party
MadhyaPradesh	MAIHAR	40561	MANISH	Bahujan Samaj Party
MadhyaPradesh	MAIHAR	4356	SANDEEP SINGH URF RANNU PATEL	Akhil Bhartiya Gondwana Party
MadhyaPradesh	MAIHAR	2513	NASIR KHAN	Independent
MadhyaPradesh	MAIHAR	1715	NIRMALA SINGH	Janata Dal  (United)
MadhyaPradesh	MAIHAR	1653	ASLAM BEG	Bahujan Sangharshh Dal
MadhyaPradesh	MAIHAR	1361	NAND LAL	Rashtriya Samanta Dal
MadhyaPradesh	MAIHAR	1339	BITTO BAI	Independent
MadhyaPradesh	MAIHAR	1282	RAMSAJIVAN KOL	National People’s Party
MadhyaPradesh	MAIHAR	1199	PHOOL CHAND KUSHWAHA	Nationalist Congress Party
MadhyaPradesh	MAIHAR	1044	GOVARDHAN GUPTA	Shivsena
MadhyaPradesh	MAIHAR	840	RAMPAL GUPTA	Independent
MadhyaPradesh	MAIHAR	815	ASHOK KUMAR VISWAKARMA URF LALLU BHAI	Independent
MadhyaPradesh	MAIHAR	767	RAMDAS PATEL	Apna Dal
MadhyaPradesh	MAIHAR	757	RAM PRATAP PATEL	Independent
MadhyaPradesh	MAIHAR	697	RAJKUMAR URF RAJU URMALIYA	Samajwadi Party
MadhyaPradesh	MAIHAR	514	RAMPRASAD YADAV	Independent
MadhyaPradesh	MAIHAR	504	BEER BHAN KUSHWAHA	Hindustan Janta Party
MadhyaPradesh	MAIHAR	501	SHANKAR SINGH CHANDEL	Independent
MadhyaPradesh	MAIHAR	415	RAJ KUMAR	Bhartiya Shakti Chetna Party
MadhyaPradesh	MAIHAR	359	SANTA KOL	Independent
MadhyaPradesh	MAIHAR	284	RAJENDRA KUMAR	Independent
MadhyaPradesh	MAIHAR	904	None of the Above	None of the Above
MadhyaPradesh	MALHARA	41779	AHIR REKHA YADAV	Bharatiya Janata Party
MadhyaPradesh	MALHARA	40265	TILAK SINGH LODHI	Indian National Congress
MadhyaPradesh	MALHARA	26947	ANAND SINGH	Bahujan Samaj Party
MadhyaPradesh	MALHARA	2905	BRAJESH	Independent
MadhyaPradesh	MALHARA	2872	AGRAWAL BABULAL KABADI	Communist Party of India
MadhyaPradesh	MALHARA	2851	AHEER PAHALWAN SINGH	Samajwadi Party
MadhyaPradesh	MALHARA	1574	JAGDISH SINGH	Independent
MadhyaPradesh	MALHARA	1115	NATHUVA	Independent
MadhyaPradesh	MALHARA	1082	CHATURESH	Independent
MadhyaPradesh	MALHARA	1018	JAGNA AHIRWAR	Independent
MadhyaPradesh	MALHARA	964	RAJESH PRAJAPATI	Independent
MadhyaPradesh	MALHARA	926	LAKHAN	Independent
MadhyaPradesh	MALHARA	879	PARTAP SINGH	Independent
MadhyaPradesh	MALHARA	871	JAHEER AHMED	Independent
MadhyaPradesh	MALHARA	820	NARAYAN	Bhartiya Shakti Chetna Party
MadhyaPradesh	MALHARA	738	DEVIDEEN URF KALAN AHIRWAR	Bahujan Sangharshh Dal
MadhyaPradesh	MALHARA	730	MADAN RAIKWAR	Independent
MadhyaPradesh	MALHARA	635	JAGDISH	Independent
MadhyaPradesh	MALHARA	440	KALLU	Independent
MadhyaPradesh	MALHARA	1434	None of the Above	None of the Above
MadhyaPradesh	MALHARGARH	86857	JAGDISH DEWRA	Bharatiya Janata Party
MadhyaPradesh	MALHARGARH	80286	SHYAMLAL JOKCHAND	Indian National Congress
MadhyaPradesh	MALHARGARH	2087	ISHWARLAL MAKWANA	Bahujan Samaj Party
MadhyaPradesh	MALHARGARH	1972	BABLU SURYAWANSHI GANGARAM	Nationalist Congress Party
MadhyaPradesh	MALHARGARH	1512	GEETABAI SUKHLAL MALVIYA	Samajwadi Party
MadhyaPradesh	MALHARGARH	1111	LALCHAND MEGHWAL	Independent
MadhyaPradesh	MALHARGARH	934	BANSHILAL CHOUHAN	Bahujan Sangharshh Dal
MadhyaPradesh	MALHARGARH	687	BANSHILAL BASER	Lok Jan Shakti Party
MadhyaPradesh	MALHARGARH	651	GHEESALAL MOGIYA	Independent
MadhyaPradesh	MALHARGARH	2140	None of the Above	None of the Above
MadhyaPradesh	MANAPUR	70024	MEENA SINGH	Bharatiya Janata Party
MadhyaPradesh	MANAPUR	26396	GYANWATI SINGH	Independent
MadhyaPradesh	MANAPUR	25778	SHAKUNTALA PRADHAN	Indian National Congress
MadhyaPradesh	MANAPUR	17321	PHOOL SINGH PARASTE	Bahujan Samaj Party
MadhyaPradesh	MANAPUR	5122	DHANRAJ SINGH	Gondvana Gantantra Party
MadhyaPradesh	MANAPUR	3039	SUNDARLAL KOL	Independent
MadhyaPradesh	MANAPUR	2101	MUNNALAL BAIGA	National People’s Party
MadhyaPradesh	MANAPUR	1244	ANNU KOL	Independent
MadhyaPradesh	MANAPUR	1236	MEL KUMAR SHIV SAINIK	Independent
MadhyaPradesh	MANAPUR	879	ROOPMATI BAI	Bhartiya Shakti Chetna Party
MadhyaPradesh	MANAPUR	799	RAM SINGH GOND	Samajwadi Party
MadhyaPradesh	MANAPUR	6262	None of the Above	None of the Above
MadhyaPradesh	MANASA	55852	KAILASH CHAWLA	Bharatiya Janata Party
MadhyaPradesh	MANASA	41824	VIJENDRASINGH	Indian National Congress
MadhyaPradesh	MANASA	30460	ANIRUDDH (MADHAV) MARU	Independent
MadhyaPradesh	MANASA	1948	SUSHILNANDAN (MUNNA) BAIRAGI	Independent
MadhyaPradesh	MANASA	1630	RADHESHYAM COMMANDER	Bahujan Samaj Party
MadhyaPradesh	MANASA	1104	KANWARLAL	Samajwadi Party
MadhyaPradesh	MANASA	915	SAMRATH	Bahujan Sangharshh Dal
MadhyaPradesh	MANASA	2449	None of the Above	None of the Above
MadhyaPradesh	MANAWAR	55293	RANJANA BAGHEL	Bharatiya Janata Party
MadhyaPradesh	MANAWAR	53654	NIRANJAN DAWAR LONI	Indian National Congress
MadhyaPradesh	MANAWAR	29238	GOPAL KANNOJ	Independent
MadhyaPradesh	MANAWAR	1776	AJAY RAWAT	Bahujan Samaj Party
MadhyaPradesh	MANAWAR	1666	NARSINGH DAWAR	Independent
MadhyaPradesh	MANAWAR	1624	BHARAT SOLANKI	Independent
MadhyaPradesh	MANAWAR	1613	SONA THAKUR	Nationalist Congress Party
MadhyaPradesh	MANAWAR	863	MOHAN BHABAR	Shivsena
MadhyaPradesh	MANAWAR	838	INDERSINGH NINGWAL	Independent
MadhyaPradesh	MANAWAR	2497	None of the Above	None of the Above
MadhyaPradesh	MANDHATA	65327	LOKENDRA SINGH TOMAR	Bharatiya Janata Party
MadhyaPradesh	MANDHATA	60990	NARAYAN PATEL	Indian National Congress
MadhyaPradesh	MANDHATA	2063	RAJESH PAWAR	Independent
MadhyaPradesh	MANDHATA	2048	RAMESH BHASKAR	Bahujan Samaj Party
MadhyaPradesh	MANDHATA	838	RAMGOPAL MALVIYA	Independent
MadhyaPradesh	MANDHATA	3119	None of the Above	None of the Above
MadhyaPradesh	MANDLA	80066	SANJEEV  CHHOTE  LAL  UIKEY	Indian National Congress
MadhyaPradesh	MANDLA	76239	SAMPATIYA UIKEY	Bharatiya Janata Party
MadhyaPradesh	MANDLA	4202	LAKSHMAN  (LACHHI SINGH UIKEY)	Bahujan Samaj Party
MadhyaPradesh	MANDLA	3644	RAJARAM PHOOLJHARIYA	Gondvana Gantantra Party
MadhyaPradesh	MANDLA	1590	SUNHER SINGH KUSHRAM	Independent
MadhyaPradesh	MANDLA	1549	RAJENDRA MARAVI	Gondwana Mukti Sena
MadhyaPradesh	MANDLA	1311	SHIVKALI DHURVY	Samajwadi Party
MadhyaPradesh	MANDLA	917	RAMPRASAD SIRSAM	Hindustan Janta Party
MadhyaPradesh	MANDLA	3401	None of the Above	None of the Above
MadhyaPradesh	MANDSOUR	84975	YASHPAL SINGH SISODIYA	Bharatiya Janata Party
MadhyaPradesh	MANDSOUR	60680	MAHENDRA SINGH GURJAR	Indian National Congress
MadhyaPradesh	MANDSOUR	17332	AASHIYA BEE	Independent
MadhyaPradesh	MANDSOUR	1297	MANGILAL ALIAS KRANTIPARIVARTAN	Bahujan Samaj Party
MadhyaPradesh	MANDSOUR	1003	RAJMAL SON OF FAKER CD	Independent
MadhyaPradesh	MANDSOUR	885	PARMANAND PATIDAR RICHHALAL MUHA	Nationalist Congress Party
MadhyaPradesh	MANDSOUR	844	GIRDHARI ALIAS GUDDU KUMAWAT	Independent
MadhyaPradesh	MANDSOUR	817	MANSUKHLAL HIRALAL	Independent
MadhyaPradesh	MANDSOUR	705	ISHWAR SING ANJANA	Samajwadi Party
MadhyaPradesh	MANDSOUR	548	RAJKUMAR BANDHWAR	Independent
MadhyaPradesh	MANDSOUR	516	BANO BEE	Bharatiya Minorities Suraksha Mahasangh
MadhyaPradesh	MANDSOUR	484	MANJU PARASMAL GANDHI	Lok Jan Shakti Party
MadhyaPradesh	MANDSOUR	331	BADRILAL DAVADA	Independent
MadhyaPradesh	MANDSOUR	328	QAMRUDDIN NIYARAGAR	Bahujan Sangharshh Dal
MadhyaPradesh	MANDSOUR	280	JAFAR IQBAL	Independent
MadhyaPradesh	MANDSOUR	1908	None of the Above	None of the Above
MadhyaPradesh	MANGAWAN	40349	SHEELA TYAGI	Bahujan Samaj Party
MadhyaPradesh	MANGAWAN	40074	PANNABAI PRAJAPATI	Bharatiya Janata Party
MadhyaPradesh	MANGAWAN	30697	DR TRIVENI PRASAD MAITREY	Indian National Congress
MadhyaPradesh	MANGAWAN	2095	JAGANNATH PRAJAPATI URF SARDAR	Bhartiya Shakti Chetna Party
MadhyaPradesh	MANGAWAN	1983	SHANKAR LAL BASOR	Rashtriya Parivartan Dal
MadhyaPradesh	MANGAWAN	1814	TULSI	Nationalist Congress Party
MadhyaPradesh	MANGAWAN	995	GAJWA PRASAD	Independent
MadhyaPradesh	MANGAWAN	967	PRABHUNATH PRASAD SAKET	Independent
MadhyaPradesh	MANGAWAN	802	RAM MILAN VERMA	Independent
MadhyaPradesh	MANGAWAN	2215	None of the Above	None of the Above
MadhyaPradesh	MAUGANJ	38898	SUKHENDRA SINGH (BANNA)	Indian National Congress
MadhyaPradesh	MAUGANJ	28132	LAXMAN TIWARI	Bharatiya Janata Party
MadhyaPradesh	MAUGANJ	16920	BHEEM SINGH PATEL	Bahujan Samaj Party
MadhyaPradesh	MAUGANJ	13097	VINOD KUMAR SHUKLA	Independent
MadhyaPradesh	MAUGANJ	3491	RAJU KOL	Rashtriya Parivartan Dal
MadhyaPradesh	MAUGANJ	3279	DR. I.M.P VERMA	Samajwadi Party
MadhyaPradesh	MAUGANJ	1915	MUKESH MISHRA	Independent
MadhyaPradesh	MAUGANJ	1451	BRAMHADUTT MISHRA URF CHHOTE	Nationalist Congress Party
MadhyaPradesh	MAUGANJ	1271	SETH NANKURAM GUPTA	Independent
MadhyaPradesh	MAUGANJ	1216	SHANKAR SINGH MARKAM	Independent
MadhyaPradesh	MAUGANJ	1164	PRABHAJIT SINGH	Independent
MadhyaPradesh	MAUGANJ	1084	ARUN KUMAR SINGH BAGHEL	Rashtriya Apna Dal
MadhyaPradesh	MAUGANJ	1009	JAMADAR	Independent
MadhyaPradesh	MAUGANJ	739	KULPATI PRASAD SAKET	Independent
MadhyaPradesh	MAUGANJ	644	BADRI PRASAD KOL	Apna Dal
MadhyaPradesh	MAUGANJ	623	SHANKARSHAN PARSAD SHUKLA (MANAGER)	Independent
MadhyaPradesh	MAUGANJ	620	HARSH WARDHAN SINGH TIWARI	Independent
MadhyaPradesh	MAUGANJ	616	SHRUTI NANDAN MISHRA (LALLU PANDIT)	Savarn Samaj Party
MadhyaPradesh	MAUGANJ	440	ADV. BASANTLAL YADAV	Janata Dal  (United)
MadhyaPradesh	MAUGANJ	435	SULAKSHANA SINGH	Bhartiya Shakti Chetna Party
MadhyaPradesh	MAUGANJ	752	None of the Above	None of the Above
MadhyaPradesh	MEHGAON	29733	CHOUDHARY MUKESH SINGH CHATURVEDI	Bharatiya Janata Party
MadhyaPradesh	MEHGAON	28460	O.P.S. BHADOURIYA	Indian National Congress
MadhyaPradesh	MEHGAON	16893	DR. RAJKUMAR SINGH KUSHWAH	Samajwadi Party
MadhyaPradesh	MEHGAON	15358	RANJEET SINGH GURJAR	Bahujan Samaj Party
MadhyaPradesh	MEHGAON	12783	RAJENDRA SINGH GURJAR	Bahujan Sangharshh Dal
MadhyaPradesh	MEHGAON	11776	RAKESH SHUKLA	Loktantrik Samajwadi Party
MadhyaPradesh	MEHGAON	9758	ARVIND SINGH NARWARIYA	Aarthik Samanta Party
MadhyaPradesh	MEHGAON	5572	HARSHBARDHAN SINGH BHADOURIYA (NATI)	Rashtriya Samanta Dal
MadhyaPradesh	MEHGAON	1506	SURESH SINGH (AJEETA WALE)	Independent
MadhyaPradesh	MEHGAON	1178	PARATH SINGH CHOUHAN	Independent
MadhyaPradesh	MEHGAON	828	MUKESH SINGH	Independent
MadhyaPradesh	MEHGAON	732	KAUSHLENDRA SINGH (MUNNA)	Independent
MadhyaPradesh	MEHGAON	655	SULTAN SINGH JATAV	Independent
MadhyaPradesh	MEHGAON	649	ADITYA KUMAR SINGH KUSHWAH	Independent
MadhyaPradesh	MEHGAON	528	MOHAR SINGH NARWARIYA	Independent
MadhyaPradesh	MEHGAON	398	BALBIR SINGH NARWARIYA	All India Forward Bloc
MadhyaPradesh	MEHGAON	374	PRIYA	Independent
MadhyaPradesh	MEHGAON	342	SOVARAN SINGH JATAV	Ambedkar Samaj Party
MadhyaPradesh	MEHGAON	330	MEERA	Independent
MadhyaPradesh	MEHGAON	302	BANSHI LAL	Independent
MadhyaPradesh	MEHGAON	292	OMBEER SINGH	Independent
MadhyaPradesh	MEHGAON	291	PRABHASH	Independent
MadhyaPradesh	MEHGAON	277	RUBEE CHOUHAN	Independent
MadhyaPradesh	MEHGAON	263	KOK SINGH	Independent
MadhyaPradesh	MEHGAON	239	BHOLARAM SINGH	Independent
MadhyaPradesh	MEHGAON	219	SANTOSH GIRI	Independent
MadhyaPradesh	MEHGAON	190	MADHORAM SHARMA	Independent
MadhyaPradesh	MEHGAON	188	ROOPSINGH (HALWAI)	Inqalab Vikas Dal
MadhyaPradesh	MEHGAON	185	ASHOK	Independent
MadhyaPradesh	MEHGAON	182	RAMANAND SHARMA	Independent
MadhyaPradesh	MEHGAON	182	RAJENDRA SINGH SAKHWAR	Independent
MadhyaPradesh	MEHGAON	160	RAKESH SINGH CHOUHAN	Independent
MadhyaPradesh	MEHGAON	245	None of the Above	None of the Above
MadhyaPradesh	MORENA	56744	RUSTAM SINGH	Bharatiya Janata Party
MadhyaPradesh	MORENA	55040	RAMPRAKASH	Bahujan Samaj Party
MadhyaPradesh	MORENA	21801	DINESH	Indian National Congress
MadhyaPradesh	MORENA	1582	JASVEER	Bahujan Sangharshh Dal
MadhyaPradesh	MORENA	884	RAMNARESH SINGH	Samata Samadhan Party
MadhyaPradesh	MORENA	697	SURESH SINGH	Independent
MadhyaPradesh	MORENA	633	RAJKUMAR	Independent
MadhyaPradesh	MORENA	616	UPENDRA SINGH	Samajwadi Party
MadhyaPradesh	MORENA	554	SUBHASH	Independent
MadhyaPradesh	MORENA	439	MAHENDRA SINGH	Independent
MadhyaPradesh	MORENA	416	SANJAY	Independent
MadhyaPradesh	MORENA	219	SHYAMKARAN SINGH	Independent
MadhyaPradesh	MORENA	168	RAMPRAKASH	Independent
MadhyaPradesh	MORENA	124	MANOJ	Independent
MadhyaPradesh	MORENA	110	SHAILENDRA	Independent
MadhyaPradesh	MORENA	979	None of the Above	None of the Above
MadhyaPradesh	MUDWARA	87396	SANDIP SHRIPRASAD JAISWAL	Bharatiya Janata Party
MadhyaPradesh	MUDWARA	40258	FEROZ AHMAD	Indian National Congress
MadhyaPradesh	MUDWARA	4444	RAVINDRA GUJJU VARMA	Bahujan Samaj Party
MadhyaPradesh	MUDWARA	1352	BHAI VINDESHWARI PATEL	Loktantrik Samajwadi Party
MadhyaPradesh	MUDWARA	1242	RAJESH NAYAK SOURABH	Independent
MadhyaPradesh	MUDWARA	1042	ANIL KUMAR ADWANI	Bhartiya Shakti Chetna Party
MadhyaPradesh	MUDWARA	883	VINOD KUMAR BADGAIYAN	Independent
MadhyaPradesh	MUDWARA	569	ASHOK SHARMA	Janata Dal  (United)
MadhyaPradesh	MUDWARA	565	DURGA MOSSI	Independent
MadhyaPradesh	MUDWARA	544	VIJAY KUMAR KANKANE	Samajwadi Party
MadhyaPradesh	MUDWARA	270	M.H.KHAN SHERU BHAY	Lok Jan Shakti Party
MadhyaPradesh	MUDWARA	4333	None of the Above	None of the Above
MadhyaPradesh	MULTAI	84354	CHANDRASHEKHAR DESMUKH	Bharatiya Janata Party
MadhyaPradesh	MULTAI	52485	SUKHDEV PANSE	Indian National Congress
MadhyaPradesh	MULTAI	2775	DHANRAJ JHARBADE	Bahujan Samaj Party
MadhyaPradesh	MULTAI	2076	ARTI	Nationalist Congress Party
MadhyaPradesh	MULTAI	1924	ANIL SONI	Samajwadi Party
MadhyaPradesh	MULTAI	1455	HARIRAM JAYRAM NAGLE	Independent
MadhyaPradesh	MULTAI	936	RAJNEESH GIREY	Shivsena
MadhyaPradesh	MULTAI	927	LAKHANLAL MAYWAD	Independent
MadhyaPradesh	MULTAI	774	ANAND RAO KUMRE	Gondvana Gantantra Party
MadhyaPradesh	MULTAI	2921	None of the Above	None of the Above
MadhyaPradesh	MUNGAOLI	70675	MAHENDRA SINGH KALUKHEDA	Indian National Congress
MadhyaPradesh	MUNGAOLI	49910	RAO DESHRAJ SINGH	Bharatiya Janata Party
MadhyaPradesh	MUNGAOLI	12081	BALVEER	Bahujan Samaj Party
MadhyaPradesh	MUNGAOLI	1265	RATIBHAN SINGH	Samajwadi Party
MadhyaPradesh	MUNGAOLI	1041	YAGVENDRA SINGH	Independent
MadhyaPradesh	MUNGAOLI	913	MAHENDRA SINGH	Independent
MadhyaPradesh	MUNGAOLI	454	MAHENDRA SINGH KHALUWAKHEDI	Independent
MadhyaPradesh	MUNGAOLI	352	MAHENDRA SINGH KALU BHAIYA	Independent
MadhyaPradesh	MUNGAOLI	339	DESHRAJ SING YADAV	Independent
MadhyaPradesh	MUNGAOLI	305	ISHAK MUHAMMAD	Independent
MadhyaPradesh	MUNGAOLI	236	MAHENDRA SINGH KARIYAKHEDI	Independent
MadhyaPradesh	MUNGAOLI	203	GANESH RAM	Independent
MadhyaPradesh	MUNGAOLI	158	GIRRAJ	Independent
MadhyaPradesh	MUNGAOLI	1364	None of the Above	None of the Above
MadhyaPradesh	NAGADA - KHACHAROD	78036	DILIP SINGH SHEKHAWAT	Bharatiya Janata Party
MadhyaPradesh	NAGADA - KHACHAROD	61921	DILIP GURJAR	Indian National Congress
MadhyaPradesh	NAGADA - KHACHAROD	1975	KUNWAR NAYAB UDDIN JHIRNYA	Samajwadi Party
MadhyaPradesh	NAGADA - KHACHAROD	982	KALURAM RATHORE	Bahujan Samaj Party
MadhyaPradesh	NAGADA - KHACHAROD	979	VIKRAM VYAS	Independent
MadhyaPradesh	NAGADA - KHACHAROD	811	HUKUM SINGH PANWAR	Independent
MadhyaPradesh	NAGADA - KHACHAROD	699	RAMCHANDR PARMAR	All India Forward Bloc
MadhyaPradesh	NAGADA - KHACHAROD	459	FIROZ AZAM	Independent
MadhyaPradesh	NAGADA - KHACHAROD	351	RADHESHYAM SINGH MAKLA	Independent
MadhyaPradesh	NAGADA - KHACHAROD	257	KELASH AHIRWAR	Independent
MadhyaPradesh	NAGADA - KHACHAROD	235	ANIL THAKUR	Independent
MadhyaPradesh	NAGADA - KHACHAROD	169	GOVARDHANLAL	Independent
MadhyaPradesh	NAGADA - KHACHAROD	167	JAGDISH CHANDRA PRAJAPATI	Independent
MadhyaPradesh	NAGADA - KHACHAROD	1463	None of the Above	None of the Above
MadhyaPradesh	NAGOD	55879	YADAVENDRA SINGH	Indian National Congress
MadhyaPradesh	NAGOD	45815	GAGANENDRA PRATAP SINGH	Bharatiya Janata Party
