state	constituency	votes	candidate	party
Rajasthan	Chaksu	1591	LADU	Bahujan Samaj Party
Rajasthan	Chaksu	1302	MADAN LAL	Indian Peoples Green Party
Rajasthan	Chaksu	872	SHYOJIRAM BARETH	Bharatiya Yuva Shakti
Rajasthan	Chaksu	434	RAMESH	Jago Party
Rajasthan	Chaksu	3139	None of the Above	None of the Above
Rajasthan	Chhabra	88193	PRATAP SINGH	Bharatiya Janata Party
Rajasthan	Chhabra	26808	MANSINGH DHANORIYA	National People’s Party
Rajasthan	Chhabra	25350	PRAKASHCHAND NAGAR	Indian National Congress
Rajasthan	Chhabra	5168	LOKESH KUMAR	awami aamjan party
Rajasthan	Chhabra	2467	BHANWAR SINGH	Bahujan Samaj Party
Rajasthan	Chhabra	1812	RADHESHYAM MEENA	Independent
Rajasthan	Chhabra	1509	LALSINGH MARAN	Independent
Rajasthan	Chhabra	1225	BHARAT LAL	Bharatiya Yuva Shakti
Rajasthan	Chhabra	3347	None of the Above	None of the Above
Rajasthan	Chittorgarh	85391	CHANDRABHAN SINGH (AKYA)	Bharatiya Janata Party
Rajasthan	Chittorgarh	73541	SURENDRA SINGH	Indian National Congress
Rajasthan	Chittorgarh	2113	DR.R.S. GATHALA	National People’s Party
Rajasthan	Chittorgarh	1809	ALAUDIN	Bahujan Samaj Party
Rajasthan	Chittorgarh	1381	ADVOCATE CHANDMAL GARG	Communist Party of India  (Marxist)
Rajasthan	Chittorgarh	1358	RAMRATAN JAT	Independent
Rajasthan	Chittorgarh	1227	RAMCHANDRA SHARMA	Communist Party of India
Rajasthan	Chittorgarh	663	RAJKUMAR JAT	Independent
Rajasthan	Chittorgarh	576	JOGENDRA SINGH	Independent
Rajasthan	Chittorgarh	480	PRABHU LAL GURJAR	Bharatiya Yuva Shakti
Rajasthan	Chittorgarh	371	DEVKISHAN SHARMA	Independent
Rajasthan	Chittorgarh	341	HEMANT SHARMA	Samajwadi Party
Rajasthan	Chittorgarh	307	SALIM KHAN	VANCHITSAMAJ INSAAF PARTY
Rajasthan	Chittorgarh	3118	None of the Above	None of the Above
Rajasthan	Chohtan	88647	TARUN RAI KAGA	Bharatiya Janata Party
Rajasthan	Chohtan	65121	PADMARAM	Indian National Congress
Rajasthan	Chohtan	4860	DHOORA RAM	Bharatiya Yuva Shakti
Rajasthan	Chohtan	4503	LAXMAN BADERA	National People’s Party
Rajasthan	Chohtan	4330	JUJA RAM MEGHWAL	Bahujan Samaj Party
Rajasthan	Chohtan	3352	RAYMAL	Independent
Rajasthan	Chohtan	4050	None of the Above	None of the Above
Rajasthan	Chomu	93516	RAMLAL SHARMA	Bharatiya Janata Party
Rajasthan	Chomu	49043	BHAGWAN SAHAI SAINI	Indian National Congress
Rajasthan	Chomu	1371	RAMESH KUMAR SAINI	Independent
Rajasthan	Chomu	1245	MUKESH NASNA	Independent
Rajasthan	Chomu	1177	SURENDRA SINGH	Independent
Rajasthan	Chomu	1161	OM PRAKASH SETHI	Lok Jan Shakti Party
Rajasthan	Chomu	1159	JAGDISH PRASAD	Bahujan Samaj Party
Rajasthan	Chomu	1039	SUNIL KUMAR KUMAWAT	Independent
Rajasthan	Chomu	849	SAGAR MAL	Samajwadi Party
Rajasthan	Chomu	331	MANISH	National People’s Party
Rajasthan	Chomu	270	DHARMENDRA KUMAR BUNKAR	Independent
Rajasthan	Chomu	242	HANUMAN AZAD	Bahujan Sangharshh Dal
Rajasthan	Chomu	225	KAILASH CHAND BAGDA	Independent
Rajasthan	Chomu	203	KAMAL KUMAR JANGID	Independent
Rajasthan	Chomu	145	DEPENDRA SINGH SHEKHAWAT	Independent
Rajasthan	Chomu	98	TARAMATI AGRAWAL	Independent
Rajasthan	Chomu	887	None of the Above	None of the Above
Rajasthan	Chorasi	72247	SUSHIL KATARA	Bharatiya Janata Party
Rajasthan	Chorasi	51934	MAHENDRA KUMAR BARJOD	Indian National Congress
Rajasthan	Chorasi	7351	RAJENDRA BAMANIYA	National People’s Party
Rajasthan	Chorasi	3012	VIJAYPAL	Bahujan Samaj Party
Rajasthan	Chorasi	2237	RAM CHANDRA PALAT	Bharatiya Yuva Shakti
Rajasthan	Chorasi	7213	None of the Above	None of the Above
Rajasthan	Civil lines	77693	ARUN CHATURVEDI	Bharatiya Janata Party
Rajasthan	Civil lines	66564	PRATAP SINGH KHACHARIYAWAS	Indian National Congress
Rajasthan	Civil lines	1626	LAXMI NARAYAN	Independent
Rajasthan	Civil lines	668	BHARAT LAL	Bahujan Samaj Party
Rajasthan	Civil lines	577	VIVEK KUMAR DADHICH	Jago Party
Rajasthan	Civil lines	233	RAJEEV GARG	Independent
Rajasthan	Civil lines	215	DEVI LAL YADAV	Samajwadi Party
Rajasthan	Civil lines	187	GIRIRAJ KISHOR SHARMA	National People’s Party
Rajasthan	Civil lines	156	NAGESHWAR SHARMA	Independent
Rajasthan	Civil lines	91	GOPAL KRISHAN	Independent
Rajasthan	Civil lines	85	SANJAY	Indian Peoples Green Party
Rajasthan	Civil lines	81	RAJESH SONI	Akhil Bhartiya Aamjan Party
Rajasthan	Civil lines	2351	None of the Above	None of the Above
Rajasthan	Dag	103113	RAMCHANDRA	Bharatiya Janata Party
Rajasthan	Dag	52716	MADANLAL	Indian National Congress
Rajasthan	Dag	3109	DALURAM	Bahujan Samaj Party
Rajasthan	Dag	2802	MUKESH KUMAR BAGDI	Bharatiya Yuva Shakti
Rajasthan	Dag	1789	SNEHLATA	National People’s Party
Rajasthan	Dag	1525	MOHAN LAL	Independent
Rajasthan	Dag	1363	RAJARAM	Bahujan Sangharshh Dal
Rajasthan	Dag	3689	None of the Above	None of the Above
Rajasthan	Danta ramgarh	60926	NARAYAN SINGH	Indian National Congress
Rajasthan	Danta ramgarh	60351	HARISH  CHANDRA	Bharatiya Janata Party
Rajasthan	Danta ramgarh	30142	AMRARAM	Communist Party of India  (Marxist)
Rajasthan	Danta ramgarh	4801	GHISALAL	Independent
Rajasthan	Danta ramgarh	3990	MAHENDRA SINGH	Bahujan Samaj Party
Rajasthan	Danta ramgarh	1258	PHOOL SINGH	Bharatiya Yuva Shakti
Rajasthan	Danta ramgarh	1189	SUMAN KANWAR	Independent
Rajasthan	Danta ramgarh	729	SANVAR	Independent
Rajasthan	Danta ramgarh	1999	None of the Above	None of the Above
Rajasthan	Dausa	65904	SHANKAR LAL SHARMA	Bharatiya Janata Party
Rajasthan	Dausa	40732	MURARI LAL	Indian National Congress
Rajasthan	Dausa	24951	LAXMI JAYASAWAL	National People’s Party
Rajasthan	Dausa	3030	RAJESH BAIRWA	Independent
Rajasthan	Dausa	1447	DAMODAR GURJAR	Bahujan Samaj Party
Rajasthan	Dausa	1216	RUKMANI MEENA	Socialist Party (India)
Rajasthan	Dausa	1091	LAXMI NARAYAN MEENA	Independent
Rajasthan	Dausa	827	SONIKA	Indian Peoples Green Party
Rajasthan	Dausa	741	NARENDRA SINGH RAJPOOT	Independent
Rajasthan	Dausa	502	MONIKA SHARMA	Independent
Rajasthan	Dausa	2331	None of the Above	None of the Above
Rajasthan	Deedwana	68795	YUNUS KHAN	Bharatiya Janata Party
Rajasthan	Deedwana	57351	CHETAN CHOUDHARY	Indian National Congress
Rajasthan	Deedwana	19049	SYAM PRATAP SINGH	Bahujan Samaj Party
Rajasthan	Deedwana	1483	RAMKARAN	Independent
Rajasthan	Deedwana	1265	RAMDEEN	Independent
Rajasthan	Deedwana	1185	RAMDEV RAM	Independent
Rajasthan	Deedwana	640	AYUB KHAN	Samajwadi Party
Rajasthan	Deedwana	210	MANGA RAM	Independent
Rajasthan	Deedwana	179	IMRAN KHAN	National People’s Party
Rajasthan	Deedwana	167	KANHAYA LAL	Independent
Rajasthan	Deedwana	122	CHENA RAM	Independent
Rajasthan	Deedwana	2030	None of the Above	None of the Above
Rajasthan	Deeg-kumher	71407	VISHVENDRA SINGH	Indian National Congress
Rajasthan	Deeg-kumher	60245	DIGAMBER SINGH	Bharatiya Janata Party
Rajasthan	Deeg-kumher	12086	RAJJAN SINGH	Bahujan Samaj Party
Rajasthan	Deeg-kumher	1214	BALMUKAND	Lok Dal
Rajasthan	Deeg-kumher	791	NARENDRA SINGH	Independent
Rajasthan	Deeg-kumher	496	DINESH CHAND	Independent
Rajasthan	Deeg-kumher	384	MUKITA	Independent
Rajasthan	Deeg-kumher	231	OM PRAKASH	Independent
Rajasthan	Deeg-kumher	226	MANOJ KUMAR	Bahujan Suraksha Dal
Rajasthan	Deeg-kumher	131	ANIL KUMAR SINGH	Independent
Rajasthan	Deeg-kumher	120	VIKRAM SINGH	Bharatiya Yuva Shakti
Rajasthan	Deeg-kumher	97	RAKESH KUMAR	Jai Bharat Samanta Party
Rajasthan	Deeg-kumher	1372	None of the Above	None of the Above
Rajasthan	Degana	79526	AJAY SINGH	Bharatiya Janata Party
Rajasthan	Degana	65044	RICHHPAL SINGH	Indian National Congress
Rajasthan	Degana	1885	BHANWAR LAL	Communist Party of India  (Marxist)
Rajasthan	Degana	1571	SAHDEV	Bahujan Samaj Party
Rajasthan	Degana	932	BABULAL	Bahujan Sangharshh Dal
Rajasthan	Degana	795	VIKRAM SINGH	Samajwadi Party
Rajasthan	Degana	516	BHANWARLAL OJHA	Independent
Rajasthan	Degana	454	PAPPURAM	National Unionist Zamindara Party
Rajasthan	Degana	383	KHAJOO MOHAMMAD	Jago Party
Rajasthan	Degana	2340	None of the Above	None of the Above
Rajasthan	Deoli - uniara	85228	RAJENDRA GUJAR	Bharatiya Janata Party
Rajasthan	Deoli - uniara	55593	RAMNARAIN MEENA	Indian National Congress
Rajasthan	Deoli - uniara	15495	HARAKCHAND	National People’s Party
Rajasthan	Deoli - uniara	4637	MAHAVEER MEENA	Bahujan Samaj Party
Rajasthan	Deoli - uniara	5914	None of the Above	None of the Above
Rajasthan	Dhariawad	65954	GOTAM LAL	Bharatiya Janata Party
Rajasthan	Dhariawad	58780	NAGRAJ	Indian National Congress
Rajasthan	Dhariawad	17336	NARAYAN BHAI	Independent
Rajasthan	Dhariawad	11781	KESHULAL	National People’s Party
Rajasthan	Dhariawad	3732	KESHU LAL	Bahujan Samaj Party
Rajasthan	Dhariawad	3545	BHAGWANLAL	Communist Party of India
Rajasthan	Dhariawad	2493	DHARAMCHAND	Bharatiya Yuva Shakti
Rajasthan	Dhariawad	1439	GAUTAM LAL	Communist Party of India  (Marxist-Leninist)  (Liberation)
Rajasthan	Dhariawad	6327	None of the Above	None of the Above
Rajasthan	Dhod	88668	GORDHAN	Bharatiya Janata Party
Rajasthan	Dhod	43597	PEMA RAM	Communist Party of India  (Marxist)
Rajasthan	Dhod	22507	NOPA RAM	Indian National Congress
Rajasthan	Dhod	1256	MOHAN LAL	Bahujan Samaj Party
Rajasthan	Dhod	1138	MAHAVEER PRASAD	Independent
Rajasthan	Dhod	1069	RAJEEV VERMA	Independent
Rajasthan	Dhod	691	MADAN LAL	Independent
Rajasthan	Dhod	273	DINESH KUMAR	Independent
Rajasthan	Dhod	235	BHAGIRATH	Independent
Rajasthan	Dhod	2039	None of the Above	None of the Above
Rajasthan	Dholpur	49892	B. L . KUSHWAH	Bahujan Samaj Party
Rajasthan	Dholpur	40683	BANWARI LAL SHARMA	Indian National Congress
Rajasthan	Dholpur	35351	ABDUL SAGIR KHAN (ADVOCATE)	Bharatiya Janata Party
Rajasthan	Dholpur	952	RAJENDRA BANSAL	Independent
Rajasthan	Dholpur	820	LATA SHARMA	Independent
Rajasthan	Dholpur	761	JITENDRA SINGH RANA	Indian Peoples Green Party
Rajasthan	Dholpur	547	VIRENDRA SINGH KUSHWAH	Independent
Rajasthan	Dholpur	334	MOHAN PRAKASH GUPTA (CHHOTU)	Bharatiya Yuva Shakti
Rajasthan	Dholpur	201	LALA  BAHEED KHAN	National People’s Party
Rajasthan	Dholpur	174	MAN SINGH	Independent
Rajasthan	Dholpur	172	MANOJ KUMAR	Janata Dal  (United)
Rajasthan	Dholpur	133	PAWAN KUMAR SHARMA	Independent
Rajasthan	Dholpur	1764	None of the Above	None of the Above
Rajasthan	Dudu	86239	PREMCHAND	Bharatiya Janata Party
Rajasthan	Dudu	52519	HAJARI LAL NAGAR	Indian National Congress
Rajasthan	Dudu	2500	TULSIDAS	Bahujan Samaj Party
Rajasthan	Dudu	1576	TIKAMCHAND	Bharatiya Yuva Shakti
Rajasthan	Dudu	1175	DEEPESH TANWAR	National People’s Party
Rajasthan	Dudu	1074	SHYAMLAL	Independent
Rajasthan	Dudu	1031	RADHEYSHYAM	Independent
Rajasthan	Dudu	685	RAMCHANDRA	Jago Party
Rajasthan	Dudu	622	GANPAT	Independent
Rajasthan	Dudu	368	RAMLAL	Akhil Bhartiya Aamjan Party
Rajasthan	Dudu	2570	None of the Above	None of the Above
Rajasthan	Dungargarh	78278	KISHANA RAM	Bharatiya Janata Party
Rajasthan	Dungargarh	62076	MANGLA RAM GODARA	Indian National Congress
Rajasthan	Dungargarh	3847	SHER SINGH	Independent
Rajasthan	Dungargarh	2527	ASHOK KUMAR	Communist Party of India  (Marxist)
Rajasthan	Dungargarh	1837	KAPIL KUMAR MEGHWAL	Bahujan Sangharshh Dal
Rajasthan	Dungargarh	1810	RAMESHWAR LAL	Bahujan Samaj Party
Rajasthan	Dungargarh	1005	MANOJ KUMAR SARSWAT	Independent
Rajasthan	Dungargarh	606	KESU RAM	Independent
Rajasthan	Dungargarh	474	MADAN LAL	Lok Jan Shakti Party
Rajasthan	Dungargarh	457	OMPRAKASH NATH SIDH	Independent
Rajasthan	Dungargarh	2597	None of the Above	None of the Above
Rajasthan	Dungarpur	58531	DEVENDRA KATARA	Bharatiya Janata Party
Rajasthan	Dungarpur	54686	LALSHANKAR GHATIYA	Indian National Congress
Rajasthan	Dungarpur	7058	GOTAMLAL	Communist Party of India  (Marxist)
Rajasthan	Dungarpur	4147	RATAN	Independent
Rajasthan	Dungarpur	2685	AMRIT DEVI HANGAT	Janata Dal  (United)
Rajasthan	Dungarpur	1582	VELARAM	Independent
Rajasthan	Dungarpur	1561	VIJAYA PARMAR	Bharatiya Yuva Shakti
Rajasthan	Dungarpur	1260	NARAYAN	National People’s Party
Rajasthan	Dungarpur	1195	DURGA DEVI	Bahujan Samaj Party
Rajasthan	Dungarpur	742	RAMSHANKER KHARADI	Samajwadi Party
Rajasthan	Dungarpur	6646	None of the Above	None of the Above
Rajasthan	Fatehpur	53884	NAND KISHORE  MAHARIA	Independent
Rajasthan	Fatehpur	49958	BHANWARU KHAN	Indian National Congress
Rajasthan	Fatehpur	30495	MADHU SUDAN	Bharatiya Janata Party
Rajasthan	Fatehpur	2315	HEMENDRA SINGH	Communist Party of India  (Marxist)
Rajasthan	Fatehpur	1583	HARI RAM	Independent
Rajasthan	Fatehpur	1357	MOOL CHAND	Bahujan Samaj Party
Rajasthan	Fatehpur	654	NABAB ALI	National People’s Party
Rajasthan	Fatehpur	586	GULAB CHANDAR	Rajasthan Vikas Party
Rajasthan	Fatehpur	1747	None of the Above	None of the Above
Rajasthan	Ganganagar	77860	KAMINI JINDAL	National Unionist Zamindara Party
Rajasthan	Ganganagar	40792	RADHESHYAM GANGANAGAR	Bharatiya Janata Party
Rajasthan	Ganganagar	22915	JAGDISH JANDU	Indian National Congress
Rajasthan	Ganganagar	1401	ASHOK KUMAR KASANIA	Bahujan Samaj Party
Rajasthan	Ganganagar	947	PREET KALRA	Independent
Rajasthan	Ganganagar	893	SRIKRISHAN KUKKAR	Jago Party
Rajasthan	Ganganagar	735	BHAGAT SINGH JAKHAR	Independent
Rajasthan	Ganganagar	721	RAJVEER SINGH	Independent
Rajasthan	Ganganagar	700	RADHESHYAM	Independent
Rajasthan	Ganganagar	606	INDRAJ NAYAK	Independent
Rajasthan	Ganganagar	560	DULICHAND MEGHWAL	Independent
Rajasthan	Ganganagar	499	RAJENDER KUMAR AGGARWAL	Independent
Rajasthan	Ganganagar	280	SANDEEP SHARMA	Rajasthan Vikas Party
Rajasthan	Ganganagar	230	UMESH KUMAR	Independent
Rajasthan	Ganganagar	164	KRISHAN LAL	Independent
Rajasthan	Ganganagar	1396	None of the Above	None of the Above
Rajasthan	Gangapur	54228	MAN SINGH	Bharatiya Janata Party
Rajasthan	Gangapur	25853	RAMKESH	Indian National Congress
Rajasthan	Gangapur	23764	ISHMAIL	Bahujan Samaj Party
Rajasthan	Gangapur	20942	DURGA PRASAD	National People’s Party
Rajasthan	Gangapur	7889	SATYA NARAYAN	Independent
Rajasthan	Gangapur	1409	NAHAR SINGH	Communist Party of India
Rajasthan	Gangapur	1192	HARSHVARDHAN MEENA	Independent
Rajasthan	Gangapur	778	MOHAN LAL BAIRWA	Lok Jan Shakti Party
Rajasthan	Gangapur	582	AMRIT LAL	Bharatiya Bahujan Party
Rajasthan	Gangapur	526	VIRENDRA KUMAR	Independent
Rajasthan	Gangapur	469	DHARMI	Indian Peoples Green Party
Rajasthan	Gangapur	395	GIRRAJ	Bharatiya Yuva Shakti
Rajasthan	Gangapur	367	NARESH MEENA	Independent
Rajasthan	Gangapur	262	RAMESWAR	Independent
Rajasthan	Gangapur	1457	None of the Above	None of the Above
Rajasthan	Garhi	91929	JEETMAL KHANT	Bharatiya Janata Party
Rajasthan	Garhi	67479	KANTA BHEEL	Indian National Congress
Rajasthan	Garhi	3953	NIPESH DAMOR	Independent
Rajasthan	Garhi	1954	MUNNALAL	Bahujan Samaj Party
Rajasthan	Garhi	1676	SWARAJ	Janata Dal  (United)
Rajasthan	Garhi	1198	PREMILA	Bahujan Sangharshh Dal
Rajasthan	Garhi	1127	NANALAL KATARA	Independent
Rajasthan	Garhi	656	UDAILAL KHARADI	Bharatiya Yuva Shakti
Rajasthan	Garhi	412	KAILASH	Samajwadi Party
Rajasthan	Garhi	6084	None of the Above	None of the Above
Rajasthan	Ghatol	93442	NAVANIT LAL	Bharatiya Janata Party
Rajasthan	Ghatol	66244	NANALAL NINAMA	Indian National Congress
Rajasthan	Ghatol	6543	NARAYAN LAL	National People’s Party
Rajasthan	Ghatol	2915	RATAN LAL	Bahujan Samaj Party
Rajasthan	Ghatol	2238	RAMLI BUJ	Independent
Rajasthan	Ghatol	1185	AMBALAL KHARADI	Bharatiya Yuva Shakti
Rajasthan	Ghatol	6263	None of the Above	None of the Above
Rajasthan	Gogunda	69210	PRATAP LAL BHEEL	Bharatiya Janata Party
Rajasthan	Gogunda	65865	MANGI LAL GARASIYA	Indian National Congress
Rajasthan	Gogunda	6416	MEGRAJ TAWAD	Communist Party of India
Rajasthan	Gogunda	4776	CHAMPA RAM GARASIYA	Bahujan Samaj Party
Rajasthan	Gogunda	5893	None of the Above	None of the Above
Rajasthan	Gudhamalani	91619	LADU RAM	Bharatiya Janata Party
Rajasthan	Gudhamalani	58464	HEMA RAM CHOUDHARY	Indian National Congress
Rajasthan	Gudhamalani	3042	RIDMALRAM	Communist Party of India
Rajasthan	Gudhamalani	2734	SUMAR KHAN	Bahujan Samaj Party
Rajasthan	Gudhamalani	2717	NARENDRA KUMAR	National People’s Party
Rajasthan	Gudhamalani	2138	GANESHA RAM	Independent
Rajasthan	Gudhamalani	1526	RAMLAL	Bharatiya Yuva Shakti
Rajasthan	Gudhamalani	2109	None of the Above	None of the Above
Rajasthan	Hanumangarh	88387	RAMPRATAP	Bharatiya Janata Party
Rajasthan	Hanumangarh	57900	VINOD KUMAR	Indian National Congress
Rajasthan	Hanumangarh	13076	SUMAN CHAWLA	Independent
Rajasthan	Hanumangarh	8132	BALRAJ SINGH	National Unionist Zamindara Party
Rajasthan	Hanumangarh	6547	RAJENDRA	Independent
Rajasthan	Hanumangarh	6089	MANIRAM	Bahujan Samaj Party
Rajasthan	Hanumangarh	4440	RAGHUVEER SINGH	Communist Party of India  (Marxist)
Rajasthan	Hanumangarh	3235	JASPAL SINGH	Independent
Rajasthan	Hanumangarh	1362	RAJESH SINGH	Independent
Rajasthan	Hanumangarh	797	ARVIND KUMAR	Independent
Rajasthan	Hanumangarh	719	GOPALRAM	Rajasthan Vikas Party
Rajasthan	Hanumangarh	633	BALRAM	Bahujan Sangharshh Dal
Rajasthan	Hanumangarh	484	HARJINDER KUMAR	Jago Party
Rajasthan	Hanumangarh	317	BANSHI LAL	Bhartiya Praja Jan Party
Rajasthan	Hanumangarh	1997	None of the Above	None of the Above
Rajasthan	Hawa mahal	69924	SURENDRA PAREEK	Bharatiya Janata Party
Rajasthan	Hawa mahal	57209	BRIJ KISHORE SHARMA	Indian National Congress
Rajasthan	Hawa mahal	4422	PAPPU QURESHI	Independent
Rajasthan	Hawa mahal	2094	A GAPHUR MANSURI	Independent
Rajasthan	Hawa mahal	964	MOHAMMAD SALEEM	Bahujan Samaj Party
Rajasthan	Hawa mahal	925	HAJI AFTAB	Nationalist Congress Party
Rajasthan	Hawa mahal	885	MOHAMMAD  IRFAN	Independent
Rajasthan	Hawa mahal	730	PAKER FAROOQ	Welfare Party Of India
Rajasthan	Hawa mahal	614	ARCHNA	Indian Peoples Green Party
Rajasthan	Hawa mahal	596	AYYUB KHAN	Independent
Rajasthan	Hawa mahal	481	IKRAM AHAMAD	Independent
Rajasthan	Hawa mahal	449	MAHESH KUMAR PANCHOLI	Bharat Nav Nirman Party
Rajasthan	Hawa mahal	411	MUNNI DEVI	National People’s Party
Rajasthan	Hawa mahal	394	NASIR HUSSAIN	Independent
Rajasthan	Hawa mahal	323	MANGU SINGH	Independent
Rajasthan	Hawa mahal	296	HAMIDA	Akhil Bhartiya Aamjan Party
Rajasthan	Hawa mahal	282	MOHD AIYUB	Independent
Rajasthan	Hawa mahal	278	LIAQUAT A. BHATTI	Jago Party
Rajasthan	Hawa mahal	278	HAJI MOHD. IQBAL	Samajwadi Party
Rajasthan	Hawa mahal	275	ABID AHMED	Independent
Rajasthan	Hawa mahal	148	DINESH VYAS	Shivsena
Rajasthan	Hawa mahal	1039	None of the Above	None of the Above
Rajasthan	Hindaun	59059	RAJKUMARI	Bharatiya Janata Party
Rajasthan	Hindaun	50948	BHAROSILAL	Indian National Congress
Rajasthan	Hindaun	18240	MANJU KHAIRWAL	National People’s Party
Rajasthan	Hindaun	6276	RAMKISHAN	Bahujan Samaj Party
Rajasthan	Hindaun	3415	SAMPAT KOLI	Independent
Rajasthan	Hindaun	1147	JAGDISH CHANDRA ARYA	Independent
Rajasthan	Hindaun	558	MEGH LAL KOLI	Independent
Rajasthan	Hindaun	453	GOPAL	Rashtriya Lok Dal
Rajasthan	Hindaun	409	HUKAM SINGH	Rajasthan Vikas Party
Rajasthan	Hindaun	379	SURJO	Bharatiya Yuva Shakti
Rajasthan	Hindaun	375	MAHENDRA	Indian Peoples Green Party
Rajasthan	Hindaun	289	RAMASHAR JATAV	Samajwadi Party
Rajasthan	Hindaun	2354	None of the Above	None of the Above
Rajasthan	Hindoli	77463	ASHOK	Indian National Congress
Rajasthan	Hindoli	59010	MAHIPAT SINGH	Bharatiya Janata Party
Rajasthan	Hindoli	14608	RAKESH KUMAR	National People’s Party
Rajasthan	Hindoli	4551	MANJU MEENA	Independent
Rajasthan	Hindoli	2201	UDAI LAL	Bahujan Samaj Party
Rajasthan	Hindoli	2039	KHUBARAM MEHRA	Independent
Rajasthan	Hindoli	1724	RISHI RAJ	Independent
Rajasthan	Hindoli	5382	None of the Above	None of the Above
Rajasthan	Jahazpur	75753	DHIRAJ GURJAR	Indian National Congress
Rajasthan	Jahazpur	71491	SHIVJIRAM MEENA	Bharatiya Janata Party
Rajasthan	Jahazpur	4847	RATANLAL	Independent
Rajasthan	Jahazpur	3911	DINESH DHAKAR	Bahujan Samaj Party
Rajasthan	Jahazpur	1681	CHHOTU LAL MEENA	National People’s Party
Rajasthan	Jahazpur	1476	RANG LAL	Independent
Rajasthan	Jahazpur	670	JEEVAN LAL	Bharatiya Yuva Shakti
Rajasthan	Jahazpur	621	CHHAGNA	Independent
Rajasthan	Jahazpur	430	CHETAN PRAKASH	Independent
Rajasthan	Jahazpur	390	KHAJU KHAN	Independent
Rajasthan	Jahazpur	3043	None of the Above	None of the Above
Rajasthan	Jaisalmer	78790	CHHOTU SINGH	Bharatiya Janata Party
Rajasthan	Jaisalmer	75923	ROOPARAM	Indian National Congress
Rajasthan	Jaisalmer	2190	HUKAMSINGH SHEKHAWAT	Bahujan Samaj Party
Rajasthan	Jaisalmer	1282	BHAGAWANSINGH JOGA	Independent
Rajasthan	Jaisalmer	788	HARISH KUMAR	Bharatiya Yuva Shakti
Rajasthan	Jaisalmer	530	RAMNIWAS CHHIMPA	National Unionist Zamindara Party
Rajasthan	Jaisalmer	384	ROSHAN SINGH	Jago Party
Rajasthan	Jaisalmer	1774	None of the Above	None of the Above
Rajasthan	Jaitaran	81066	SURENDRA GOYAL	Bharatiya Janata Party
Rajasthan	Jaitaran	46192	DILIP CHOUDHARY	Indian National Congress
Rajasthan	Jaitaran	12636	KRISHAN SINGH GURJAR	Independent
Rajasthan	Jaitaran	6186	SAYAR KATHAT	Independent
Rajasthan	Jaitaran	2833	SHAKTI SINGH	Independent
Rajasthan	Jaitaran	2521	MUKUT SINGH	Independent
Rajasthan	Jaitaran	2005	DURGA RAM	Bahujan Samaj Party
Rajasthan	Jaitaran	1671	DEVKISHAN GURJAR	Bharatiya Yuva Shakti
Rajasthan	Jaitaran	1574	PEMA RAM CHANGAL	Independent
Rajasthan	Jaitaran	1522	SANTOSH DEVI	Independent
Rajasthan	Jaitaran	1462	DHANSINGH RATHORE	Independent
Rajasthan	Jaitaran	1249	GOPALSINGH	Independent
Rajasthan	Jaitaran	905	KALURAM	Independent
Rajasthan	Jaitaran	619	GANPAT	Independent
Rajasthan	Jaitaran	583	BEEKHA RAM	National People’s Party
Rajasthan	Jaitaran	536	ASURAM MEGHWAL	Independent
Rajasthan	Jaitaran	444	DHAGLA RAM	Independent
Rajasthan	Jaitaran	355	AASHA RAM PRAJAPAT	Independent
Rajasthan	Jaitaran	2038	None of the Above	None of the Above
Rajasthan	Jalore	84060	AMRITA MEGHWAL	Bharatiya Janata Party
Rajasthan	Jalore	37260	RAMLAL MEGHWAL	Indian National Congress
Rajasthan	Jalore	4614	SOMABHAI	Independent
Rajasthan	Jalore	3190	MANGILAL	Bahujan Samaj Party
Rajasthan	Jalore	1802	NEMICHAND	Independent
Rajasthan	Jalore	1435	PARASMAL GARG	National People’s Party
Rajasthan	Jalore	887	PARSARAM	awami aamjan party
Rajasthan	Jalore	5571	None of the Above	None of the Above
Rajasthan	Jamwa ramgarh	64162	JAGDISH NARAYAN MEENA	Bharatiya Janata Party
Rajasthan	Jamwa ramgarh	32261	SHANKAR LAL	Indian National Congress
Rajasthan	Jamwa ramgarh	25774	RAMDHAN	National People’s Party
Rajasthan	Jamwa ramgarh	2884	RAMNATH MEENA	Independent
Rajasthan	Jamwa ramgarh	1362	HANUMAN SAHAY DHANKA	Independent
Rajasthan	Jamwa ramgarh	1080	JAGDISH PRASAD	Bahujan Samaj Party
Rajasthan	Jamwa ramgarh	995	RAMESH CHAND DHANKA	Indian Peoples Green Party
Rajasthan	Jamwa ramgarh	961	ANAND MEENA	Independent
Rajasthan	Jamwa ramgarh	800	BHAGIRATH MEENA	Independent
Rajasthan	Jamwa ramgarh	597	SHARMILA	Independent
Rajasthan	Jamwa ramgarh	3377	None of the Above	None of the Above
Rajasthan	Jayal	72738	DR. MANJU BAGHMAAR	Bharatiya Janata Party
Rajasthan	Jayal	59629	MANJU DEVI	Indian National Congress
