Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
SAMARESH SINGH,Jharkhand Vikas Morcha (Prajatantrik),90926,Jharkhand,Dhanbad,S27,7
CHANDRA SHEKHAR DUBEY,All India Trinamool Congress,29937,Jharkhand,Dhanbad,S27,7
HEMLATA S. MOHAN,AJSU Party,21277,Jharkhand,Dhanbad,S27,7
DR. KRISHNA CHANDRA SINGHRAJ,Independent,13200,Jharkhand,Dhanbad,S27,7
RAMA KANT VERMA,Aam Aadmi Party,8948,Jharkhand,Dhanbad,S27,7
HIRALAL SANKHWAR,Jharkhand Party,8580,Jharkhand,Dhanbad,S27,7
MADAN MOHAN RAM,Bahujan Samaj Party,8455,Jharkhand,Dhanbad,S27,7
GANPAT MAHTO,Independent,5441,Jharkhand,Dhanbad,S27,7
KISHOR KUMAR MURMU,Bahujan Mukti Party,4531,Jharkhand,Dhanbad,S27,7
AKLU RAM MAHTO,Samajwadi Party,4169,Jharkhand,Dhanbad,S27,7
RITU RANI SINGH,Independent,3814,Jharkhand,Dhanbad,S27,7
MANTOSH KUMAR MANDAL,Amra Bangalee,3413,Jharkhand,Dhanbad,S27,7
AHMAD HUSSAIN ANSARI,Jharkhand Disom Party,3120,Jharkhand,Dhanbad,S27,7
MD. ZUBAIR,All India Minorities Front,3094,Jharkhand,Dhanbad,S27,7
GAUTAM KUMAR MAHATO,Independent,3000,Jharkhand,Dhanbad,S27,7
JAYANT PANDEY,All India Forward Bloc,2518,Jharkhand,Dhanbad,S27,7
SUMAN BANERJEE,Independent,2104,Jharkhand,Dhanbad,S27,7
RAMESH BHARATI,Independent,2052,Jharkhand,Dhanbad,S27,7
MANILAL MAHTO,Independent,1888,Jharkhand,Dhanbad,S27,7
VIJAY KANT MISHRA,Independent,1537,Jharkhand,Dhanbad,S27,7
RANBIR SINGH,Independent,1516,Jharkhand,Dhanbad,S27,7
MUNSHI HEMBRAM,Independent,1486,Jharkhand,Dhanbad,S27,7
BINOD SINGH,Independent,1457,Jharkhand,Dhanbad,S27,7
PARSHURAM PASWAN,Independent,1359,Jharkhand,Dhanbad,S27,7
PREM PRAKASH PASWAN,Independent,1226,Jharkhand,Dhanbad,S27,7
TARCH MURMU,Independent,1190,Jharkhand,Dhanbad,S27,7
RAMESH KUMAR RAY,Independent,965,Jharkhand,Dhanbad,S27,7
PAWAN MAHATO,Independent,811,Jharkhand,Dhanbad,S27,7
None of the Above,None of the Above,7675,Jharkhand,Dhanbad,S27,7
RAM TAHAL CHOUDHARY,Bharatiya Janata Party,448729,Jharkhand,Ranchi,S27,8
SUBODH KANT SAHAY,Indian National Congress,249426,Jharkhand,Ranchi,S27,8
SUDESH KUMAR MAHTO,AJSU Party,142560,Jharkhand,Ranchi,S27,8
AMITABH CHOUDHARY,Jharkhand Vikas Morcha (Prajatantrik),67712,Jharkhand,Ranchi,S27,8
BANDHU TIRKEY,All India Trinamool Congress,46126,Jharkhand,Ranchi,S27,8
VIKAS CHANDRA SHARMA,Communist Party of India (Marxist-Leninist) Red Star,14898,Jharkhand,Ranchi,S27,8
RAJENDRA SINGH MUNDA,Communist Party of India  (Marxist),10178,Jharkhand,Ranchi,S27,8
AMANULLAH,Aam Aadmi Party,8497,Jharkhand,Ranchi,S27,8
KAFILUR RAHMAN,Independent,4696,Jharkhand,Ranchi,S27,8
"YUGESHWAR MARAR ""DEEN""",Manav Mukti Morcha,4409,Jharkhand,Ranchi,S27,8
MAN SINGH MARDI,Jharkhand Party  (Naren),4240,Jharkhand,Ranchi,S27,8
RAM LAL MAHTO,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4190,Jharkhand,Ranchi,S27,8
SURESH TOPPO,Jharkhand Disom Party,4085,Jharkhand,Ranchi,S27,8
BAHADUR  URAON,Communist Party of India  (Marxist-Leninist)  (Liberation),3877,Jharkhand,Ranchi,S27,8
RANJIT MAHTO,Bahujan Mukti Party,3823,Jharkhand,Ranchi,S27,8
LAL JOTINDRA DEV,Akhil Bhartiya Jharkhand Party,3411,Jharkhand,Ranchi,S27,8
BALRAM KUMAR BEDIA,Independent,2889,Jharkhand,Ranchi,S27,8
DURGA MUNDA,Bahujan Samaj Party,2502,Jharkhand,Ranchi,S27,8
SAJIYA HAIDAR,Independent,2195,Jharkhand,Ranchi,S27,8
BISHESHWAR MAHTO,Samata Party,2130,Jharkhand,Ranchi,S27,8
ARSAD AYUB,Independent,2083,Jharkhand,Ranchi,S27,8
AMIT KUMAR SINGH,Independent,1987,Jharkhand,Ranchi,S27,8
CHINTAMANI MAHTO,Independent,1605,Jharkhand,Ranchi,S27,8
THADDEUS LAKRA,Independent,1504,Jharkhand,Ranchi,S27,8
BIRENDRA KUMAR JAISWAL,Independent,1366,Jharkhand,Ranchi,S27,8
RAMPODO MAHTO,Independent,1296,Jharkhand,Ranchi,S27,8
ANJANI PANDEY,Independent,1250,Jharkhand,Ranchi,S27,8
ABUL HASAN,Independent,1219,Jharkhand,Ranchi,S27,8
None of the Above,None of the Above,6900,Jharkhand,Ranchi,S27,8
BIDYUT BARAN MAHATO,Bharatiya Janata Party,464153,Jharkhand,Jamshedpur,S27,9
AJAY KUMAR,Jharkhand Vikas Morcha (Prajatantrik),364277,Jharkhand,Jamshedpur,S27,9
NIROOP MAHANTY,Jharkhand Mukti Morcha,138109,Jharkhand,Jamshedpur,S27,9
ANGAD MAHATO,Amra Bangalee,12632,Jharkhand,Jamshedpur,S27,9
KUMAR CHANDRA MARDI,Aam Aadmi Party,7145,Jharkhand,Jamshedpur,S27,9
OM PRAKASH ANAND,Independent,5655,Jharkhand,Jamshedpur,S27,9
MOBIN KHAN,Independent,5406,Jharkhand,Jamshedpur,S27,9
JOSAI MARDI,Rashtriya Deshaj Party,5378,Jharkhand,Jamshedpur,S27,9
DINESH MAHATO,Independent,5300,Jharkhand,Jamshedpur,S27,9
SEKH AKHIRUDDIN,Jharkhand Party  (Naren),4822,Jharkhand,Jamshedpur,S27,9
DAMAN CHANDRA BHAKAT,Bahujan Samaj Party,4606,Jharkhand,Jamshedpur,S27,9
HARI ORAWN,Independent,4485,Jharkhand,Jamshedpur,S27,9
UPENDRA KARMAKAR,Independent,4429,Jharkhand,Jamshedpur,S27,9
SITA RAM TUDU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3700,Jharkhand,Jamshedpur,S27,9
D.G.RAJA,Samajwadi Party,3414,Jharkhand,Jamshedpur,S27,9
None of the Above,None of the Above,15629,Jharkhand,Jamshedpur,S27,9
LAXMAN GILUWA,Bharatiya Janata Party,303131,Jharkhand,Singhbhum,S27,10
GEETA KORA,Jai Bharat Samanta Party,215607,Jharkhand,Singhbhum,S27,10
CHITRASEN SINKU,Indian National Congress,111796,Jharkhand,Singhbhum,S27,10
DASHRATH GAGRAI,Jharkhand Vikas Morcha (Prajatantrik),35681,Jharkhand,Singhbhum,S27,10
SALKHAN MURMU,Jharkhand Disom Party,25547,Jharkhand,Singhbhum,S27,10
JOHN MIRAN MUNDA,All India Forward Bloc,16952,Jharkhand,Singhbhum,S27,10
SNEHLATA JOJO,Independent,12877,Jharkhand,Singhbhum,S27,10
RAJENDRA PURTY,Jharkhand Party,11507,Jharkhand,Singhbhum,S27,10
MANOHAR SINKU,Bahujan Samaj Party,9303,Jharkhand,Singhbhum,S27,10
RUPSINGH HEMBROM,Independent,8895,Jharkhand,Singhbhum,S27,10
NAVEEN MURMU,Rashtriya Deshaj Party,8607,Jharkhand,Singhbhum,S27,10
BUDHRAM LAGURI,Bahujan Mukti Party,8346,Jharkhand,Singhbhum,S27,10
None of the Above,None of the Above,27037,Jharkhand,Singhbhum,S27,10
KARIA MUNDA,Bharatiya Janata Party,269185,Jharkhand,Khunti,S27,11
ANOSH EKKA,Jharkhand Party,176937,Jharkhand,Khunti,S27,11
KALI CHARAN MUNDA,Indian National Congress,147017,Jharkhand,Khunti,S27,11
NEIL TIRKEY,AJSU Party,27158,Jharkhand,Khunti,S27,11
BASANT KUMAR LONGA,Jharkhand Vikas Morcha (Prajatantrik),24514,Jharkhand,Khunti,S27,11
MAHADEV RAVINATH PAHAN,Rashtriya Deshaj Party,13566,Jharkhand,Khunti,S27,11
DAYAMANI BARLA,Aam Aadmi Party,11822,Jharkhand,Khunti,S27,11
JAITUN TUTI,Independent,11364,Jharkhand,Khunti,S27,11
JITENDRA MANKI  ALIAS JITENDRA PRASAD MANKI,Independent,6596,Jharkhand,Khunti,S27,11
SUBODH PURTY,Bahujan Samaj Party,6407,Jharkhand,Khunti,S27,11
KALYAN NAG,Independent,4958,Jharkhand,Khunti,S27,11
BUDAY MUNDA,Akhil Bhartiya Jharkhand Party,4841,Jharkhand,Khunti,S27,11
NITIMA BODRA BARI,Samajwadi Party,4425,Jharkhand,Khunti,S27,11
ASRITA TUTI,Independent,4349,Jharkhand,Khunti,S27,11
None of the Above,None of the Above,23816,Jharkhand,Khunti,S27,11
SUDARSHAN BHAGAT,Bharatiya Janata Party,226666,Jharkhand,Lohardaga,S27,12
RAMESHWAR ORAON,Indian National Congress,220177,Jharkhand,Lohardaga,S27,12
CHAMRA LINDA,All India Trinamool Congress,118355,Jharkhand,Lohardaga,S27,12
BIRENDRA BHAGAT,Jharkhand Vikas Morcha (Prajatantrik),26109,Jharkhand,Lohardaga,S27,12
LAL SAY KUMAR BHAGAT,Communist Party of India  (Marxist-Leninist)  (Liberation),13252,Jharkhand,Lohardaga,S27,12
JAYRAM INDWAR,Bahujan Samaj Party,11794,Jharkhand,Lohardaga,S27,12
MAHENDRA  ORAON,Independent,6436,Jharkhand,Lohardaga,S27,12
RANJIT ORAON,Independent,6037,Jharkhand,Lohardaga,S27,12
NAWAL KISHOR SINGH,Independent,5870,Jharkhand,Lohardaga,S27,12
None of the Above,None of the Above,16764,Jharkhand,Lohardaga,S27,12
VISHNU DAYAL RAM,Bharatiya Janata Party,476513,Jharkhand,Palamau,S27,13
MANOJ KUMAR,Rashtriya Janata Dal,212571,Jharkhand,Palamau,S27,13
GHURAN RAM,Jharkhand Vikas Morcha (Prajatantrik),156832,Jharkhand,Palamau,S27,13
KAMESHWAR BAITHA,All India Trinamool Congress,37043,Jharkhand,Palamau,S27,13
RAMPATI RANJAN,Bahujan Samaj Party,20481,Jharkhand,Palamau,S27,13
SHYAM LAL RAM,Independent,9592,Jharkhand,Palamau,S27,13
RAVINDRA KUMAR RAVI,Independent,9145,Jharkhand,Palamau,S27,13
SHUSHMA MEHTA,Communist Party of India  (Marxist-Leninist)  (Liberation),8386,Jharkhand,Palamau,S27,13
JORAWAR RAM,Janata Dal  (United),7538,Jharkhand,Palamau,S27,13
VINOD RAM,Independent,5879,Jharkhand,Palamau,S27,13
ASHOK  RAM,Independent,5648,Jharkhand,Palamau,S27,13
RAM BADAN RAM,Samajwadi Party,4976,Jharkhand,Palamau,S27,13
LALDEO RAM,Bahujan Mukti Party,4432,Jharkhand,Palamau,S27,13
None of the Above,None of the Above,18287,Jharkhand,Palamau,S27,13
JAYANT SINHA,Bharatiya Janata Party,406931,Jharkhand,Hazaribagh,S27,14
SAURABH NARAIN SINGH,Indian National Congress,247803,Jharkhand,Hazaribagh,S27,14
LOKNATH MAHTO,AJSU Party,156186,Jharkhand,Hazaribagh,S27,14
ARUN KUMAR MISHRA,Jharkhand Vikas Morcha (Prajatantrik),30408,Jharkhand,Hazaribagh,S27,14
BHUVNESHWAR PRASAD MEHTA,Communist Party of India,30326,Jharkhand,Hazaribagh,S27,14
BADRI GOPE,Independent,14555,Jharkhand,Hazaribagh,S27,14
JAVED ISLAM,Communist Party of India  (Marxist-Leninist)  (Liberation),8453,Jharkhand,Hazaribagh,S27,14
AJIT KUMAR SINGH,All India Trinamool Congress,8360,Jharkhand,Hazaribagh,S27,14
TETRI @ SHEELA DEVI,Bahujan Samaj Party,8159,Jharkhand,Hazaribagh,S27,14
PRAYAG PRASAD,Independent,8085,Jharkhand,Hazaribagh,S27,14
MITHILESH KUMAR DANGI,Aam Aadmi Party,7140,Jharkhand,Hazaribagh,S27,14
BALDEO GANJHU,Independent,5152,Jharkhand,Hazaribagh,S27,14
DR. DHIRENDRA KUMAR RAJ,Independent,4481,Jharkhand,Hazaribagh,S27,14
RAMESHWAR RAM KUSHWAHA,All India Forward Bloc,4423,Jharkhand,Hazaribagh,S27,14
MAHENDRA KISHOR MEHTA,Independent,3752,Jharkhand,Hazaribagh,S27,14
YASHPAL YADAV,Independent,3540,Jharkhand,Hazaribagh,S27,14
RAMAVTAR MAHTO,Independent,3365,Jharkhand,Hazaribagh,S27,14
MO. SHANUL HAQUE,Indian Union Muslim League,3189,Jharkhand,Hazaribagh,S27,14
PRAMOD KUMAR MAHTHA,Pragatisheel Magahi Samaj,3076,Jharkhand,Hazaribagh,S27,14
ABDUL RAHIM,Bahujan Mukti Party,2941,Jharkhand,Hazaribagh,S27,14
None of the Above,None of the Above,6827,Jharkhand,Hazaribagh,S27,14
MALA RAJYA LAXMI SHAH,Bharatiya Janata Party,446733,Uttarakhand,Tehri Garhwal,S28,1
SAKET BAHUGUNA,Indian National Congress,254230,Uttarakhand,Tehri Garhwal,S28,1
ANOOP NAUTIYAL,Aam Aadmi Party,24043,Uttarakhand,Tehri Garhwal,S28,1
SHISHPAL SINGH,Bahujan Samaj Party,11538,Uttarakhand,Tehri Garhwal,S28,1
SOHAN PAL SINGH,Independent,6672,Uttarakhand,Tehri Garhwal,S28,1
SHIV PRASAD DEOLI,Communist Party of India  (Marxist),6577,Uttarakhand,Tehri Garhwal,S28,1
GAURAV PUNDIR,Independent,2302,Uttarakhand,Tehri Garhwal,S28,1
PREM SINGH YADAV,Independent,2007,Uttarakhand,Tehri Garhwal,S28,1
JAPINDER SINGH,Rashtriya Lok Dal,1958,Uttarakhand,Tehri Garhwal,S28,1
RAJU MAURYA,Independent,1935,Uttarakhand,Tehri Garhwal,S28,1
NAVNEET SINGH GOSAIN,Rashtriya Uttarakhand Party,1629,Uttarakhand,Tehri Garhwal,S28,1
JAI PRAKASH UPADHYAY,Independent,1619,Uttarakhand,Tehri Garhwal,S28,1
BARHM DEV JHA,Independent,1554,Uttarakhand,Tehri Garhwal,S28,1
HAJI MOHD. YOUSUF,Peace Party,900,Uttarakhand,Tehri Garhwal,S28,1
SATENDRA SHARMA,Naya Daur Party,878,Uttarakhand,Tehri Garhwal,S28,1
JAUHARI LAL SUMAN(MUNI),Bharatiya Mool Niwasi Samaj Party,877,Uttarakhand,Tehri Garhwal,S28,1
None of the Above,None of the Above,10762,Uttarakhand,Tehri Garhwal,S28,1
(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janata Party,405690,Uttarakhand,Garhwal,S28,2
(DR) HARAK SINGH RAWAT,Indian National Congress,221164,Uttarakhand,Garhwal,S28,2
DHEER SINGH BISHT,Bahujan Samaj Party,9250,Uttarakhand,Garhwal,S28,2
INDRESH MAIKHURI,Communist Party of India  (Marxist-Leninist)  (Liberation),7470,Uttarakhand,Garhwal,S28,2
(DR) RAKESH SINGH,Aam Aadmi Party,6727,Uttarakhand,Garhwal,S28,2
BHUPAL SINGH GUSAIN (UKD),Independent,6699,Uttarakhand,Garhwal,S28,2
NARENDRA SINGH NEGI,Communist Party of India,6525,Uttarakhand,Garhwal,S28,2
ABDUL SALAM,Independent,4510,Uttarakhand,Garhwal,S28,2
RENU AGARWAL,Independent,3051,Uttarakhand,Garhwal,S28,2
ANUP NEGI,Independent,2279,Uttarakhand,Garhwal,S28,2
None of the Above,None of the Above,8659,Uttarakhand,Garhwal,S28,2
AJAY TAMTA,Bharatiya Janata Party,348186,Uttarakhand,Almora,S28,3
PRADEEP TAMTA,Indian National Congress,252496,Uttarakhand,Almora,S28,3
BAHADUR RAM DHAUNI,Bahujan Samaj Party,14150,Uttarakhand,Almora,S28,3
SAJJAN LAL TAMTA,Independent,8387,Uttarakhand,Almora,S28,3
HARISH CHANDRA ARYA,Aam Aadmi Party,7916,Uttarakhand,Almora,S28,3
BANSI RAM,Independent,3857,Uttarakhand,Almora,S28,3
VIJAY KUMAR,Communist Party of India  (Marxist-Leninist)  (Liberation),2392,Uttarakhand,Almora,S28,3
AMAR PRAKASH,UTTARAKHAND PARIVARTAN PARTY,2045,Uttarakhand,Almora,S28,3
BHAGAWATI PRASAD TRIKOTI,Samajwadi Party,1851,Uttarakhand,Almora,S28,3
None of the Above,None of the Above,15245,Uttarakhand,Almora,S28,3
BHAGAT SINGH KOSHYARI,Bharatiya Janata Party,636769,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
K.C.SINGH BABA,Indian National Congress,352052,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
LAIK AHMED,Bahujan Samaj Party,59245,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
BALLI SINGH CHEEMA,Aam Aadmi Party,13472,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
AVTAR SINGH,Samajwadi Party,9825,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
D.S.RAWAL,Bharat Ki Lok Jimmedar Party,3392,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
BHUWAN CHANDRA JOSHI,Independent,3180,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
SHEESHPALARYA,Ambedkar National Congress,2706,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
SHAKIL AHMED,Independent,2529,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
BHAGWAN SWAROOP,Independent,1869,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
KAILASH CHANDRA,Independent,1635,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
KAILASH PANDEY,Communist Party of India  (Marxist-Leninist)  (Liberation),1530,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
RAM SINGH,Peace Party,1064,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
ASHARAM KASHYAP,Rashtriya mahan Gantantra Party,1037,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
KHASHTI SUYAL,Bhartiya Chaitanya Party,802,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
None of the Above,None of the Above,10328,Uttarakhand,Nainital-udhamsingh Nagar,S28,4
RAMESH POKHRIYAL NISHANK,Bharatiya Janata Party,592320,Uttarakhand,Hardwar,S28,5
RENUKA RAWAT,Indian National Congress,414498,Uttarakhand,Hardwar,S28,5
HAJI MOHD ISLAM,Bahujan Samaj Party,113663,Uttarakhand,Hardwar,S28,5
KANCHAN CHOUDHRY,Aam Aadmi Party,18170,Uttarakhand,Hardwar,S28,5
ANITA SAINI,Samajwadi Party,5765,Uttarakhand,Hardwar,S28,5
RAZIA BEG,Independent,3741,Uttarakhand,Hardwar,S28,5
ISHWAR CHAND,Independent,3740,Uttarakhand,Hardwar,S28,5
JAI SINGH,Independent,2769,Uttarakhand,Hardwar,S28,5
ASRAF,Independent,2535,Uttarakhand,Hardwar,S28,5
D.D.SHARMA,Independent,2067,Uttarakhand,Hardwar,S28,5
BRIGADIER GOVIND PRASAD BARTHWAL VSM,Independent,1888,Uttarakhand,Hardwar,S28,5
ABDUL ALEEM,Independent,1682,Uttarakhand,Hardwar,S28,5
RAMNARESH YADAV,Kalyankari Jantantrik Party,1117,Uttarakhand,Hardwar,S28,5
MOHAR SINGH KATARIA,Independent,1051,Uttarakhand,Hardwar,S28,5
VISHAL CHAUDHARY,Shivsena,1043,Uttarakhand,Hardwar,S28,5
RAKESH,Independent,1015,Uttarakhand,Hardwar,S28,5
SANJAY GOYAL,Naya Daur Party,915,Uttarakhand,Hardwar,S28,5
SUNIL,Independent,820,Uttarakhand,Hardwar,S28,5
PRAMOD RANA,Independent,765,Uttarakhand,Hardwar,S28,5
ANAND KUMAR VERMA,Hindustan Krantikari Dal,710,Uttarakhand,Hardwar,S28,5
MUKESH SAINI,Bahujan Mukti Party,664,Uttarakhand,Hardwar,S28,5
V. K. KAMPANI,Poorvanchal Rashtriya Congress,637,Uttarakhand,Hardwar,S28,5
JAVED,Akhil Bharatiya Muslim League (Secular),614,Uttarakhand,Hardwar,S28,5
PERVEZ AQIL,All India Minorities Front,454,Uttarakhand,Hardwar,S28,5
None of the Above,None of the Above,3049,Uttarakhand,Hardwar,S28,5
BISHNU PADA RAY,Bharatiya Janata Party,90969,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
KULDEEP RAI SHARMA,Indian National Congress,83157,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
SANJAY MESHACK,Aam Aadmi Party,3737,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
ANITA MONDAL,All India Trinamool Congress,2283,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
K.G.DAS,Communist Party of India  (Marxist),1777,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
PRAKASH MINJ,Independent,1587,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
R.S.UMA BHARATTHY,Nationalist Congress Party,1151,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
GOUR CHANDRA MAJUMDER,Bahujan Samaj Party,1139,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
SARAVANAN,Independent,847,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
N K P NAIR,Communist Party of India  (Marxist-Leninist)  (Liberation),436,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
V V KHALID,Independent,429,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
RAGHUBIR SINGH,Samajwadi Party,379,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
C G SAJI KUMAR,Independent,334,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
N KANNAN,Independent,314,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
A PANDIAN,All India Forward Bloc,225,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
None of the Above,None of the Above,1564,Andaman & Nicobar Islands,Andaman & Nicobar Islands,U01,1
KHER KIRRON ANUPAM,Bharatiya Janata Party,191362,Chandigarh,CHANDIGARH,U02,1
PAWAN KUMAR BANSAL,Indian National Congress,121720,Chandigarh,CHANDIGARH,U02,1
GULKIRAT KAUR PANAG,Aam Aadmi Party,108679,Chandigarh,CHANDIGARH,U02,1
JANNAT JAHAN-UL-HAQ (NAINA),Bahujan Samaj Party,15934,Chandigarh,CHANDIGARH,U02,1
REENA SHARMA,Independent,2643,Chandigarh,CHANDIGARH,U02,1
SHAMSHER SINGH,Independent,2054,Chandigarh,CHANDIGARH,U02,1
KAWALJIT SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),1968,Chandigarh,CHANDIGARH,U02,1
PAWAN KUMAR SHARMA,Independent,997,Chandigarh,CHANDIGARH,U02,1
RAMESH CHANDER,Independent,743,Chandigarh,CHANDIGARH,U02,1
AJAY SINGLA,Independent,660,Chandigarh,CHANDIGARH,U02,1
KHEM LAL BANSAL,Inqalab Vikas Dal,640,Chandigarh,CHANDIGARH,U02,1
DEEPAK SHUKLA,Independent,613,Chandigarh,CHANDIGARH,U02,1
DHARMENDER SINGH,Hindustan Ekta Party,566,Chandigarh,CHANDIGARH,U02,1
SURENDER KUMAR,Bahujan Mukti Party,550,Chandigarh,CHANDIGARH,U02,1
SURINDER BHARDWAJ,Janata Dal  (United),434,Chandigarh,CHANDIGARH,U02,1
AMARJIT KAUR,Independent,397,Chandigarh,CHANDIGARH,U02,1
JASMER SINGH,Independent,389,Chandigarh,CHANDIGARH,U02,1
None of the Above,None of the Above,3106,Chandigarh,CHANDIGARH,U02,1
PATEL NATUBHAI GOMANBHAI,Bharatiya Janata Party,80790,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
DELKAR MOHANBHAI SANJIBHAI,Indian National Congress,74576,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
KHULAT JANIYABHAI CHANDUBHAI,Nationalist Congress Party,1611,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
PRAKASH VANSHA KHANVELKAR,Independent,1214,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
BHURKUD DILIPBHAI NAVJIBHAI,Independent,1154,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
PATEL HEMANTBHAI KESHAVBHAI,Bahujan Samaj Party,982,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
PATEL CHHOTUBHAI BABUBHAI,Aam Aadmi Party,621,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
KAMUBEN KHALPABHAI PATEL,Independent,418,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
KISHAN NATHU GHUTIYA,Shivsena,378,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
UMEDBHAI LALLUBHAI PATEL,Bahujan Mukti Party,348,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
VIJAYBHAI NATHUBHAI BHOYA,Janata Dal  (United),232,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
None of the Above,None of the Above,2962,Dadra & Nagar Haveli,Dadar & Nagar Haveli,U03,1
PATEL LALUBHAI BABUBHAI,Bharatiya Janata Party,46960,Daman & Diu,Daman & diu,U04,1
KETAN DAHYABHAI PATEL,Indian National Congress,37738,Daman & Diu,Daman & diu,U04,1
KESSUR GOAN,Aam Aadmi Party,729,Daman & Diu,Daman & diu,U04,1
BHAVESH PATEL,Bahujan Samaj Party,490,Daman & Diu,Daman & diu,U04,1
None of the Above,None of the Above,1316,Daman & Diu,Daman & diu,U04,1
DR. HARSH VARDHAN,Bharatiya Janata Party,437938,NCT OF Delhi,CHANDNI CHOWK,U05,1
ASHUTOSH,Aam Aadmi Party,301618,NCT OF Delhi,CHANDNI CHOWK,U05,1
KAPIL SIBAL,Indian National Congress,176206,NCT OF Delhi,CHANDNI CHOWK,U05,1
DILDAR HUSSAIN BEG,Independent,28605,NCT OF Delhi,CHANDNI CHOWK,U05,1
NARENDRA KUMAR PANDEY,Bahujan Samaj Party,7746,NCT OF Delhi,CHANDNI CHOWK,U05,1
ASHUTOSH,Independent,4504,NCT OF Delhi,CHANDNI CHOWK,U05,1
HARIOM SHARMA,All India Trinamool Congress,3531,NCT OF Delhi,CHANDNI CHOWK,U05,1
SANJAY GANDHI,Braj Vikas Party,3390,NCT OF Delhi,CHANDNI CHOWK,U05,1
VIJAY SHANKER CHAUBEY,Independent,1829,NCT OF Delhi,CHANDNI CHOWK,U05,1
ABDUL AMIR AMIRO,Independent,1765,NCT OF Delhi,CHANDNI CHOWK,U05,1
AJAY KUMAR KHEMKA,Kalyankari Jantantrik Party,1643,NCT OF Delhi,CHANDNI CHOWK,U05,1
JAGMOHAN SINGH BAKSHI,Atulya Bharat Party,1553,NCT OF Delhi,CHANDNI CHOWK,U05,1
GAGAN RASTOGI,Independent,1424,NCT OF Delhi,CHANDNI CHOWK,U05,1
BIR SINGH SONI,Independent,881,NCT OF Delhi,CHANDNI CHOWK,U05,1
SURENDER SINGH,Independent,789,NCT OF Delhi,CHANDNI CHOWK,U05,1
BALRAM BARI,Independent,602,NCT OF Delhi,CHANDNI CHOWK,U05,1
MUSARRAT JAHAN,Rashtriya Janmorcha,592,NCT OF Delhi,CHANDNI CHOWK,U05,1
MOHD. MURSALEEM,Peace Party,538,NCT OF Delhi,CHANDNI CHOWK,U05,1
RASHMI KASHYAP,Bhartiya Pragatisheel Congress,538,NCT OF Delhi,CHANDNI CHOWK,U05,1
DHAN RAJ CHAUHAN,Naya Daur Party,308,NCT OF Delhi,CHANDNI CHOWK,U05,1
JAGJEET SINGH,Bharatiya Gaon Taj Dal,290,NCT OF Delhi,CHANDNI CHOWK,U05,1
ALTAF HUSAIN,Bhartiya Janta Dal (Integrated),272,NCT OF Delhi,CHANDNI CHOWK,U05,1
