"AC Name","State","male 18-19","female 18-19","others 18-19","total 18-19","gender roll ratio","electors with EPIC","EPIC percent","electors with photo","PER Percent","male above 18","female above 18","others above 18","total above 18"
"Kandivali East","Maharashtra",1995,1173,0,3168,"774 ","217005 ",86.00,"208407 ",83.00,141450,109452,0,250902
"Charkop","Maharashtra",1774,1179,0,2953,"802 ","231168 ",79.00,"217302 ",74.00,162133,130008,0,292141
"Malad West","Maharashtra",1902,1287,0,3189,"846 ","234106 ",83.00,"224087 ",79.00,152443,128917,1,281361
"Goregaon","Maharashtra",1858,1119,0,2977,"791 ","243359 ",75.00,"227465 ",70.00,179763,142140,0,321903
"Versova","Maharashtra",1505,1034,0,2539,"797 ","193789 ",68.00,"158620 ",56.00,157005,125116,0,282121
"Andheri West","Maharashtra",1762,1296,0,3058,"869 ","226122 ",77.00,"204136 ",69.00,157040,136389,0,293429
"Andheri East","Maharashtra",1582,1084,0,2666,"808 ","235135 ",86.00,"227902 ",83.00,151070,122008,0,273078
"Vile parle","Maharashtra",1315,940,0,2255,"879 ","226166 ",83.00,"212186 ",78.00,143819,126355,0,270174
"Chandivali","Maharashtra",1966,1112,0,3078,"685 ","301751 ",75.00,"279271 ",70.00,236600,162133,0,398733
"Ghatkopar West","Maharashtra",1912,1199,0,3111,"779 ","236863 ",82.00,"217214 ",75.00,161489,125806,50,287345
"Ghatkopar East","Maharashtra",1927,1295,0,3222,"865 ","212127 ",89.00,"202680 ",85.00,127493,110317,0,237810
"Mankhurd shivaji Nagar","Maharashtra",2106,959,0,3065,"687 ","211907 ",72.00,"191383 ",65.00,173596,119244,0,292840
"Anushakti Nagar","Maharashtra",2295,1411,0,3706,"805 ","209196 ",77.00,"191108 ",70.00,149565,120456,0,270021
"Chembur","Maharashtra",1836,1183,0,3019,"851 ","217407 ",81.00,"195283 ",73.00,143646,122180,2,265828
"Kurla","Maharashtra",1729,1050,0,2779,"767 ","221173 ",79.00,"200383 ",72.00,156657,120096,3,276756
"Kalina","Maharashtra",1527,985,0,2512,"792 ","208464 ",85.00,"195698 ",80.00,136218,107932,0,244150
"Vandre East","Maharashtra",1360,851,0,2211,"802 ","205916 ",81.00,"185922 ",73.00,140252,112429,0,252681
"Vandre West","Maharashtra",1451,1146,0,2597,"918 ","238757 ",94.00,"232368 ",91.00,132324,121442,1,253767
"Dharavi","Maharashtra",2296,1341,0,3637,"726 ","197377 ",86.00,"193519 ",84.00,132067,95851,0,227918
"Sion koliwada","Maharashtra",1691,1053,0,2744,"744 ","205989 ",85.00,"199368 ",82.00,138444,102967,0,241411
"Wadala","Maharashtra",4043,3091,0,7134,"886 ","177219 ",97.00,"173337 ",94.00,96795,85726,0,182521
"Mahim","Maharashtra",1312,1060,0,2372,"948 ","200004 ",90.00,"189397 ",85.00,113116,107192,18,220326
"Worli","Maharashtra",1410,915,0,2325,"767 ","230362 ",92.00,"228265 ",91.00,140967,108051,0,249018
"Shivadi","Maharashtra",1562,1092,0,2654,"793 ","228758 ",88.00,"222106 ",86.00,143523,113751,0,257274
"Byculla","Maharashtra",1746,1190,0,2936,"823 ","206650 ",96.00,"206077 ",96.00,117013,96260,7,213280
"Malabar hill","Maharashtra",1524,1155,0,2679,"876 ","228768 ",87.00,"225670 ",86.00,139619,122354,0,261973
"Mumbadevi","Maharashtra",1386,1005,0,2391,"773 ","193799 ",86.00,"192481 ",85.00,127038,98240,8,225286
"Colaba","Maharashtra",1274,791,0,2065,"696 ","201438 ",87.00,"199353 ",86.00,135870,94515,0,230385
"Panvel","Maharashtra",4076,2876,0,6952,"866 ","309250 ",87.00,"298840 ",84.00,189704,164283,1,353988
"Karjat","Maharashtra",3228,2028,0,5256,"910 ","226873 ",96.00,"225119 ",96.00,122516,111434,0,233950
"Uran","Maharashtra",2792,1927,0,4719,"949 ","233739 ",95.00,"231400 ",94.00,125380,118973,0,244353
"Pen","Maharashtra",3288,2142,0,5430,"954 ","260015 ",94.00,"257211 ",93.00,141110,134593,0,275703
"Alibag","Maharashtra",3149,2219,0,5368,"983 ","259394 ",96.00,"255798 ",94.00,136176,133847,0,270023
"Shrivardhan","Maharashtra",2903,1917,0,4820,"1042 ","226354 ",96.00,"225675 ",96.00,114307,119105,0,233412
"Mahad","Maharashtra",2991,1780,0,4771,"991 ","243718 ",94.00,"240375 ",93.00,129694,128514,0,258208
"Junnar","Maharashtra",2187,1239,0,3426,"920 ","263800 ",99.00,"263698 ",99.00,137692,126613,0,264305
"Ambegaon","Maharashtra",2107,1098,0,3205,"904 ","251888 ",99.00,"251533 ",99.00,132927,120200,0,253127
"Khed alandi","Maharashtra",2187,1056,0,3243,"887 ","264440 ",99.00,"264354 ",99.00,140514,124668,0,265182
"Shirur","Maharashtra",2695,1204,0,3899,"890 ","281452 ",96.00,"279140 ",95.00,154377,137321,0,291698
"Daund","Maharashtra",2199,1210,0,3409,"889 ","242132 ",95.00,"241283 ",94.00,134585,119612,0,254197
"Indapur","Maharashtra",2699,1466,0,4165,"882 ","254915 ",96.00,"253827 ",96.00,140274,123713,0,263987
"Baramati","Maharashtra",2373,1020,0,3393,"898 ","292873 ",99.00,"292858 ",99.00,154552,138745,0,293297
"Purandar","Maharashtra",1127,448,0,1575,"884 ","266128 ",97.00,"266055 ",97.00,144870,128087,0,272957
"Bhor","Maharashtra",2920,1371,0,4291,"873 ","295391 ",98.00,"294933 ",98.00,159743,139482,0,299225
"Maval","Maharashtra",2257,1319,0,3576,"914 ","265396 ",98.00,"265078 ",98.00,140179,128173,0,268352
"Chinchwad","Maharashtra",2971,1921,0,4892,"846 ","348671 ",80.00,"345735 ",79.00,234456,198403,1,432860
"Pimpri","Maharashtra",2020,1367,0,3387,"875 ","261475 ",73.00,"255478 ",71.00,189779,166049,0,355828
"Bhosari","Maharashtra",2870,1744,0,4614,"795 ","276096 ",85.00,"273376 ",84.00,179604,142708,0,322312
"VADGAON SHERI","Maharashtra",1660,914,0,2574,"898 ","293792 ",79.00,"290860 ",79.00,193561,173863,0,367424
"Shivajinagar","Maharashtra",1365,864,0,2229,"955 ","223441 ",85.00,"218416 ",83.00,133423,127431,0,260854
"Kothrud","Maharashtra",1718,1184,0,2902,"909 ","262076 ",84.00,"257576 ",82.00,162880,148029,0,310909
"Khadakwasala","Maharashtra",2501,1754,0,4255,"894 ","295287 ",78.00,"293554 ",78.00,197779,176789,0,374568
"Parvati","Maharashtra",2000,1217,0,3217,"924 ","265356 ",84.00,"262721 ",84.00,162262,149985,0,312247
"Hadapsar","Maharashtra",2109,1184,0,3293,"871 ","289252 ",79.00,"284380 ",77.00,195276,170107,0,365383
"Pune cantonment","Maharashtra",1158,682,0,1840,"937 ","214953 ",80.00,"208423 ",78.00,137104,128513,0,265617
"Kasba peth","Maharashtra",1190,686,0,1876,"990 ","238002 ",93.00,"233220 ",91.00,127841,126548,0,254389
"Akole","Maharashtra",3300,1951,0,5251,"883 ","229061 ",99.00,"228801 ",99.00,122675,108261,0,230936
"Sangamner","Maharashtra",3418,2166,0,5584,"908 ","241258 ",98.00,"240657 ",97.00,129038,117127,0,246165
"Shirdi","Maharashtra",3718,2194,0,5912,"912 ","239720 ",99.00,"239518 ",99.00,126470,115376,0,241846
"Kopargaon","Maharashtra",3508,2128,0,5636,"919 ","236635 ",99.00,"236607 ",99.00,123578,113531,0,237109
"Shrirampur","Maharashtra",2876,1529,0,4405,"912 ","258206 ",99.00,"258142 ",99.00,135215,123262,0,258477
"Nevasa","Maharashtra",2742,1137,0,3879,"876 ","229429 ",98.00,"228768 ",98.00,124115,108781,0,232896
"Shevgaon","Maharashtra",4139,2206,0,6345,"894 ","301780 ",99.00,"301331 ",99.00,160603,143577,0,304180
"Rahuri","Maharashtra",3527,1969,0,5496,"882 ","259942 ",98.00,"259249 ",98.00,140121,123593,0,263714
"Parner","Maharashtra",3545,1959,0,5504,"896 ","281899 ",99.00,"281195 ",98.00,150091,134546,0,284637
"Ahmednagar City","Maharashtra",2187,1405,0,3592,"911 ","244129 ",97.00,"242713 ",96.00,131268,119621,11,250900
"Shrigonda","Maharashtra",2883,1359,0,4242,"879 ","280052 ",98.00,"279551 ",98.00,150569,132416,0,282985
"Karjat jamkhed","Maharashtra",3491,1832,0,5323,"866 ","282736 ",98.00,"282059 ",98.00,153160,132706,0,285866
"Georai","Maharashtra",3196,1603,0,4799,"867 ","296032 ",97.00,"294352 ",97.00,162341,140802,0,303143
"Majalgaon","Maharashtra",3113,1516,0,4629,"865 ","274093 ",96.00,"272300 ",95.00,152116,131631,0,283747
"Beed","Maharashtra",2758,1194,0,3952,"846 ","265865 ",96.00,"264294 ",95.00,149194,126290,0,275484
"Ashti","Maharashtra",4539,2155,0,6694,"850 ","324499 ",98.00,"322971 ",97.00,178399,151672,0,330071
"Kaij","Maharashtra",2529,1297,0,3826,"874 ","303030 ",96.00,"301192 ",95.00,167644,146525,0,314169
"Parli","Maharashtra",2569,1286,0,3855,"861 ","259252 ",98.00,"258828 ",98.00,141468,121747,0,263215
"Latur Rural","Maharashtra",2719,1226,0,3945,"868 ","273065 ",96.00,"271072 ",95.00,151945,131823,0,283768
"Latur City","Maharashtra",2795,1413,0,4208,"875 ","285240 ",90.00,"283018 ",89.00,168486,147429,0,315915
"Ahmadpur","Maharashtra",3366,1350,0,4716,"854 ","271412 ",97.00,"271272 ",97.00,149921,128097,0,278018
"Udgir","Maharashtra",2522,1179,0,3701,"859 ","258332 ",98.00,"257910 ",98.00,140668,120900,0,261568
"Nilanga","Maharashtra",2761,1154,0,3915,"869 ","270607 ",98.00,"269847 ",98.00,147088,127809,0,274897
"Ausa","Maharashtra",2516,945,0,3461,"866 ","247573 ",99.00,"247497 ",99.00,133208,115349,0,248557
"Umarga","Maharashtra",4261,2043,0,6304,"862 ","264165 ",96.00,"263106 ",96.00,146341,126153,0,272494
"Tuljapur","Maharashtra",2421,1078,0,3499,"841 ","307111 ",97.00,"305332 ",96.00,171897,144535,7,316439
"Osmanabad","Maharashtra",2663,1035,0,3698,"858 ","294139 ",94.00,"292335 ",94.00,166704,142954,1,309659
"Paranda","Maharashtra",4230,2287,0,6517,"851 ","272791 ",96.00,"270010 ",95.00,152765,129940,0,282705
"Karmala","Maharashtra",1769,920,0,2689,"861 ","255729 ",96.00,"254658 ",95.00,143061,123220,0,266281
"Madha","Maharashtra",3566,1647,0,5213,"862 ","282989 ",98.00,"282756 ",98.00,153781,132611,0,286392
"Barshi","Maharashtra",2413,1374,0,3787,"893 ","272648 ",98.00,"271386 ",97.00,146745,131060,0,277805
"Mohol","Maharashtra",2904,1308,0,4212,"872 ","266978 ",96.00,"266237 ",95.00,148224,129215,0,277439
"Solapur City North","Maharashtra",2386,1490,0,3876,"947 ","236785 ",92.00,"233238 ",90.00,131641,124704,0,256345
"Solapur City central","Maharashtra",2296,1384,0,3680,"950 ","242886 ",93.00,"238087 ",91.00,133868,127115,0,260983
"Akkalkot","Maharashtra",2026,908,0,2934,"913 ","289481 ",93.00,"285853 ",92.00,162065,147953,0,310018
"Solapur South","Maharashtra",2666,1465,0,4131,"867 ","249679 ",90.00,"245390 ",88.00,148623,128803,0,277426
"Pandharpur","Maharashtra",3761,1975,0,5736,"884 ","278289 ",98.00,"277993 ",98.00,150007,132655,0,282662
"Sangola","Maharashtra",3116,1311,0,4427,"874 ","255131 ",98.00,"254743 ",98.00,138522,121121,0,259643
"Malshiras","Maharashtra",2605,1272,0,3877,"895 ","276908 ",97.00,"276527 ",97.00,149805,134002,0,283807
"Phaltan","Maharashtra",1832,855,0,2687,"918 ","286166 ",96.00,"285686 ",96.00,153961,141285,0,295246
"Wai","Maharashtra",2252,1198,0,3450,"960 ","296090 ",97.00,"295451 ",97.00,155058,148817,0,303875
"Koregaon","Maharashtra",1528,660,0,2188,"936 ","264314 ",94.00,"263553 ",93.00,144919,135648,0,280567
"Man","Maharashtra",2810,1300,0,4110,"928 ","293453 ",97.00,"292850 ",97.00,156077,144780,0,300857
"Karad North","Maharashtra",2037,987,0,3024,"946 ","260871 ",97.00,"260290 ",97.00,137494,130000,0,267494
"Karad South","Maharashtra",2304,1265,0,3569,"919 ","255054 ",95.00,"253018 ",94.00,139662,128296,0,267958
"Patan","Maharashtra",2583,1532,0,4115,"967 ","266725 ",98.00,"266447 ",97.00,138353,133772,0,272125
"Satara","Maharashtra",1869,925,0,2794,"978 ","281166 ",93.00,"277237 ",92.00,152171,148797,0,300968
"Dapoli","Maharashtra",2291,1440,0,3731,"1138 ","250896 ",98.00,"250626 ",98.00,119205,135663,0,254868
"Guhagar","Maharashtra",2370,1476,0,3846,"1158 ","217106 ",98.00,"216873 ",97.00,102591,118803,0,221394
"Chiplun","Maharashtra",1994,1185,0,3179,"1048 ","238645 ",98.00,"238132 ",98.00,118302,123930,0,242232
"Ratnagiri","Maharashtra",2496,1734,0,4230,"1036 ","247871 ",97.00,"247295 ",97.00,125214,129682,0,254896
"Rajapur","Maharashtra",1821,1217,0,3038,"1188 ","220593 ",97.00,"220061 ",96.00,103746,123240,0,226986
"Kankavli","Maharashtra",2452,1528,0,3980,"1050 ","211018 ",97.00,"210485 ",97.00,105541,110827,0,216368
"Kudal","Maharashtra",1681,1113,0,2794,"1028 ","187718 ",95.00,"186752 ",94.00,96935,99672,0,196607
"Sawantwadi","Maharashtra",1686,1082,0,2768,"985 ","207173 ",98.00,"206536 ",97.00,106179,104597,0,210776
"Chandgad","Maharashtra",3439,1903,0,5342,"978 ","289765 ",99.00,"289574 ",99.00,147796,144499,0,292295
"Radhanagari","Maharashtra",2773,1471,0,4244,"913 ","301430 ",99.00,"301405 ",99.00,157734,143974,0,301708
"Kagal","Maharashtra",3439,1558,0,4997,"950 ","291658 ",99.00,"291644 ",99.00,150008,142454,0,292462
"Kolhapur South","Maharashtra",2389,983,0,3372,"921 ","278135 ",95.00,"277258 ",94.00,152217,140157,0,292374
"Karvir","Maharashtra",3557,1218,0,4775,"892 ","277516 ",99.00,"276657 ",98.00,148077,132095,0,280172
"Kolhapur North","Maharashtra",1514,782,0,2296,"969 ","249615 ",94.00,"248971 ",94.00,134029,129823,0,263852
"Shahuwadi","Maharashtra",3626,1420,0,5046,"919 ","261618 ",99.00,"261540 ",99.00,136689,125605,0,262294
"Hatkanangle","Maharashtra",2787,917,0,3704,"921 ","291046 ",97.00,"289747 ",97.00,154667,142388,0,297055
"Ichalkaranji","Maharashtra",2092,908,0,3000,"899 ","261033 ",99.00,"260896 ",99.00,138517,124465,34,263016
"Shirol","Maharashtra",3033,1136,0,4169,"932 ","274128 ",97.00,"273982 ",97.00,144870,135082,0,279952
"Miraj","Maharashtra",1457,610,0,2067,"920 ","263620 ",92.00,"261015 ",91.00,148722,136885,0,285607
"Sangli","Maharashtra",1671,804,0,2475,"950 ","268855 ",86.00,"266009 ",85.00,158740,150866,10,309616
"Islampur","Maharashtra",2177,922,0,3099,"919 ","231148 ",96.00,"230284 ",95.00,125113,114986,0,240099
"Shirala","Maharashtra",2954,1149,0,4103,"917 ","264093 ",98.00,"263257 ",98.00,139543,127964,0,267507
"Palus-Kadegaon","Maharashtra",3168,1864,0,5032,"940 ","243334 ",99.00,"243111 ",99.00,126108,118513,0,244621
"Khanapur","Maharashtra",2605,1270,0,3875,"915 ","280745 ",98.00,"280199 ",98.00,148421,135808,0,284229
"Tasgaon-Kavathe Mahankal","Maharashtra",1925,615,0,2540,"908 ","247379 ",98.00,"246535 ",97.00,131975,119809,0,251784
"Jath","Maharashtra",2178,967,0,3145,"870 ","222171 ",96.00,"220284 ",95.00,123502,107493,0,230995
"Khundrakpam (GEN)","Manipur",289,229,0,518,"944 ","23532 ",100.00,"23532 ",100.00,12105,11427,0,23532
"Heingang (GEN)","Manipur",367,412,0,779,"1045 ","28000 ",98.00,"28291 ",100.00,13831,14460,0,28291
"Khurai (GEN)","Manipur",212,254,0,466,"1070 ","29092 ",100.00,"29092 ",100.00,14053,15039,0,29092
"Kshetrigao","Manipur",345,354,0,699,"1066 ","29722 ",100.00,"29722 ",100.00,14386,15336,0,29722
"Thongju","Manipur",99,115,0,214,"1082 ","27994 ",100.00,"27994 ",100.00,13443,14551,0,27994
"Keirao","Manipur",275,283,0,558,"1066 ","25048 ",100.00,"25048 ",100.00,12122,12926,0,25048
"Andro","Manipur",354,364,0,718,"1046 ","29254 ",100.00,"29254 ",100.00,14299,14955,0,29254
"Lamlai","Manipur",173,174,0,347,"978 ","24557 ",100.00,"24557 ",100.00,12412,12145,0,24557
"Thangmeiband","Manipur",256,204,0,460,"1097 ","26064 ",99.00,"26187 ",100.00,12490,13697,0,26187
"Uripok","Manipur",238,227,0,465,"1105 ","21414 ",99.00,"21545 ",100.00,10234,11311,0,21545
"Sagolband","Manipur",187,183,0,370,"1112 ","21698 ",99.00,"21821 ",100.00,10332,11489,0,21821
"Keishamthong","Manipur",217,224,0,441,"1134 ","24932 ",99.00,"25072 ",100.00,11751,13321,0,25072
"Singjamei","Manipur",154,156,0,310,"1125 ","18528 ",99.00,"18636 ",100.00,8768,9868,0,18636
"Yaiskul","Manipur",197,195,0,392,"1145 ","23692 ",100.00,"23692 ",100.00,11046,12646,0,23692
"Wangkhei","Manipur",295,252,0,547,"1078 ","31706 ",100.00,"31706 ",100.00,15257,16449,0,31706
"Sekmai","Manipur",335,307,0,642,"999 ","24702 ",99.00,"24839 ",100.00,12423,12416,0,24839
"Lamsang","Manipur",287,272,0,559,"987 ","27907 ",99.00,"28013 ",100.00,14097,13916,0,28013
"Konthoujam","Manipur",122,121,0,243,"1019 ","25948 ",99.00,"26051 ",100.00,12905,13146,0,26051
"Patsoi","Manipur",378,305,0,683,"1068 ","31143 ",99.00,"31317 ",100.00,15145,16172,0,31317
"Langthabal","Manipur",298,349,0,647,"1064 ","24663 ",99.00,"24831 ",100.00,12029,12802,0,24831
"Naoriya pakhanglakpa","Manipur",410,493,0,903,"1058 ","30557 ",99.00,"30738 ",100.00,14933,15805,0,30738
"Wangoi","Manipur",486,482,0,968,"1039 ","26077 ",99.00,"26312 ",100.00,12907,13405,0,26312
"Mayang imphal","Manipur",188,236,0,424,"1057 ","26711 ",99.00,"26840 ",100.00,13050,13790,0,26840
"Nambol","Manipur",475,443,0,918,"1041 ","28677 ",99.00,"28812 ",100.00,14117,14695,0,28812
"Oinam","Manipur",258,266,0,524,"1052 ","24480 ",99.00,"24580 ",100.00,11980,12600,0,24580
"Bishnupur","Manipur",232,271,0,503,"1061 ","27451 ",99.00,"27515 ",100.00,13353,14162,0,27515
"Moirang","Manipur",273,157,0,430,"1017 ","31601 ",99.00,"31683 ",100.00,15710,15973,0,31683
"Thanga","Manipur",86,82,0,168,"984 ","18979 ",99.00,"19020 ",100.00,9587,9433,0,19020
"Kumbi","Manipur",146,142,0,288,"995 ","23979 ",99.00,"24030 ",100.00,12045,11985,0,24030
"Lilong","Manipur",287,263,0,550,"1046 ","28275 ",99.00,"28390 ",100.00,13876,14514,0,28390
"Thoubal","Manipur",220,220,0,440,"1041 ","27331 ",99.00,"27473 ",100.00,13458,14015,0,27473
"Wangkhem","Manipur",373,372,0,745,"997 ","27405 ",99.00,"27584 ",100.00,13810,13774,0,27584
"Heirok","Manipur",312,332,0,644,"1038 ","27662 ",99.00,"27839 ",100.00,13657,14182,0,27839
"Wangjing tentha","Manipur",358,463,0,821,"1079 ","29945 ",99.00,"30172 ",100.00,14513,15659,0,30172
"Khangabok","Manipur",364,436,0,800,"1104 ","31889 ",99.00,"32117 ",100.00,15266,16851,0,32117
"Wabgai","Manipur",250,281,0,531,"1107 ","26489 ",99.00,"26596 ",100.00,12622,13974,0,26596
"Kakching","Manipur",190,177,0,367,"1055 ","25096 ",100.00,"25096 ",100.00,12215,12881,0,25096
"Hiyanglam","Manipur",240,247,0,487,"1020 ","23720 ",100.00,"23720 ",100.00,11741,11979,0,23720
"Sugnu","Manipur",373,351,0,724,"1012 ","24504 ",99.00,"24627 ",100.00,12243,12384,0,24627
"Jiribam","Manipur",436,376,0,812,"940 ","25435 ",99.00,"25619 ",100.00,13205,12414,0,25619
"Chandel (st)","Manipur",501,506,0,1007,"1071 ","41107 ",100.00,"41107 ",100.00,19847,21260,0,41107
"Tengnoupal (st)","Manipur",634,640,0,1274,"1012 ","42587 ",100.00,"42587 ",100.00,21170,21417,0,42587
"Phungyar (st)","Manipur",403,351,0,754,"988 ","25942 ",100.00,"25942 ",100.00,13051,12891,0,25942
"Ukhrul (st)","Manipur",488,547,0,1035,"1028 ","34058 ",99.00,"34306 ",100.00,16913,17393,0,34306
"Chingai (st)","Manipur",514,586,0,1100,"1042 ","35412 ",100.00,"35412 ",100.00,17344,18068,0,35412
"Saikul (st)","Manipur",394,373,0,767,"1045 ","33560 ",99.00,"33718 ",100.00,16490,17228,0,33718
"Karong (st)","Manipur",914,855,0,1769,"947 ","49485 ",98.00,"50050 ",100.00,25711,24339,0,50050
"Mao (st)","Manipur",1257,1155,0,2412,"1045 ","51216 ",98.00,"51785 ",100.00,25328,26457,0,51785
"Tadubi (st)","Manipur",551,467,0,1018,"953 ","42887 ",100.00,"42887 ",100.00,21965,20922,0,42887
"Kangpokpi (Gen)","Manipur",341,295,0,636,"972 ","27242 ",99.00,"27403 ",100.00,13893,13510,0,27403
"Saitu (ST)","Manipur",333,332,0,665,"1028 ","37192 ",99.00,"37404 ",100.00,18446,18958,0,37404
"Tamei (ST)","Manipur",361,446,0,807,"1036 ","31157 ",99.00,"31391 ",100.00,15417,15974,0,31391
"Tamenglong (ST)","Manipur",397,438,0,835,"1028 ","27488 ",100.00,"27488 ",100.00,13554,13934,0,27488
"Nungba (ST)","Manipur",433,488,0,921,"1050 ","22164 ",99.00,"22352 ",100.00,10906,11446,0,22352
"Tipaimukh (st)","Manipur",103,112,0,215,"966 ","16578 ",100.00,"16578 ",100.00,8431,8147,0,16578
"Thanlon (ST)","Manipur",62,76,0,138,"987 ","16958 ",100.00,"16958 ",100.00,8533,8425,0,16958
"Henglep (ST)","Manipur",145,145,0,290,"1037 ","26532 ",100.00,"26532 ",100.00,13023,13509,0,26532
"Churachandpur (ST)","Manipur",550,507,0,1057,"1110 ","47097 ",99.00,"47340 ",100.00,22437,24903,0,47340
"Saikot (ST)","Manipur",630,553,0,1183,"1064 ","44893 ",100.00,"44893 ",100.00,21750,23143,0,44893
"Singhat (ST)","Manipur",98,105,0,203,"1022 ","22909 ",100.00,"22909 ",100.00,11328,11581,0,22909
"Nartiang","Meghalaya",694,626,0,1320,"1036 ","31077 ",100.00,"31077 ",100.00,15266,15811,0,31077
"Jowai","Meghalaya",836,791,0,1627,"1136 ","29685 ",100.00,"29685 ",100.00,13900,15785,0,29685
"Raliang","Meghalaya",916,844,0,1760,"1088 ","27364 ",100.00,"27364 ",100.00,13107,14257,0,27364
"Mowkaiaw","Meghalaya",810,719,0,1529,"1009 ","26490 ",100.00,"26490 ",100.00,13187,13303,0,26490
"Sutnga Saipung","Meghalaya",808,707,0,1515,"992 ","32606 ",100.00,"32606 ",100.00,16365,16241,0,32606
"Khliehriat","Meghalaya",891,883,0,1774,"1067 ","32657 ",100.00,"32657 ",100.00,15797,16860,0,32657
"Amlarem","Meghalaya",566,507,0,1073,"1028 ","27872 ",100.00,"27872 ",100.00,13747,14125,0,27872
"Mawhati","Meghalaya",676,637,0,1313,"965 ","26267 ",100.00,"26267 ",100.00,13369,12898,0,26267
"Nongpoh","Meghalaya",563,534,0,1097,"1043 ","24746 ",100.00,"24746 ",100.00,12110,12636,0,24746
"Jirang","Meghalaya",612,512,0,1124,"933 ","29438 ",100.00,"29438 ",100.00,15232,14206,0,29438
"Umsning","Meghalaya",597,481,0,1078,"986 ","25536 ",100.00,"25536 ",100.00,12859,12677,0,25536
"Umroi","Meghalaya",475,477,0,952,"1004 ","20978 ",100.00,"20978 ",100.00,10470,10508,0,20978
"Mawryngkneng","Meghalaya",593,612,0,1205,"1077 ","26371 ",100.00,"26371 ",100.00,12696,13675,0,26371
"Pynthorumkhrah","Meghalaya",507,462,0,969,"1087 ","25996 ",100.00,"25996 ",100.00,12459,13537,0,25996
"Mawlai","Meghalaya",719,764,0,1483,"1200 ","35521 ",100.00,"35521 ",100.00,16149,19372,0,35521
"East Shillong","Meghalaya",294,253,0,547,"1123 ","22156 ",100.00,"22156 ",100.00,10437,11719,0,22156
"North Shillong","Meghalaya",530,532,0,1062,"1050 ","24770 ",100.00,"24770 ",100.00,12083,12687,0,24770
"West Shillong","Meghalaya",511,466,0,977,"1027 ","23709 ",100.00,"23709 ",100.00,11694,12015,0,23709
"South Shillong","Meghalaya",382,302,0,684,"998 ","28616 ",100.00,"28616 ",100.00,14321,14295,0,28616
"Mylliem","Meghalaya",833,856,0,1689,"1198 ","26486 ",100.00,"26486 ",100.00,12052,14434,0,26486
"Nongthymmai","Meghalaya",469,413,0,882,"1142 ","29421 ",100.00,"29421 ",100.00,13737,15684,0,29421
"Nongkrem","Meghalaya",498,491,0,989,"1127 ","27033 ",100.00,"27033 ",100.00,12708,14325,0,27033
"Sohiong","Meghalaya",648,588,0,1236,"1028 ","24347 ",100.00,"24347 ",100.00,12003,12344,0,24347
"Mawphlang","Meghalaya",508,546,0,1054,"1107 ","24809 ",100.00,"24809 ",100.00,11776,13033,0,24809
"Mawsynram","Meghalaya",482,425,0,907,"1003 ","26119 ",100.00,"26119 ",100.00,13039,13080,0,26119
"Shella","Meghalaya",524,447,0,971,"1009 ","21503 ",100.00,"21503 ",100.00,10706,10797,0,21503
"Pynursla","Meghalaya",611,551,0,1162,"1064 ","28935 ",100.00,"28935 ",100.00,14017,14918,0,28935
"Sohra","Meghalaya",589,651,0,1240,"1083 ","21199 ",100.00,"21199 ",100.00,10176,11023,0,21199
"Mawkynrew","Meghalaya",556,572,0,1128,"1028 ","26591 ",100.00,"26591 ",100.00,13114,13477,0,26591
"Mairang","Meghalaya",692,630,0,1322,"1025 ","29226 ",100.00,"29226 ",100.00,14430,14796,0,29226
"Mawthadraishan","Meghalaya",707,750,0,1457,"1035 ","29576 ",100.00,"29576 ",100.00,14533,15043,0,29576
"Nongstoin","Meghalaya",597,631,0,1228,"1034 ","27601 ",100.00,"27601 ",100.00,13571,14030,0,27601
"Rambrai Jyrngam","Meghalaya",450,468,0,918,"967 ","26175 ",100.00,"26175 ",100.00,13308,12867,0,26175
"Mawshynrut","Meghalaya",538,502,0,1040,"950 ","27090 ",100.00,"27090 ",100.00,13891,13199,0,27090
"Ranikor","Meghalaya",591,552,0,1143,"957 ","25355 ",100.00,"25355 ",100.00,12954,12401,0,25355
"Mawkyrwat","Meghalaya",587,529,0,1116,"1031 ","25637 ",100.00,"25637 ",100.00,12625,13012,0,25637
"Kharkutta","Meghalaya",640,523,0,1163,"954 ","30292 ",100.00,"30292 ",100.00,15499,14793,0,30292
"Mendipathar","Meghalaya",440,423,0,863,"976 ","21004 ",100.00,"21004 ",100.00,10629,10375,0,21004
"Resubelpara","Meghalaya",459,409,0,868,"980 ","21401 ",100.00,"21401 ",100.00,10810,10591,0,21401
"Bajengdoba","Meghalaya",624,544,0,1168,"945 ","23594 ",100.00,"23594 ",100.00,12128,11466,0,23594
"Songsak","Meghalaya",353,290,0,643,"924 ","22997 ",100.00,"22997 ",100.00,11953,11044,0,22997
"Rongjeng","Meghalaya",285,268,0,553,"947 ","24423 ",100.00,"24423 ",100.00,12545,11878,0,24423
"William Nagar","Meghalaya",296,282,0,578,"904 ","27496 ",100.00,"27496 ",100.00,14445,13051,0,27496
"Raksamgre","Meghalaya",467,440,0,907,"1026 ","22448 ",100.00,"22448 ",100.00,11078,11370,0,22448
"Tikrikila","Meghalaya",485,422,0,907,"1023 ","25823 ",100.00,"25823 ",100.00,12764,13059,0,25823
"Phulbari","Meghalaya",478,333,0,811,"969 ","23243 ",100.00,"23243 ",100.00,11802,11441,0,23243
