"AC Name","State","male 18-19","female 18-19","others 18-19","total 18-19","gender roll ratio","electors with EPIC","EPIC percent","electors with photo","PER Percent","male above 18","female above 18","others above 18","total above 18"
"Thanjavur","Tamil Nadu",2489,1936,0,4425,"1043 ","241048 ",100.00,"241048 ",100.00,117970,123078,0,241048
"Orathanadu","Tamil Nadu",2636,1835,0,4471,"1001 ","211099 ",100.00,"211099 ",100.00,105480,105619,0,211099
"Pattukkottai","Tamil Nadu",2696,1758,0,4454,"1065 ","210470 ",100.00,"210470 ",100.00,101899,108562,9,210470
"Peravurani","Tamil Nadu",2311,1444,0,3755,"1005 ","190444 ",100.00,"190444 ",100.00,95001,95443,0,190444
"Gandharvakottai","Tamil Nadu",2308,1330,0,3638,"948 ","172055 ",100.00,"172055 ",100.00,88312,83740,3,172055
"Viralimalai","Tamil Nadu",2901,1852,0,4753,"979 ","185135 ",100.00,"185135 ",100.00,93555,91578,2,185135
"Pudukkottai","Tamil Nadu",3040,2344,0,5384,"1009 ","207177 ",100.00,"207177 ",100.00,103099,104072,6,207177
"Thirumayam","Tamil Nadu",2515,1717,0,4232,"1020 ","193921 ",100.00,"193921 ",100.00,96008,97913,0,193921
"Alangudi","Tamil Nadu",2046,1186,0,3232,"994 ","185725 ",100.00,"185725 ",100.00,93157,92568,0,185725
"Aranthangi","Tamil Nadu",2185,1377,0,3562,"984 ","191916 ",100.00,"191916 ",100.00,96716,95200,0,191916
"Karaikudi","Tamil Nadu",3260,2440,0,5700,"1006 ","263243 ",100.00,"263243 ",100.00,131206,132037,0,263243
"Tiruppattur","Tamil Nadu",3641,2567,0,6208,"1015 ","249579 ",100.00,"249579 ",100.00,123863,125716,0,249579
"Sivaganga","Tamil Nadu",3710,2520,0,6230,"1006 ","251767 ",100.00,"251767 ",100.00,125537,126230,0,251767
"Manamadurai","Tamil Nadu",3181,2356,0,5537,"994 ","238029 ",100.00,"238029 ",100.00,119369,118660,0,238029
"Melur","Tamil Nadu",3055,1985,0,5040,"1013 ","223165 ",100.00,"223165 ",100.00,110873,112292,0,223165
"Madurai East","Tamil Nadu",3746,2907,0,6653,"1008 ","261490 ",100.00,"261490 ",100.00,130221,131255,14,261490
"Sholavandan","Tamil Nadu",2661,1824,0,4485,"1013 ","197753 ",100.00,"197753 ",100.00,98217,99534,2,197753
"Madurai North","Tamil Nadu",2459,2074,0,4533,"1021 ","227598 ",100.00,"227598 ",100.00,112636,114948,14,227598
"Madurai South","Tamil Nadu",2360,1818,0,4178,"1005 ","206945 ",100.00,"206945 ",100.00,103194,103750,1,206945
"Madurai Central","Tamil Nadu",2374,1958,0,4332,"1020 ","222491 ",100.00,"222491 ",100.00,110167,112322,2,222491
"Madurai West","Tamil Nadu",2992,2353,0,5345,"989 ","260463 ",100.00,"260463 ",100.00,130945,129506,12,260463
"Thiruparankundram","Tamil Nadu",2984,2290,0,5274,"994 ","256535 ",100.00,"256535 ",100.00,128644,127880,11,256535
"Thirumangalam","Tamil Nadu",4182,3188,0,7370,"1033 ","248929 ",100.00,"248929 ",100.00,122457,126467,5,248929
"Usilampatti","Tamil Nadu",3785,2437,0,6222,"988 ","255658 ",100.00,"255658 ",100.00,128601,127052,5,255658
"Andipatti","Tamil Nadu",2865,1850,0,4715,"995 ","234502 ",100.00,"234502 ",100.00,117516,116976,10,234502
"Periyakulam","Tamil Nadu",2728,2003,0,4731,"1010 ","231184 ",100.00,"231184 ",100.00,114990,116147,47,231184
"Bodinayakanur","Tamil Nadu",2850,2101,0,4951,"1002 ","238062 ",100.00,"238062 ",100.00,118889,119166,7,238062
"Cumbum","Tamil Nadu",2366,1696,0,4062,"1020 ","240964 ",100.00,"240964 ",100.00,119274,121674,16,240964
"Rajapalayam","Tamil Nadu",2374,1776,1,4151,"1023 ","208755 ",100.00,"208755 ",100.00,103196,105545,14,208755
"Srivilliputhur","Tamil Nadu",2285,1761,0,4046,"1013 ","211667 ",100.00,"211667 ",100.00,105120,106535,12,211667
"Sattur","Tamil Nadu",2856,2076,0,4932,"1026 ","207083 ",100.00,"207083 ",100.00,102189,104882,12,207083
"Sivakasi","Tamil Nadu",2847,2205,1,5053,"1022 ","214554 ",100.00,"214554 ",100.00,106102,108435,17,214554
"Virudhunagar","Tamil Nadu",2389,1839,1,4229,"1011 ","193579 ",100.00,"193579 ",100.00,96247,97300,32,193579
"Aruppukkottai","Tamil Nadu",2646,1975,2,4623,"1029 ","192355 ",100.00,"192355 ",100.00,94804,97541,10,192355
"Tiruchuli","Tamil Nadu",2864,2100,0,4964,"1017 ","195367 ",100.00,"195367 ",100.00,96854,98508,5,195367
"Paramakudi","Tamil Nadu",3146,2261,0,5407,"999 ","231935 ",100.00,"231935 ",100.00,116039,115875,21,231935
"Tiruvadanai","Tamil Nadu",3470,2379,1,5850,"974 ","251541 ",100.00,"251541 ",100.00,127386,124130,25,251541
"Ramanathapuram","Tamil Nadu",3721,2626,0,6347,"993 ","263317 ",100.00,"263317 ",100.00,132124,131183,10,263317
"Mudhukulathur","Tamil Nadu",3884,2667,0,6551,"982 ","283504 ",100.00,"283504 ",100.00,143005,140494,5,283504
"Vilathikulam","Tamil Nadu",2680,2071,0,4751,"1007 ","196950 ",100.00,"196950 ",100.00,98117,98833,0,196950
"Thoothukkudi","Tamil Nadu",3307,2820,0,6127,"1008 ","250213 ",100.00,"250213 ",100.00,124593,125620,0,250213
"Tiruchendur","Tamil Nadu",3213,2667,0,5880,"1039 ","212277 ",100.00,"212277 ",100.00,104117,108160,0,212277
"Srivaikuntam","Tamil Nadu",3051,2373,0,5424,"1014 ","195641 ",100.00,"195641 ",100.00,97124,98517,0,195641
"Ottapidaram","Tamil Nadu",2705,1981,0,4686,"1001 ","199702 ",100.00,"199702 ",100.00,99784,99918,0,199702
"Kovilpatti","Tamil Nadu",2608,1997,0,4605,"1006 ","221845 ",100.00,"221845 ",100.00,110574,111270,1,221845
"Sankarankovil","Tamil Nadu",2907,2358,0,5265,"1022 ","220548 ",100.00,"220548 ",100.00,109051,111497,0,220548
"Vasudevanallur","Tamil Nadu",2751,1981,0,4732,"996 ","211534 ",100.00,"211534 ",100.00,105984,105550,0,211534
"Kadayanallur","Tamil Nadu",3089,2172,0,5261,"982 ","250965 ",100.00,"250965 ",100.00,126624,124340,1,250965
"Tenkasi","Tamil Nadu",3249,2574,0,5823,"1000 ","246310 ",100.00,"246310 ",100.00,123161,123148,1,246310
"Alangulam","Tamil Nadu",3185,2418,0,5603,"1031 ","230253 ",100.00,"230253 ",100.00,113381,116872,0,230253
"Tirunelveli","Tamil Nadu",2897,2245,0,5142,"1011 ","245925 ",100.00,"245925 ",100.00,122271,123646,8,245925
"Ambasamudram","Tamil Nadu",2470,1853,0,4323,"1025 ","219839 ",100.00,"219839 ",100.00,108550,111289,0,219839
"Palayamkottai","Tamil Nadu",2533,1920,0,4453,"1013 ","233974 ",100.00,"233974 ",100.00,116210,117762,2,233974
"Nanguneri","Tamil Nadu",2890,1879,0,4769,"997 ","226937 ",100.00,"226937 ",100.00,113651,113286,0,226937
"Radhapuram","Tamil Nadu",3587,2701,0,6288,"993 ","227284 ",100.00,"227284 ",100.00,114061,113223,0,227284
"Kanniyakumari","Tamil Nadu",3526,2690,0,6216,"978 ","262766 ",100.00,"262766 ",100.00,132806,129950,10,262766
"Nagercoil","Tamil Nadu",2660,2202,0,4862,"1001 ","242230 ",100.00,"242230 ",100.00,121045,121179,6,242230
"Colachel","Tamil Nadu",3265,2366,1,5632,"943 ","241312 ",100.00,"241312 ",100.00,124214,117092,6,241312
"Padmanabhapuram","Tamil Nadu",2643,2208,1,4852,"950 ","216138 ",100.00,"216138 ",100.00,110811,105316,11,216138
"Vilavancode","Tamil Nadu",2819,2219,0,5038,"1007 ","231650 ",100.00,"231650 ",100.00,115438,116195,17,231650
"Killiyoor","Tamil Nadu",3066,2303,2,5371,"971 ","236822 ",100.00,"236822 ",100.00,120124,116684,14,236822
"Simna","Tripura",828,746,0,1574,"992 ","33330 ",100.00,"33330 ",100.00,16733,16597,0,33330
"Mohanpur","Tripura",1226,907,0,2133,"966 ","40924 ",100.00,"40924 ",100.00,20811,20113,0,40924
"Bamutia","Tripura",1142,912,0,2054,"972 ","39426 ",100.00,"39426 ",100.00,19995,19431,0,39426
"Barjala","Tripura",1017,703,0,1720,"946 ","38353 ",100.00,"38353 ",100.00,19710,18643,0,38353
"Khayerpur","Tripura",1205,972,0,2177,"953 ","43940 ",100.00,"43940 ",100.00,22501,21439,0,43940
"Agartala","Tripura",1100,916,0,2016,"1012 ","46257 ",100.00,"46257 ",100.00,22992,23265,0,46257
"Ramnagar","Tripura",957,795,0,1752,"1041 ","41104 ",100.00,"41104 ",100.00,20139,20965,0,41104
"Town Bordowali","Tripura",911,786,0,1697,"1050 ","45037 ",100.00,"45037 ",100.00,21965,23072,0,45037
"Banamalipur","Tripura",708,622,0,1330,"1043 ","39505 ",100.00,"39505 ",100.00,19337,20168,0,39505
"Majlishpur","Tripura",1180,998,0,2178,"977 ","42644 ",100.00,"42644 ",100.00,21570,21074,0,42644
"Mandaibazar","Tripura",1074,1004,0,2078,"987 ","41408 ",100.00,"41408 ",100.00,20843,20565,0,41408
"Takarjala","Tripura",1038,773,0,1811,"982 ","37926 ",100.00,"37926 ",100.00,19137,18789,0,37926
"Pratapgarh","Tripura",1306,985,0,2291,"957 ","49154 ",100.00,"49154 ",100.00,25121,24033,0,49154
"Badharghat","Tripura",1430,1104,0,2534,"953 ","53126 ",100.00,"53126 ",100.00,27199,25927,0,53126
"Kamalasagar","Tripura",1039,634,0,1673,"928 ","37863 ",100.00,"37863 ",100.00,19639,18224,0,37863
"Bishalgarh","Tripura",1336,904,0,2240,"944 ","43717 ",100.00,"43717 ",100.00,22494,21223,0,43717
"Golaghati","Tripura",1079,657,0,1736,"933 ","36910 ",100.00,"36910 ",100.00,19096,17814,0,36910
"Suryamaninagar","Tripura",1246,913,0,2159,"949 ","45316 ",100.00,"45316 ",100.00,23246,22070,0,45316
"Charilam","Tripura",956,692,0,1648,"958 ","34990 ",100.00,"34990 ",100.00,17870,17120,0,34990
"Boxanagar","Tripura",1522,785,0,2307,"958 ","34055 ",100.00,"34055 ",100.00,17395,16660,0,34055
"Nalchar","Tripura",1358,862,0,2220,"918 ","38707 ",100.00,"38707 ",100.00,20182,18525,0,38707
"Sonamura","Tripura",1360,746,0,2106,"929 ","36616 ",100.00,"36616 ",100.00,18977,17639,0,36616
"Dhanpur","Tripura",1564,859,0,2423,"910 ","39560 ",100.00,"39560 ",100.00,20717,18843,0,39560
"Ramchandraghat","Tripura",891,645,0,1536,"971 ","35740 ",100.00,"35740 ",100.00,18129,17611,0,35740
"Khowai","Tripura",1135,941,0,2076,"973 ","38937 ",100.00,"38937 ",100.00,19733,19204,0,38937
"Asharambari","Tripura",880,680,0,1560,"963 ","32797 ",100.00,"32797 ",100.00,16707,16090,0,32797
"Kalyanpur-Pramodenagar","Tripura",1020,777,0,1797,"967 ","39356 ",100.00,"39356 ",100.00,20011,19345,0,39356
"Teliamura","Tripura",981,808,0,1789,"977 ","39441 ",100.00,"39441 ",100.00,19950,19491,0,39441
"Krishnapur","Tripura",841,596,0,1437,"940 ","31710 ",100.00,"31710 ",100.00,16345,15365,0,31710
"Bagma","Tripura",1213,1018,0,2231,"992 ","47005 ",100.00,"47005 ",100.00,23601,23404,0,47005
"Radhakishorepur","Tripura",1021,837,0,1858,"963 ","42590 ",100.00,"42590 ",100.00,21696,20894,0,42590
"Matarbari","Tripura",1306,882,0,2188,"949 ","46648 ",100.00,"46648 ",100.00,23938,22710,0,46648
"Kakraban-Salgarh","Tripura",1278,807,0,2085,"939 ","46503 ",100.00,"46503 ",100.00,23984,22519,0,46503
"Rajnagar","Tripura",1535,1022,0,2557,"895 ","40246 ",100.00,"40246 ",100.00,21242,19004,0,40246
"Belonia","Tripura",1113,936,0,2049,"948 ","38935 ",100.00,"38935 ",100.00,19988,18947,0,38935
"Santirbazar","Tripura",1362,1071,0,2433,"974 ","42143 ",100.00,"42143 ",100.00,21349,20794,0,42143
"Hrishyamukh","Tripura",1215,953,0,2168,"932 ","40308 ",100.00,"40308 ",100.00,20861,19447,0,40308
"Jolaibari","Tripura",1368,1053,0,2421,"949 ","41656 ",100.00,"41656 ",100.00,21370,20286,0,41656
"Manu","Tripura",1304,947,0,2251,"949 ","38798 ",100.00,"38798 ",100.00,19902,18896,0,38798
"Sabroom","Tripura",1467,1046,0,2513,"945 ","40630 ",100.00,"40630 ",100.00,20891,19739,0,40630
"Ampinagar","Tripura",929,711,0,1640,"1015 ","33552 ",100.00,"33552 ",100.00,16648,16904,0,33552
"Amarpur","Tripura",1386,1022,0,2408,"963 ","37276 ",100.00,"37276 ",100.00,18991,18285,0,37276
"Karbook","Tripura",901,607,0,1508,"969 ","31220 ",100.00,"31220 ",100.00,15859,15361,0,31220
"Raima Valley","Tripura",913,649,0,1562,"962 ","39226 ",100.00,"39226 ",100.00,19990,19236,0,39226
"Kamalpur","Tripura",1047,858,0,1905,"975 ","40671 ",100.00,"40671 ",100.00,20594,20077,0,40671
"Surma","Tripura",1149,923,0,2072,"951 ","41273 ",100.00,"41273 ",100.00,21154,20119,0,41273
"Ambassa","Tripura",1140,950,0,2090,"989 ","41852 ",100.00,"41852 ",100.00,21045,20807,0,41852
"Karmachara","Tripura",984,708,0,1692,"967 ","34458 ",100.00,"34458 ",100.00,17522,16936,0,34458
"Chawamanu","Tripura",920,748,0,1668,"971 ","35191 ",100.00,"35191 ",100.00,17855,17336,0,35191
"Pabiachhara","Tripura",1226,969,0,2195,"975 ","40702 ",100.00,"40702 ",100.00,20606,20096,0,40702
"Fatikroy","Tripura",1096,753,0,1849,"946 ","38178 ",100.00,"38178 ",100.00,19616,18562,0,38178
"Chandipur","Tripura",1103,709,0,1812,"954 ","39566 ",100.00,"39566 ",100.00,20248,19318,0,39566
"Kailashahar","Tripura",1283,911,0,2194,"968 ","42271 ",100.00,"42271 ",100.00,21477,20794,0,42271
"Kadamtala-Kurti","Tripura",1355,1273,0,2628,"957 ","37985 ",100.00,"37985 ",100.00,19408,18577,0,37985
"Bagbassa","Tripura",1321,1072,0,2393,"947 ","39159 ",100.00,"39159 ",100.00,20108,19051,0,39159
"Dharmanagar","Tripura",1116,902,0,2018,"981 ","38715 ",100.00,"38715 ",100.00,19540,19175,0,38715
"Jubarajnagar","Tripura",1373,1106,0,2479,"935 ","37438 ",100.00,"37438 ",100.00,19348,18090,0,37438
"Panisagar","Tripura",1069,839,0,1908,"932 ","32744 ",100.00,"32744 ",100.00,16952,15792,0,32744
"Pencharthal","Tripura",1152,958,0,2110,"961 ","36268 ",100.00,"36268 ",100.00,18491,17777,0,36268
"Kanchanpur","Tripura",1210,967,0,2177,"954 ","38485 ",100.00,"38485 ",100.00,19691,18794,0,38485
"Behat","Uttar Pradesh",5757,3535,0,9292,"850 ","314898 ",99.00,"315010 ",100.00,170236,144771,3,315010
"Nakur","Uttar Pradesh",6165,3784,0,9949,"863 ","308855 ",99.00,"309162 ",100.00,165975,143183,4,309162
"Saharanpur Nagar","Uttar Pradesh",5567,3549,0,9116,"838 ","377337 ",99.00,"377363 ",100.00,205290,172039,34,377363
"Saharanpur","Uttar Pradesh",5638,3021,2,8661,"822 ","292624 ",100.00,"292636 ",100.00,160621,132006,9,292636
"Deoband","Uttar Pradesh",7030,4221,3,11254,"831 ","312097 ",99.00,"312165 ",100.00,170438,141717,10,312165
"Rampur Maniharan","Uttar Pradesh",5992,3789,0,9781,"831 ","281286 ",99.00,"281433 ",100.00,153723,127706,5,281434
"Gangoh","Uttar Pradesh",5646,3084,0,8730,"822 ","331053 ",100.00,"331053 ",100.00,181652,149398,3,331053
"Kairana","Uttar Pradesh",4991,2403,2,7396,"803 ","273707 ",100.00,"273708 ",100.00,151807,121899,9,273715
"Thana Bhawan","Uttar Pradesh",5080,2110,3,7193,"796 ","294212 ",100.00,"294218 ",100.00,163803,130386,29,294218
"Shamli","Uttar Pradesh",4279,1998,2,6279,"788 ","285576 ",99.00,"285794 ",100.00,159826,125963,5,285794
"Budhana","Uttar Pradesh",5898,2933,0,8831,"804 ","340587 ",99.00,"340691 ",100.00,188853,151837,1,340691
"Charthawal","Uttar Pradesh",5076,1961,1,7038,"790 ","295142 ",99.00,"295559 ",100.00,165072,130481,6,295559
"Purqazi","Uttar Pradesh",4462,1658,0,6120,"790 ","289884 ",99.00,"290105 ",100.00,162075,128012,18,290105
"Muzaffar Nagar","Uttar Pradesh",3579,1680,0,5259,"825 ","309856 ",99.00,"310304 ",100.00,170017,140264,23,310304
"Khatauli","Uttar Pradesh",6391,3535,0,9926,"834 ","283139 ",99.00,"283456 ",100.00,154562,128882,12,283456
"Meerapur","Uttar Pradesh",4725,2257,0,6982,"827 ","274667 ",99.00,"274940 ",100.00,150449,124476,15,274940
"Najibabad","Uttar Pradesh",6574,7106,8,13688,"894 ","320358 ",99.00,"320425 ",100.00,169139,151261,25,320425
"Nagina","Uttar Pradesh",7248,7100,0,14348,"886 ","318476 ",99.00,"318647 ",100.00,168941,149677,29,318647
"Barhapur","Uttar Pradesh",6569,5084,1,11654,"860 ","324174 ",99.00,"324599 ",100.00,174513,150074,12,324599
"Dhampur","Uttar Pradesh",5675,4029,1,9705,"854 ","269728 ",100.00,"269728 ",100.00,145454,124269,5,269728
"Nehtaur","Uttar Pradesh",6393,5328,8,11729,"869 ","274470 ",99.00,"274497 ",100.00,146889,127582,26,274497
"Bijnor","Uttar Pradesh",7883,9455,2,17340,"905 ","348570 ",100.00,"348585 ",100.00,182992,165581,12,348585
"Chandpur","Uttar Pradesh",6567,5070,3,11640,"866 ","299202 ",100.00,"299208 ",100.00,160352,138846,10,299208
"Noorpur","Uttar Pradesh",7204,5408,3,12615,"852 ","289499 ",99.00,"289675 ",100.00,156421,133245,9,289675
"Kanth","Uttar Pradesh",7946,6279,3,14228,"840 ","328038 ",99.00,"328059 ",100.00,178331,149717,11,328059
"Thakurdwara","Uttar Pradesh",5974,4949,0,10923,"854 ","325040 ",99.00,"325764 ",100.00,175684,150069,11,325764
"Moradabad Rural","Uttar Pradesh",6187,3906,0,10093,"821 ","322861 ",99.00,"322912 ",100.00,177299,145600,13,322912
"Moradabad Nagar","Uttar Pradesh",6633,4141,1,10775,"826 ","419212 ",99.00,"419255 ",100.00,229613,189610,32,419255
"Kundarki","Uttar Pradesh",8363,5693,1,14057,"803 ","332727 ",100.00,"332736 ",100.00,184580,148141,15,332736
"Bilari","Uttar Pradesh",9227,6801,1,16029,"818 ","321913 ",99.00,"321991 ",100.00,177138,144846,7,321991
"Chandausi","Uttar Pradesh",7481,4683,3,12167,"812 ","337490 ",99.00,"338835 ",100.00,186950,151856,29,338835
"Asmoli","Uttar Pradesh",12527,8111,4,20642,"809 ","333382 ",99.00,"333407 ",100.00,184283,149101,23,333407
"Sambhal","Uttar Pradesh",10416,7724,5,18145,"822 ","334431 ",100.00,"334444 ",100.00,183566,150849,29,334444
"Suar","Uttar Pradesh",8038,6004,22,14064,"854 ","287008 ",99.00,"287057 ",100.00,154704,132124,229,287057
"Chamraua","Uttar Pradesh",8458,5425,5,13888,"845 ","286003 ",99.00,"286047 ",100.00,155025,130959,63,286047
"Bilaspur","Uttar Pradesh",8161,5273,1,13435,"849 ","314752 ",99.00,"314768 ",100.00,170268,144474,26,314768
"Rampur","Uttar Pradesh",7013,4569,0,11582,"846 ","365328 ",99.00,"365356 ",100.00,197939,167395,22,365356
"Milak","Uttar Pradesh",7652,5183,3,12838,"842 ","325678 ",99.00,"325723 ",100.00,176813,148891,19,325723
"Dhanaura","Uttar Pradesh",6090,3812,2,9904,"852 ","309868 ",100.00,"309876 ",100.00,167277,142579,20,309876
"Naugawan Sadat","Uttar Pradesh",6887,4924,1,11812,"876 ","292413 ",99.00,"292682 ",100.00,155964,136696,22,292682
"Amroha","Uttar Pradesh",4779,3262,0,8041,"869 ","277105 ",99.00,"277322 ",100.00,148338,128975,9,277322
"Hasanpur","Uttar Pradesh",8759,6084,1,14844,"871 ","326179 ",99.00,"326208 ",100.00,174352,151839,17,326208
"Siwalkhas","Uttar Pradesh",5959,2573,0,8532,"777 ","303800 ",100.00,"303802 ",100.00,170945,132846,11,303802
"Sardhana","Uttar Pradesh",6704,3091,6,9801,"816 ","319756 ",99.00,"319836 ",100.00,176120,143690,26,319836
"Hastinapur","Uttar Pradesh",5907,2999,0,8906,"798 ","320453 ",100.00,"320460 ",100.00,178181,142264,15,320460
"Kithore","Uttar Pradesh",5314,2694,0,8008,"787 ","322854 ",99.00,"322905 ",100.00,180650,142243,12,322905
"Meerut Cantt.","Uttar Pradesh",3944,2233,0,6177,"839 ","381764 ",100.00,"381767 ",100.00,207529,174195,43,381767
"Meerut","Uttar Pradesh",3190,1922,0,5112,"827 ","295648 ",99.00,"295680 ",100.00,161792,133870,18,295680
"Meerut South","Uttar Pradesh",6148,3211,0,9359,"807 ","400505 ",100.00,"400509 ",100.00,221571,178917,21,400509
"Chhaprauli","Uttar Pradesh",6304,3479,2,9785,"735 ","303120 ",99.00,"303344 ",100.00,174816,128512,16,303344
"Baraut","Uttar Pradesh",4038,1845,1,5884,"744 ","265078 ",99.00,"265490 ",100.00,152251,113226,13,265490
"Baghpat","Uttar Pradesh",4464,1642,1,6107,"759 ","267267 ",96.00,"277775 ",100.00,157926,119839,15,277780
"Loni","Uttar Pradesh",4106,1601,0,5707,"744 ","398776 ",100.00,"398783 ",100.00,228665,170103,15,398783
"Muradnagar","Uttar Pradesh",5423,2738,3,8164,"821 ","384204 ",99.00,"384228 ",100.00,211041,173177,10,384228
"Sahibabad","Uttar Pradesh",6939,3441,0,10380,"726 ","761310 ",100.00,"761324 ",100.00,441037,320283,4,761324
"Ghaziabad","Uttar Pradesh",4127,2302,1,6430,"778 ","374287 ",100.00,"374288 ",100.00,210553,163738,6,374297
"Modi Nagar","Uttar Pradesh",5955,3276,3,9234,"819 ","313474 ",100.00,"313486 ",100.00,172307,141155,24,313486
"Dholana","Uttar Pradesh",8763,6209,3,14975,"814 ","345257 ",99.00,"345329 ",100.00,190373,154948,8,345329
"Hapur","Uttar Pradesh",5447,3110,0,8557,"802 ","319737 ",99.00,"320214 ",100.00,177668,142533,13,320214
"Garhmukteshwar","Uttar Pradesh",7154,5165,2,12321,"821 ","312375 ",99.00,"312461 ",100.00,171614,140825,22,312461
"Noida","Uttar Pradesh",6069,3142,2,9213,"720 ","502781 ",99.00,"503075 ",100.00,292489,210569,16,503074
"Dadri","Uttar Pradesh",7338,3160,0,10498,"771 ","397151 ",99.00,"397772 ",100.00,224536,173215,21,397772
"Jewar","Uttar Pradesh",5979,2856,2,8837,"787 ","312211 ",99.00,"312316 ",100.00,174788,137521,7,312316
"Sikandrabad","Uttar Pradesh",6281,6501,1,12783,"878 ","367177 ",99.00,"367401 ",100.00,195647,171733,21,367401
"Bulandshahr","Uttar Pradesh",5907,4557,0,10464,"859 ","360882 ",100.00,"360892 ",100.00,194124,166752,15,360891
"Syana","Uttar Pradesh",5726,5384,1,11111,"860 ","363274 ",99.00,"363329 ",100.00,195294,168026,9,363329
"Anupshahr","Uttar Pradesh",4325,3188,7,7520,"840 ","342833 ",99.00,"342985 ",100.00,186344,156594,54,342992
"Debai","Uttar Pradesh",5980,5693,1,11674,"866 ","320123 ",100.00,"320125 ",100.00,171561,148549,15,320125
"Shikarpur","Uttar Pradesh",5745,5957,0,11702,"889 ","309565 ",99.00,"309620 ",100.00,163861,145752,7,309620
"Khurja","Uttar Pradesh",6212,6623,0,12835,"870 ","356137 ",100.00,"356143 ",100.00,190412,165722,9,356143
"Khair","Uttar Pradesh",10975,10200,3,21178,"851 ","362171 ",100.00,"362173 ",100.00,195652,166497,24,362173
"Barauli","Uttar Pradesh",8669,11423,0,20092,"876 ","341653 ",99.00,"341748 ",100.00,182159,159552,37,341748
"Atrauli","Uttar Pradesh",8345,11374,1,19720,"839 ","362495 ",99.00,"362554 ",100.00,197138,165403,13,362554
"Chharra","Uttar Pradesh",6772,9082,4,15858,"857 ","335381 ",100.00,"335381 ",100.00,180636,154732,13,335381
"Koil","Uttar Pradesh",5724,5607,3,11334,"869 ","343014 ",100.00,"343014 ",100.00,183483,159517,14,343014
"Aligarh","Uttar Pradesh",5028,4782,0,9810,"860 ","340452 ",100.00,"340452 ",100.00,182998,157440,14,340452
"Iglas","Uttar Pradesh",9712,10510,2,20224,"853 ","344027 ",100.00,"344027 ",100.00,185700,158317,10,344027
"Hathras","Uttar Pradesh",6309,4534,1,10844,"809 ","368153 ",99.00,"368240 ",100.00,203520,164715,5,368240
"Sadabad","Uttar Pradesh",5862,2366,0,8228,"741 ","330065 ",99.00,"330226 ",100.00,189703,140519,4,330226
"Sikandra Rao","Uttar Pradesh",6182,3934,1,10117,"804 ","334820 ",99.00,"335024 ",99.00,185673,149372,3,335048
"Chhata","Uttar Pradesh",5532,3115,4,8651,"790 ","315492 ",99.00,"315582 ",100.00,176269,139303,10,315582
"Mant","Uttar Pradesh",5685,2809,1,8495,"816 ","297725 ",99.00,"297953 ",100.00,164052,133870,31,297953
"Goverdhan","Uttar Pradesh",6654,4231,0,10885,"820 ","290920 ",99.00,"290990 ",100.00,159852,131123,15,290990
"Mathura","Uttar Pradesh",5438,2796,5,8239,"799 ","394127 ",99.00,"394176 ",100.00,219043,175057,76,394176
"Baldev","Uttar Pradesh",6664,3560,1,10225,"797 ","326048 ",99.00,"326399 ",100.00,181585,144805,9,326399
