Sno,Candidate ID,ST_CODE,PC_CODE,ST_NAME,PC_NAME,Constituency,Candidate,Party,Criminal Case,Education,Assets,Liabilities
1918,4407,S01,35,ANDHRA PRADESH,KURNOOL,Kurnool,DR.DANDIYA KHAJA PEERA,PRAP,0,Graduate Professional,"98,30,500","4,00,000"
3641,4323,S27,10,JHARKHAND,SINGHBHUM,Singhbhum,MADHU KORA,IND,0,Graduate,"98,32,144",0
6696,2212,S06,19,GUJARAT,DAHOD,Dahod,SOMJIBHAI PUNJABHAI DAMOR,BJP,0,Graduate,"98,71,511",0
5902,4580,S10,19,KARNATAKA,TUMKUR,Tumkur,S.P. MUDDAHANUMEGOWDA,JD(S),0,Graduate,"98,96,116","1,94,997"
6565,3207,S05,1,GOA,NORTH GOA,North Goa,SHRIPAD YESSO NAIK,BJP,0,Graduate,"98,97,462","9,12,582"
2583,2909,S03,6,ASSAM,BARPETA,Barpeta,ISMAIL HUSSAIN,INC,0,Post Graduate,"99,31,726",0
906,138,S26,10,CHHATTISGARH,BASTAR,Bastar,Baliram Kashyap,BJP,0,8th Pass,"99,48,590","11,66,014"
5786,4996,S04,25,BIHAR,KHAGARIA,Khagaria,RAVINDAR KR. RANA,RJD,8,Graduate Professional,"99,50,448","26,45,058"
6575,5883,S20,24,RAJASTHAN,KOTA,Kota,SHYAM,BJP,0,Graduate Professional,"99,74,260","3,26,970"
4117,7714,U05,7,NCT OF DELHI,SOUTH DELHI,South Delhi,MOHD. USMAN SIDDIQUI,IND,0,Post Graduate,"99,93,377","11,69,896"
7251,2446,S18,18,ORISSA,BHUBANESWAR,Bhubaneswar,Uma Charana Mishra,JHKP,0,Post Graduate,"1,00,09,450","3,500"
5241,6983,S24,10,UTTAR PRADESH,MEERUT,Meerut,RAJENDRA SHARMA,INC,0,Graduate Professional,"1,00,11,281","3,50,000"
482,1582,S11,14,KERALA,KOTTAYAM,Kottayam,Anto P John,IND,0,Graduate,"1,00,20,590","5,00,000"
299,3172,S04,22,BIHAR,UJIARPUR,Ujiarpur,ALOK KUMAR MEHTA,RJD,0,Graduate Professional,"1,00,22,148","59,561"
3025,731,S18,13,ORISSA,KANDHAMAL,Kandhamal,Kamala Kanta Pandey,IND,2,Graduate,"1,00,35,117",0
2700,8610,S22,33,TAMIL NADU,THENI,Theni,JAMES.G,IND,0,10th Pass,"1,00,50,000",0
3152,5889,S10,11,KARNATAKA,DHARWAD,Dharwad,KASHIMSAB MULLA,BSP,0,8th Pass,"1,00,65,000","8,500"
1832,7931,S19,6,PUNJAB,ANANDPUR SAHIB,Anandpur Sahib,DR. DALJIT SINGH CHEEMA,SAD,0,Doctorate,"1,00,69,147","12,51,698"
1427,2254,S10,14,KARNATAKA,SHIMOGA,Shimoga,D S Eswarappa,IND,0,12th Pass,"1,00,69,604","2,55,893"
1256,2923,S03,7,ASSAM,GAUHATI,Gauhati,CAPT. ROBIN BORDOLOI,INC,0,Graduate,"1,00,85,459","6,30,549"
959,8234,S28,1,UTTARAKHAND,TEHRI GARHWAL,Tehri Garhwal,BARHM DEV JHA,IND,0,Post Graduate,"1,00,94,943",0
381,8240,S28,2,UTTARAKHAND,GARHWAL,Garhwal,ANAND PRAKASH,UKKD,0,Graduate,"1,01,07,000","2,50,000"
4556,9048,S22,20,TAMIL NADU,COIMBATORE,Coimbatore,NOORMUHAMAD A,IND,0,Literate,"1,01,07,600",0
7289,5518,S24,31,UTTAR PRADESH,HARDOI,Hardoi,USHA VERMA,SP,0,Post Graduate,"1,01,11,699","5,00,000"
6148,524,S01,7,ANDHRA PRADESH,MALKAJGIRI,Malkajgiri,SARVEY SATYANARAYANA,INC,1,Graduate Professional,"1,01,12,521","1,16,848"
7253,982,S04,19,BIHAR,MAHARAJGANJ,Maharajganj,Uma Shanaker Singh,RJD,2,10th Pass,"1,01,45,601","4,50,000"
7006,765,S13,15,MAHARASHTRA,HINGOLI,Hingoli,SURYAKANTA JAIWANTRAO PATIL,NCP,1,Graduate,"1,01,48,451","3,90,000"
1109,2381,S06,7,GUJARAT,AHMEDABAD EAST,Ahmedabad East,BHOLABHAI VALJIBHAI PATEL,NCP,3,10th Pass,"1,01,57,361",0
2237,4149,S24,78,UTTAR PRADESH,BHADOHI,Bhadohi,GORAKHNATH,BSP,0,Post Graduate,"1,01,58,748","4,33,968"
1997,3318,S12,14,MADHYA PRADESH,MANDLA,Mandla,FAGGAN SINGH KULASTE,BJP,0,Post Graduate,"1,01,64,370","4,93,312"
5829,6641,S07,7,HARYANA,ROHTAK,Rohtak,RISHAL SINGH,IND,0,Graduate Professional,"1,01,71,377",0
6788,7293,S24,42,UTTAR PRADESH,KANNAUJ,Kannauj,SUBRAT PATHAK,BJP,0,Graduate,"1,01,72,404","4,68,672"
2567,8070,S24,8,UTTAR PRADESH,SAMBHAL,Sambhal,IQBAL MEHMOOD,SP,0,Graduate,"1,01,78,486","3,07,597"
5209,2962,S03,10,ASSAM,NAWGONG,Nowgong,RAJEN GOHAIN,BJP,1,Graduate Professional,"1,02,10,891","7,40,165"
4553,547,S01,14,ANDHRA PRADESH,BHONGIR,Bhongir,Nomula Narsimhaiah,CPM,3,Post Graduate,"1,02,47,088",0
2238,6661,S07,7,HARYANA,ROHTAK,Rohtak,GORAV,IND,1,Post Graduate,"1,03,10,000",0
1884,802,S13,7,MAHARASHTRA,AMRAVATI,Amravati,DR. RAJIV GULABRAO JAMTHE,IND,0,Graduate Professional,"1,03,13,150","10,63,283"
6355,5012,S04,26,BIHAR,BHAGALPUR,Bhagalpur,SHAKUNI CHOUDHARY,RJD,5,10th Pass,"1,03,15,696",0
3946,4864,S25,8,WEST BENGAL,MALDAHA DAKSHIN,Maldaha Dakshin,Md. Ejaruddin,MUL,0,Post Graduate,"1,03,21,781",0
6955,3398,S12,19,MADHYA PRADESH,BHOPAL,Bhopal,SURENDRA SINGH THAKUR,INC,1,Graduate Professional,"1,03,22,880","21,50,000"
963,4799,S25,3,WEST BENGAL,JALPAIGURI,Jalpaiguri,Barma Sukhbilas,INC,0,Doctorate,"1,03,53,000",0
6805,1827,S24,70,UTTAR PRADESH,GHOSI,Ghosi,SUDHA RAI,INC,0,Doctorate,"1,03,66,720","4,77,000"
6265,8491,S22,22,TAMIL NADU,DINDIGUL,Dindigul,SELLAMUTHU K M,KNMK,0,8th Pass,"1,03,69,265","1,50,000"
3323,8108,S24,27,UTTAR PRADESH,SHAHJAHANPUR,Shahjahanpur,KRISHNA RAJ,BJP,1,Post Graduate,"1,03,77,933","3,47,587"
3704,6145,S20,7,RAJASTHAN,JAIPUR,Jaipur,MAHESH JOSHI,INC,0,Doctorate,"1,03,88,500","12,45,000"
6506,5808,S10,10,KARNATAKA,HAVERI,Haveri,SHIVAKUMARGOUDA SHIDDALINGANGOUDA PATIL,JD(S),0,Graduate,"1,04,01,836","34,04,000"
280,5727,S24,56,UTTAR PRADESH,BAHRAICH,Bahraich,AKSHAYBAR LAL,BJP,0,10th Pass,"1,04,17,400",0
1548,8676,S24,24,UTTAR PRADESH,AONLA,Aonla,DEEN DAYAL,JKM,1,8th Pass,"1,04,20,644",0
3486,2363,S06,4,GUJARAT,MAHESANA,Mahesana,LALJIBHAI KESHAVLAL PATEL,IND,0,12th Pass,"1,04,34,119",0
3887,8341,S22,7,TAMIL NADU,ARAKKONAM,Arakkonam,MARY JOHN,BSP,0,Post Graduate,"1,04,41,915","4,75,486"
4820,4463,S01,33,ANDHRA PRADESH,ONGOLE,Ongole,PIDATHALA SAI KALPANA,PRAP,0,12th Pass,"1,04,72,574",0
2403,2117,S06,2,GUJARAT,BANASKANTHA,Banaskantha,HARIBHAI PARTHIBHAI CHAUDHARY,BJP,0,Graduate,"1,04,86,787",0
340,3022,S04,1,BIHAR,VALMIKI NAGAR,Valmiki Nagar,AMBIKA SINGH,IND,1,Post Graduate,"1,05,00,000","1,00,000"
7154,4504,S06,22,GUJARAT,BHARUCH,Bharuch,THAKORBHAI CHANDULAL PATEL,IND,0,Graduate,"1,05,10,000",0
692,3171,S04,22,BIHAR,UJIARPUR,Ujiarpur,ASWAMEDH DEVI,JD(U),0,5th Pass,"1,05,36,274","3,41,141"
4635,41,S01,8,ANDHRA PRADESH,SECUNDERABAD,Secunderabad,P.Damodar Reddy,PPOI,0,10th Pass,"1,05,95,000",0
2786,3237,S12,8,MADHYA PRADESH,KHAJURAHO,Khajuraho,JEETENDRA SINGH,BJP,0,Post Graduate,"1,05,96,506",0
2675,5033,S04,27,BIHAR,BANKA,Banka,JAI PRAKESH NARAIN YADAV,RJD,1,Post Graduate,"1,06,02,450","9,92,900"
2340,8301,U02,1,CHANDIGARH,CHANDIGARH,Chandigarh,HAFFIZ ANWAR UL HAQ,RJD,0,Graduate,"1,06,47,034","12,24,056"
6478,3583,S13,34,MAHARASHTRA,PUNE,Pune,SHIROLE RANJEET SHRIKANT,MNS,0,Graduate,"1,06,57,200","1,63,400"
2472,4165,S27,1,JHARKHAND,RAJMAHAL,Rajmahal,HEMLAL MURMU,JMM,2,Graduate,"1,06,80,606","25,51,759"
1953,4193,S27,3,JHARKHAND,GODDA,Godda,DURGA SOREN,JMM,2,Graduate,"1,06,83,400","15,62,293"
6183,362,S01,9,ANDHRA PRADESH,HYDERABAD,Hyderabad,Satish Agarwal,BJP,0,Graduate,"1,06,95,500","49,21,846"
6406,8443,S22,17,TAMIL NADU,ERODE,Erode,SHANMUGAM.P.N.,IND,0,Doctorate,"1,07,06,009","1,67,689"
3119,6546,S07,4,HARYANA,HISAR,Hisar,KARAN SINGH,BRPP,0,10th Pass,"1,07,17,000","40,000"
2303,6785,S19,10,PUNJAB,FIROZPUR,Firozpur,GURDEV SINGH,BSP,0,Graduate Professional,"1,07,32,000","1,57,500"
139,1448,S11,3,KERALA,VADAKARA,Vadakara,Adv K Noorudheen Musaliar,BSP,0,Graduate,"1,07,41,000",0
6503,6462,S10,6,KARNATAKA,RAICHUR,Raichur,SHIVAKUMAR,BSP,0,Graduate,"1,07,50,000","3,00,000"
3295,1419,S13,12,MAHARASHTRA,GADCHIROLI-CHIMUR,Gadchiroli-Chimur,KOWASE MAROTRAO SAINUJI,INC,0,Graduate,"1,07,76,756","5,00,000"
3679,2196,S06,15,GUJARAT,BHAVNAGAR,Bhavnagar,MAHAVIRSINH BHAGIRATHSINH GOHIL,INC,1,Graduate,"1,07,88,757",0
4446,3435,S13,1,MAHARASHTRA,NANDURBAR,Nandurbar,NATAWADKAR SUHAS JYANT,BJP,0,Graduate Professional,"1,08,09,796",0
2870,7337,S25,12,WEST BENGAL,KRISHNANAGAR,Krishnanagar,JYOTIRMOYEE SIKDAR,CPM,10,12th Pass,"1,08,14,653","11,69,000"
4123,3854,S24,38,UTTAR PRADESH,SULTANPUR,Sultanpur,MOHD.TAHIR,BSP,6,12th Pass,"1,08,39,346","4,64,965"
1771,4683,S01,24,ANDHRA PRADESH,AMALAPURAM,Amalapuram,Doctor G Varalakshmi,TDP,0,Graduate Professional,"1,08,53,316",0
5703,6470,S04,29,BIHAR,NALANDA,Nalanda,RAMSWAROOP PRASAD,INC,1,Doctorate,"1,08,66,962",0
6794,7344,S25,13,WEST BENGAL,RANAGHAT,Ranaghat,SUCHARU RANJAN HALDAR,AITC,0,Post Graduate,"1,08,82,896",0
7528,4122,S24,62,UTTAR PRADESH,SANT KABIR NAGAR,Sant Kabir Nagar,VINOD RAI,NLHP,0,Graduate,"1,09,01,909",0
985,7483,S10,7,KARNATAKA,BIDAR,Bidar,BASWARAJ PAILWAN OKALLI,IND,0,10th Pass,"1,09,03,000",0
6314,7559,U05,1,NCT OF DELHI,CHANDNI CHOWK,Chandni Chowk,SHAHIDA PARVEEN,UWF,0,Not Given,"1,09,31,000",0
2090,8962,S22,13,TAMIL NADU,VILUPPURAM,Viluppuram,GANAPATHI P M,DMDK,1,5th Pass,"1,09,48,000","23,12,000"
1892,3035,S04,2,BIHAR,PASCHIM CHAMPARAN,Paschim Champaran,DR. SANJAY JAISWAL,BJP,2,Post Graduate,"1,09,50,474","11,69,173"
1740,4817,S20,18,RAJASTHAN,JALORE,Jalore,DINESH KUMAR,LJP,0,10th Pass,"1,09,78,584",0
3485,2601,S06,16,GUJARAT,ANAND,Anand,LALJIBHAI GANESHJI PUROHIT,IND,0,5th Pass,"1,09,85,200","1,20,000"
577,7070,S24,13,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Gautam Budhha Nagar,ARVIND,ANC,0,Graduate,"1,10,10,000",0
2611,6567,S07,4,HARYANA,HISAR,Hisar,JAG RAM,IND,0,Graduate Professional,"1,10,11,500","1,50,000"
1880,7819,S08,1,HIMACHAL PRADESH,KANGRA,Kangra,DR. RAJAN SUSHANT,BJP,0,Graduate Professional,"1,10,24,873","24,88,285"
7538,3937,S24,51,UTTAR PRADESH,PHULPUR,Phulpur,VIRENDRA PAL SINGH,IND,0,Graduate Professional,"1,10,27,000",0
7194,1651,S11,19,KERALA,ATTINGAL,Attingal,Thottakkadu Sasi,BJP,1,10th Pass,"1,10,44,294","20,00,000"
6998,3855,S24,38,UTTAR PRADESH,SULTANPUR,Sultanpur,SURYA BHAN SINGH,BJP,0,10th Pass,"1,10,56,087","4,26,611"
519,2441,S18,7,ORISSA,BHADRAK,Bhadrak,Arjun Charan Sethi,BJD,0,Post Graduate,"1,10,61,000","25,00,000"
5702,5805,S06,21,GUJARAT,CHHOTA UDAIPUR,Chhota Udaipur,RAMSINHBHAI PATALBHAI RATHAVA,BJP,0,10th Pass,"1,10,64,285","66,24,317"
7161,8591,S22,33,TAMIL NADU,THENI,Theni,THANGA TAMILSELVAN,ADMK,7,Post Graduate,"1,10,70,012","42,32,445"
1287,7817,S08,1,HIMACHAL PRADESH,KANGRA,Kangra,CHANDER KUMAR,INC,0,Post Graduate,"1,10,71,942","13,27,212"
4404,4985,S04,24,BIHAR,BEGUSARAI,Begusarai,NARENDRA KUMAR SINGH ALIAS BOGO SINGH,IND,11,Post Graduate,"1,11,37,075","13,12,448"
1634,5312,S13,23,MAHARASHTRA,BHIWANDI,Bhiwandi,DEVRAJ KISAN MHATRE,MNS,2,Graduate,"1,11,54,651","7,87,797"
7616,6514,S07,2,HARYANA,KURUKSHETRA,Kurukshetra,YASHPAL,IND,0,Others,"1,11,66,550",0
5950,7853,S09,1,JAMMU & KASHMIR,BARAMULLA,Baramulla,SAJAD GANI LONE,JPC,0,Graduate,"1,11,81,313",0
2774,7338,S25,12,WEST BENGAL,KRISHNANAGAR,Krishnanagar,JAYASRI CHAKRABARTY,SP,0,Post Graduate,"1,11,82,842","3,00,000"
986,4751,S01,39,ANDHRA PRADESH,NELLORE,Nellore,Bathina Narasimha Rao,BJP,0,Not Given,"1,11,87,000","15,00,000"
5768,3206,S05,1,GOA,NORTH GOA,North Goa,RAUT PANDURANG DATTARAM,MAG,0,10th Pass,"1,11,92,755","11,25,445"
5631,8986,S22,14,TAMIL NADU,KALLAKURICHI,Kallakurichi,RAMESH S,KNMK,0,Graduate Professional,"1,12,12,388","76,85,779"
1423,9207,S22,36,TAMIL NADU,THOOTHUKKUDI,Thoothukkudi,CYNTHIA PANDIAN DR,ADMK,0,Doctorate,"1,12,15,717",0
5976,3220,S05,2,GOA,SOUTH GOA,South Goa,SALUNKE SMITA PRAVEEN,IND,0,Post Graduate,"1,12,24,755","4,67,996"
4286,2650,S18,18,ORISSA,BHUBANESWAR,Bhubaneswar,Nabaghan Parida,BOP,0,Graduate Professional,"1,12,37,000",0
7628,245,S13,14,MAHARASHTRA,YAVATMAL-WASHIM,Yavatmal-Washim,YEDATKAR DILIP LAXMANRAO,BSP,3,Graduate Professional,"1,12,52,000","31,89,957"
1588,6155,S20,18,RAJASTHAN,JALORE,Jalore,DEV JI PATEL,BJP,0,10th Pass,"1,12,61,830",0
2940,1751,S10,25,KARNATAKA,BANGALORE CENTRAL,Bangalore Central,K.Narasimha,IND,0,10th Pass,"1,12,64,000","2,25,300"
4882,3923,S24,51,UTTAR PRADESH,PHULPUR,Phulpur,PRADEEP KUMAR SRIVASTAVA,AD,0,Post Graduate,"1,12,92,327",0
3656,1732,S24,67,UTTAR PRADESH,BANSGAON,Bansgaon,MAHA BEER PRASAD,INC,1,Post Graduate,"1,13,23,938","7,00,000"
1623,6559,S07,4,HARYANA,HISAR,Hisar,DEVI LAL,IND,0,10th Pass,"1,13,32,000",0
1378,6563,S07,4,HARYANA,HISAR,Hisar,CHHOTU RAM-1,IND,0,10th Pass,"1,13,36,000",0
7547,6519,S07,2,HARYANA,KURUKSHETRA,Kurukshetra,VISHNU BHAGWAN,IND,1,Post Graduate,"1,13,38,000","76,105"
7179,667,S27,11,JHARKHAND,KHUNTI,Khunti,Theodor Kido,JVM,0,Graduate Professional,"1,13,50,000","50,000"
3621,584,S01,21,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam,M.T. VENKATESHWARA RAO,LSP,0,Graduate Professional,"1,13,61,400","20,00,000"
5926,5013,S04,26,BIHAR,BHAGALPUR,Bhagalpur,SADANAND SINGH,INC,1,Graduate,"1,13,68,807",0
6086,2001,S04,38,BIHAR,GAYA,Gaya,Sanjiv Prasad Toni,INC,1,10th Pass,"1,13,72,616","17,175"
43,6960,S24,3,UTTAR PRADESH,MUZAFFARNAGAR,Muzaffarnagar,ABDUL AJIJ,PECP,1,10th Pass,"1,13,96,086",0
7066,1502,S11,6,KERALA,MALAPPURAM,Malappuram,T K Hamsa,CPM,0,Graduate Professional,"1,14,07,770",0
4725,5992,S10,3,KARNATAKA,BAGALKOT,Bagalkot,PARASHURAM JALAGAR,PPOI,0,10th Pass,"1,14,15,000","10,00,000"
924,4501,S06,22,GUJARAT,BHARUCH,Bharuch,BALVANTSINH VIJAYSINH PARMAR,NCP,0,Literate,"1,14,17,000","8,53,000"
6110,8688,S24,25,UTTAR PRADESH,BAREILLY,Bareilly,SANTOSH GANGWAR,BJP,0,Post Graduate,"1,14,33,609","4,358"
4880,3838,S24,37,UTTAR PRADESH,AMETHI,Amethi,PRADEEP KUMAR SINGH,BJP,1,Post Graduate,"1,14,35,740","2,15,991"
2059,1023,S01,4,ANDHRA PRADESH,NIZAMABAD,Nizamabad,Gaddam Srinivas,IND,0,Doctorate,"1,14,37,000",0
5290,3301,S12,12,MADHYA PRADESH,SHAHDOL,Shahdol,RAJESH NANDINI SINGH,INC,0,Graduate,"1,14,75,000","2,00,000"
2435,1921,S13,14,MAHARASHTRA,YAVATMAL-WASHIM,Yavatmal-Washim,HARISING RATHOD,INC,1,Graduate,"1,15,12,482","7,44,157"
751,559,S01,16,ANDHRA PRADESH,MAHABUBABAD,Mahabubabad,B. DILIP,BJP,0,Graduate,"1,15,45,000","81,02,375"
1872,7551,U05,1,NCT OF DELHI,CHANDNI CHOWK,Chandni Chowk,DR. P L PREMI,BVVP,0,Not Given,"1,15,50,000","47,000"
5927,3800,S13,47,MAHARASHTRA,KOLHAPUR,Kolhapur,SADASHIVRAO MANDLIK DADOBA,IND,0,Graduate,"1,15,52,012",0
4481,1309,S24,68,UTTAR PRADESH,LALGANJ,Lalganj,NEELAM SONKAR,BJP,0,Post Graduate,"1,15,55,274","13,00,000"
4523,7326,S25,11,WEST BENGAL,MURSHIDABAD,Murshidabad,NIRMAL KUMAR SAHA,BJP,0,10th Pass,"1,15,70,047","18,15,197"
3924,8854,S22,5,TAMIL NADU,SRIPERUMBUDUR,Sriperumbudur,MAYA RAMACHANDRAN,THPI,0,Post Graduate,"1,15,86,780","5,25,01,000"
1915,5650,S24,44,UTTAR PRADESH,AKBARPUR,Akbarpur,DR.AWDESH KUMAR GUPTA,RSMD,0,Graduate Professional,"1,16,48,107",0
7081,6918,S24,2,UTTAR PRADESH,KAIRANA,Kairana,TABASSUM BEGAM,BSP,0,10th Pass,"1,16,67,328",0
2535,4080,S24,60,UTTAR PRADESH,DOMARIYAGANJ,Domariyaganj,INAMULLAH CHAUDHARY,PECP,0,Not Given,"1,16,95,000","6,29,335"
358,2292,S18,8,ORISSA,JAJPUR,Jajpur,Amiya Kanta Mallik,INC,0,5th Pass,"1,17,40,000","19,80,000"
2802,631,S10,4,KARNATAKA,BIJAPUR,Bijapur,Jigajinagi Ramesh Chandappa,BJP,0,Graduate,"1,17,53,725","39,02,460"
2929,4600,S10,13,KARNATAKA,DAVANAGERE,Davanagere,K.B. Kallerudreshappa,JD(S),0,Graduate,"1,17,57,000","61,22,279"
1170,8137,S25,15,WEST BENGAL,BARRACKPUR,Barrackpur,BINOD KUMAR SINGH,IND,0,Post Graduate,"1,17,66,810",0
3694,5505,S24,30,UTTAR PRADESH,SITAPUR,Sitapur,MAHENDRA SINGH VERMA,SP,4,12th Pass,"1,17,85,323",0
6172,9191,S22,35,TAMIL NADU,RAMANATHAPURAM,Ramanathapuram,SATHIAMOORTHY. V,ADMK,1,Graduate Professional,"1,17,99,874","15,00,000"
2431,8281,S28,5,UTTARAKHAND,HARDWAR,Hardwar,HARISH RAWAT,INC,1,Graduate Professional,"1,18,25,335",0
5511,3162,S04,21,BIHAR,HAJIPUR,Hajipur,RAM VILAS PASWAN,LJP,0,Post Graduate,"1,18,38,791","50,316"
6490,3417,S12,19,MADHYA PRADESH,BHOPAL,Bhopal,SHIV NARAYAN SINGH BAGWARE,IND,0,Post Graduate,"1,18,56,230","1,60,000"
286,9101,S22,26,TAMIL NADU,CUDDALORE,Cuddalore,ALAGIRI S,INC,0,Graduate,"1,18,66,846","7,81,36,525"
3628,2087,S09,6,JAMMU & KASHMIR,JAMMU,Jammu,MADAN LAL SHARMA,INC,1,10th Pass,"1,18,82,734","1,49,750"
6902,378,S18,1,ORISSA,BARGARH,Bargarh,Sunil Kumar Agrawal,BSP,1,12th Pass,"1,18,84,000","22,70,000"
648,3853,S24,38,UTTAR PRADESH,SULTANPUR,Sultanpur,ASHOK PANDEY,SP,1,Post Graduate,"1,18,91,083","6,950"
4626,544,S01,13,ANDHRA PRADESH,NALGONDA,Nalgonda,P. KARUNA,PRAP,2,Graduate,"1,18,91,555","42,71,877"
6427,7848,S09,1,JAMMU & KASHMIR,BARAMULLA,Baramulla,SHARIEF UD DIN SHARIQ,JKN,0,Post Graduate,"1,19,55,000","13,10,000"
5749,5838,S20,9,RAJASTHAN,BHARATPUR,Bharatpur,RATAN SINGH,INC,0,Graduate Professional,"1,19,67,191","3,35,314"
382,5323,S13,24,MAHARASHTRA,KALYAN,Kalyan,ANAND PRAKASH PARANJAPE,SHS,1,Post Graduate,"1,19,98,220","38,71,225"
6015,7247,S24,22,UTTAR PRADESH,ETAH,Etah,SANDEEP,RPI(A),0,Graduate,"1,20,52,000",0
2603,149,S13,5,MAHARASHTRA,BULDHANA,Buldhana,JADHAV PRATAPRAO GANPATRAO,SHS,10,Graduate,"1,20,52,820","45,41,550"
1336,7458,S24,46,UTTAR PRADESH,JHANSI,Jhansi,CHANDRPAL SINGH YADAV,SP,4,Not Given,"1,20,91,752",0
6001,9103,S22,26,TAMIL NADU,CUDDALORE,Cuddalore,SAMPATH M C,ADMK,0,Graduate,"1,20,93,383",0
5874,8311,U02,1,CHANDIGARH,CHANDIGARH,Chandigarh,S K SURI,IND,0,Post Graduate,"1,20,96,777","51,30,000"
4946,122,S26,8,CHHATTISGARH,RAIPUR,Raipur,Praveen Jain,IND,0,10th Pass,"1,21,03,747","44,05,000"
3166,1330,S04,39,BIHAR,NAWADA,Nawada,Kaushal Yadav,IND,7,Post Graduate,"1,21,24,546","53,080"
4969,6287,S20,12,RAJASTHAN,TONK-SAWAI MADHOPUR,Tonk-Sawai Madhopur,PREM LATA BANSHIWAL,IND,0,Others,"1,21,36,907",0
7575,4628,S20,7,RAJASTHAN,JAIPUR,Jaipur,VJAY PASHWANI,BSP,0,8th Pass,"1,22,00,000","8,50,000"
401,503,S10,26,KARNATAKA,BANGALORE SOUTH,Bangalore South,Ananth Kumar,BJP,0,Graduate Professional,"1,22,06,366",0
4708,1175,S18,21,ORISSA,KORAPUT,Koraput,Papanna Mutika,BSP,0,Graduate Professional,"1,22,70,000","8,00,000"
2143,7273,S24,41,UTTAR PRADESH,ETAWAH,Etawah,GAURISHANKER,BSP,0,Post Graduate,"1,22,80,096","29,77,140"
451,3031,S04,2,BIHAR,PASCHIM CHAMPARAN,Paschim Champaran,ANIRUDH PRASAD ALIAS SADHU YADAV,INC,5,Graduate,"1,23,10,143","64,800"
1856,3760,S13,43,MAHARASHTRA,MADHA,Madha,DR. MAHADEO ABAJI POL,IND,0,Graduate Professional,"1,23,20,400","20,94,731"
1450,633,S10,28,KARNATAKA,KOLAR,Kolar,D.S.Veeraiah,BJP,0,Post Graduate,"1,23,54,200","15,17,345"
1449,519,S01,4,ANDHRA PRADESH,NIZAMABAD,Nizamabad,D.S.R. Chaudary,LSP,0,Not Given,"1,23,55,847","24,96,889"
1395,2433,S18,4,ORISSA,KEONJHAR,Keonjhar,Chitta Ranjan Munda,IND,0,Graduate,"1,23,70,000","1,36,000"
522,4291,S27,9,JHARKHAND,JAMSHEDPUR,Jamshedpur,ARJUN MUNDA,BJP,2,Graduate Professional,"1,23,84,895","1,76,069"
1058,4999,S04,25,BIHAR,KHAGARIA,Khagaria,BHARAT KUMAR YADAV,KVSP,2,Graduate,"1,24,19,741",0
4312,1239,S27,4,JHARKHAND,CHATRA,Chatra,NAGMANI,RJD,1,12th Pass,"1,24,30,256",0
4376,338,S18,10,ORISSA,BOLANGIR,Bolangir,NARASINGHA MISHRA,INC,0,Graduate Professional,"1,24,30,984","2,90,933"
6548,1857,S24,66,UTTAR PRADESH,DEORIA,Deoria,SHRI PRAKASH MANI TRIPATHI,BJP,0,Post Graduate,"1,24,32,443",0
7118,8130,S25,15,WEST BENGAL,BARRACKPUR,Barrackpur,TARIT BARAN TOPDAR,CPM,0,Graduate,"1,24,34,070",0
2489,1282,S27,13,JHARKHAND,PALAMU,Palamau,HIRA RAM TUPHANI,BSP,1,Graduate Professional,"1,24,45,258","5,15,000"
1301,3298,S12,12,MADHYA PRADESH,SHAHDOL,Shahdol,CHANDRA PRATAP SINGH (BABA SAHAB),SP,0,12th Pass,"1,24,64,922","3,92,047"
3850,1351,S24,72,UTTAR PRADESH,BALLIA,Ballia,MANOJ SINHA,BJP,0,Graduate Professional,"1,24,81,148","4,00,000"
3693,7651,S20,15,RAJASTHAN,PALI,Pali,MAHENDRA SINGH,IND,1,12th Pass,"1,24,81,500","2,00,000"
2173,8636,S24,7,UTTAR PRADESH,RAMPUR,Rampur,GHAN SHYAM SINGH LODHI,BSP,0,8th Pass,"1,24,93,082","62,00,000"
626,6502,S07,2,HARYANA,KURUKSHETRA,Kurukshetra,ASHOK KUMAR ARORA,INLD,0,10th Pass,"1,24,99,050","2,81,694"
3562,18,S01,7,ANDHRA PRADESH,MALKAJGIRI,Malkajgiri,Lt.Col.(Retd) Duserla Paparaidu,IND,0,Post Graduate,"1,25,00,000","6,00,000"
1984,195,S13,10,MAHARASHTRA,NAGPUR,Nagpur,ENGINEER MANIKRAO VAIDYA,BSP,0,Graduate Professional,"1,25,06,700","6,944"
1552,6086,S25,5,WEST BENGAL,RAIGANJ,Raiganj,Deepa Dasmunsi,INC,0,Post Graduate,"1,25,14,145",0
1646,8981,S22,14,TAMIL NADU,KALLAKURICHI,Kallakurichi,DHANARAJU K,PMK,0,Doctorate,"1,25,31,131","67,77,922"
5127,7761,S24,20,UTTAR PRADESH,FIROZABAD,Firozabad,RAGHUVAR DAYAL VERMA,BJP,0,Post Graduate,"1,25,38,066",0
80,8899,S22,8,TAMIL NADU,VELLORE,Vellore,ABDULRAHMAN,DMK,0,Graduate,"1,25,47,128","32,97,328"
4279,4965,S04,13,BIHAR,MADHEPURA,Madhepura,N.K.SINGH,SAP,0,Not Given,"1,25,74,652",0
