Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year
ALOK PATHAK,Hooghly,0,Graduate,7385,IND,301,4720414,66975,2009
ALOK SEN,Dhubri,0,Graduate,2897,SP,302,1199442,0,2009
ALOK SINGH CHOTELAL,Kalyan,0,10th Pass,5333,IND,303,145750,0,2009
ALPANA GAUTAM,Aligarh,2,Post Graduate,7121,BSK,304,6808000,0,2009
ALPESHBHAI KESHUBHAI VEKARIYA,Rajkot,0,Graduate,2557,MJP,305,1008903,2079532,2009
ALPESHSINH SURUBHA VAGHELA,Kheda,4,12th Pass,2615,IND,306,1721000,111010,2009
ALTAF AHMAD EAKBAL AHMAD,Nanded,0,Graduate,2,BBM,307,652154,0,2009
Altaf Ahmed Khan,Hyderabad,0,10th Pass,1058,IND,308,240000,0,2009
ALTAFBHAI VALIBHAI KORADIA,Surendranagar,0,Illiterate,2390,IND,309,858650,442000,2009
ALUR M.G. SWAMY,Davanagere,0,Not Given,5942,IND,310,3200000,70000,2009
Aluri Vijaya Lakhsmi,Kakinada,0,Post Graduate,4669,LSP,311,25098100,0,2009
ALVA MARGARET,Uttara Kannada,0,Graduate Professional,717,INC,312,41803586,0,2009
AMALESH MISHRA,Kanthi,0,Graduate Professional,7408,BJP,313,1577672,672190,2009
AMALRAJ.M,Karur,0,Not Given,8515,IND,314,120400,0,2009
AMAN,Gorakhpur,0,Literate,1204,ASP,315,1022380,280478,2009
AMANULLA KHAN,Guntur,0,Literate,4386,LSP,316,90000,0,2009
AMAR DASS,East Delhi,0,Not Given,7594,IND,317,9707000,529055,2009
AMAR MOHAMMAD,Gurgaon,0,10th Pass,6718,IND,318,1125000,90000,2009
AMAR NATH JAISWAL,Faizabad,0,Graduate,3978,RTKP,319,3286769,516000,2009
Amar Nath Prasad,Gaya,0,Graduate,1982,IND,320,1302900,0,2009
AMAR SINGH,Bhopal,0,5th Pass,3406,IND,321,4795500,0,2009
AMAR SINGH,Akbarpur,0,8th Pass,5649,JPS,322,615000,0,2009
AMARA RAM,Sikar,0,Post Graduate,6047,CPM,323,1902684,0,2009
AMARDEEP BALASAHEB DESHMUKH,Buldhana,4,10th Pass,1411,KM,324,227000,0,2009
AMARISHBHAI RASIKLAL PATEL,Dhule,0,8th Pass,3441,INC,325,100033610,4761746,2009
AMARKANT SAH,Nalanda,0,Post Graduate,6473,RPP,326,92470,0,2009
AMARNATH,Anantapur,0,Graduate,4345,LSP,327,488500,0,2009
Amarnath Pradhan,Sambalpur,0,Graduate,380,INC,328,4325000,466494,2009
AMARNATH VERMA,Faizabad,1,Graduate Professional,3988,IND,329,8358,0,2009
AmarNathYadav,Siwan,8,Literate,881,CPI(ML)(L),330,471240,89897,2009
AMARSINH RAMSINH THAKORE,Mahesana,0,12th Pass,2364,MJP,331,504500,0,2009
Amarsinh Vasantrao Patil,Belgaum,0,Post Graduate,692,INC,332,40495119,256964,2009
Amavas Ram,Karakat,1,10th Pass,939,IND,333,20000,0,2009
Ambala Mahendar,Peddapalle,0,5th Pass,1003,IND,334,0,0,2009
Ambati Krishna Murthi,Secunderabad,0,Not Given,1046,IND,335,235000,400000,2009
AMBATI RAMA KRISHNA REDDY,Anantapur,0,Graduate Professional,4342,BJP,336,25550000,251000,2009
AMBATI RAMESWARA REDDY,Nandyal,0,Not Given,4421,IND,337,700000,0,2009
AMBICA BANERJEE,Howrah,1,Graduate Professional,7354,AITC,338,62926674,7233333,2009
AMBIKA PRASAD,Lucknow,0,Post Graduate,5589,IND,339,3949407,0,2009
AMBIKA SINGH,Valmiki Nagar,1,Post Graduate,3022,IND,340,10500000,100000,2009
AMBRISH KUMAR,Hardwar,2,Post Graduate,8277,SP,341,27776400,0,2009
AMBU BORA,Gauhati,0,Others,2925,RCPI(R),342,1082947,0,2009
AMEER,Salempur,0,12th Pass,1716,IND,343,3115000,0,2009
AMEERUDDIN,Kushi Nagar,0,Graduate,1897,IND,344,0,0,2009
Amerika Mahto,Aurangabad,0,8th Pass,914,SSD,345,515000,0,2009
Amina Khatun,Maldaha Uttar,0,Graduate,4825,IND,346,148029,0,2009
AMIT BARUA,Gauhati,0,Not Given,2928,IND,347,12696939,494815,2009
AMIT KUMAR,East Delhi,0,10th Pass,7588,SP,348,321500,0,2009
AMIT KUMAR,Hamirpur,0,12th Pass,5683,AD,349,3500,0,2009
AMIT KUMAR JHA,Bhagalpur,0,Post Graduate,5023,IND,350,106500,0,2009
Amit Moitra,Medinipur,0,Post Graduate,4867,IND,351,974700,0,2009
AMIT PANDEY,Lucknow,0,Post Graduate,5587,IND,352,780000,0,2009
AMITA BAJPAI,Banda,0,Post Graduate,3892,BJP,353,8592000,300000,2009
AMITA BHUSHAN,Begusarai,0,Post Graduate,4975,INC,354,2470296,0,2009
AMITABHA SEN,Kolkata Uttar,0,Doctorate,8215,IND,355,6572032,0,2009
AMITAVA BHATTACHARYA,Sreerampur,3,Graduate,7376,IND,356,24766,0,2009
AMITAVA NANDY,Dum Dum,0,12th Pass,8139,CPM,357,4215717,0,2009
Amiya Kanta Mallik,Jajpur,0,5th Pass,2292,INC,358,11740000,1980000,2009
AMIYA KASHYAP (BIKKI),Begusarai,0,Graduate,4981,IND,359,212200,0,2009
Amlan Bhaduri,Maldaha Uttar,2,Post Graduate,4826,BJP,360,1450034,0,2009
AMOL DEVIDASRAO JADHAV,Amravati,0,Literate,798,IND,361,0,0,2009
AMRESH MISHRA,Lucknow,0,Post Graduate,5586,IND,362,1105000,0,2009
AMRESHWAR KUMAR,Banka,0,Graduate,5038,JGP,363,247490,0,2009
AMRIK SINGH,Patiala,0,Not Given,6904,RSP,364,2805000,0,2009
AMRISHBHAI VADILAL DAVE,Anand,0,10th Pass,2600,IND,365,90000,0,2009
Amrit Hansda,Jhargram,0,12th Pass,4879,INC,366,2511912,0,2009
Amrit Singh Maravi,Surguja,0,12th Pass,445,IND,367,321000,60000,2009
Amrit Tirkey,Raigarh,0,8th Pass,402,IND,368,517000,0,2009
AMRITLAL PATHAK RAGHUVAR,Chhindwara,0,12th Pass,3358,IND,369,2099500,0,2009
AMRUTBHAI LAKHUBHAI FOSI,Banaskantha,1,Literate,5753,MJP,370,9012700,200000,2009
AMRUTHAPPA.M.D,Bidar,0,12th Pass,7455,IND,371,0,125000,2009
Amulya Ratan Mahato,Purulia,0,Graduate,4887,IND,372,370000,0,2009
Anadi Sahu,Cuttack,0,Graduate,2070,BJP,373,4343000,300000,2009
Anand Gautam,Durg,0,Graduate,419,IND,374,176327,0,2009
ANAND JADHAV HOTALKAR,Nanded,0,Post Graduate,819,IND,375,657000,0,2009
ANAND K,Madurai,0,12th Pass,8581,IND,376,163025,0,2009
ANAND KUJUR,Khunti,0,Not Given,1255,IND,377,1563100,0,2009
ANAND KUMAR,Gwalior,0,8th Pass,5115,IND,378,500000,0,2009
ANAND KUMAR AMBASTHA,Varanasi,0,Others,1230,IND,379,59346,20752,2009
ANAND KUMAR JAIN,Bhagalpur,0,Post Graduate,5024,IND,380,2490238,2520,2009
ANAND PRAKASH,Garhwal,0,Graduate,8240,UKKD,381,10107000,250000,2009
ANAND PRAKASH PARANJAPE,Kalyan,1,Post Graduate,5323,SHS,382,11998220,3871225,2009
ANAND RAM,Bharatpur,0,Literate,6061,IND,383,20000,0,2009
Anand Ram Gilhare,Janjgir-Champa,0,Not Given,450,IND,384,0,0,2009
ANAND SINGH KUSHWAH RAMAYNE,Gwalior,0,8th Pass,5116,IND,385,5000,12000,2009
ANAND YADAV,Banda,0,Graduate Professional,3898,UCPI,386,1280000,0,2009
Ananda Gatty,Dakshina Kannada,0,Graduate Professional,4631,IND,387,1397499,107000,2009
ANANDAN M,Viluppuram,0,12th Pass,8960,ADMK,388,8938646,967994,2009
ANANDAN P,Viluppuram,0,10th Pass,8969,IND,389,13500,0,2009
ANANDAN.P,Tiruvallur,0,Graduate Professional,8724,BSP,390,4742495,385040,2009
ANANDARAJ N,Tirunelveli,0,Literate,9239,IND,391,25000,0,2009
ANANDARAJ.G,Chennai North,0,5th Pass,8748,IND,392,15000,0,2009
ANANDBHAI KESHAVBHAI MAKWANA,Surat,1,Illiterate,4526,IND,393,69000,0,2009
ANANDHADASS C,Kallakurichi,0,10th Pass,8982,LJP,394,60300,0,2009
ANANDHU.K,Chennai North,0,Graduate Professional,8742,LJP,395,1090000,0,2009
ANANDKUMAR. K,Dharmapuri,0,8th Pass,8947,IND,396,420000,0,2009
ANANT,Ballia,0,Post Graduate,1884,IND,397,8030000,0,2009
ANANT GEETE,Raigad,1,10th Pass,3550,SHS,398,8555617,0,2009
Ananta Nayak,Keonjhar,0,12th Pass,2048,BJP,399,1536306,628045,2009
Ananta Prasad Sethi,Bhadrak,0,Graduate,2054,INC,400,5813911,443285,2009
Ananth Kumar,Bangalore South,0,Graduate Professional,503,BJP,401,12206366,0,2009
ANANTHA RAJA.V,Tiruchirappalli,1,Graduate,8551,IND,402,2728000,200850,2009
ANANTHA VENKATA RAMI REDDY,Anantapur,0,Post Graduate,4341,INC,403,13015000,0,2009
Ananthagopan,Pathanamthitta,2,Not Given,1621,CPM,404,2942277,0,2009
Ananthkumar Hegde,Uttara Kannada,3,12th Pass,632,BJP,405,6427192,3955458,2009
ANAR SINGH,Hathras,0,10th Pass,7749,SP,406,60240500,20300000,2009
ANBALAGAN V,Viluppuram,0,10th Pass,8968,IND,407,28550,0,2009
ANBARASAN. D.,Krishnagiri,0,Post Graduate,8927,DMDK,408,14957001,4647180,2009
ANBURAAJ.R.K.,Kancheepuram,0,10th Pass,8886,IND,409,108000,0,2009
Anchan Khanna,Bangalore North,0,Post Graduate,1640,IND,410,340000,0,2009
ANDHRAPRAKASH A,Salem,0,Graduate,8410,PPOI,411,8215982,0,2009
ANEES HUSSAIN.H,Chennai Central,0,Graduate,8826,IND,412,1450000,0,2009
Angadi Suresh Channabasappa,Belgaum,2,Graduate Professional,2036,BJP,413,221734263,43392842,2009
ANGARSHA SALIM BABULAL,Osmanabad,0,Doctorate,3703,IND,414,2113000,0,2009
ANIL,Kushi Nagar,0,Not Given,1378,RPI(A),415,830000,0,2009
ANIL,Sultanpur,0,Graduate,3857,RPI(A),416,2418051,2525000,2009
ANIL,Ghazipur,0,12th Pass,1850,IND,417,1871000,65000,2009
ANIL,Amroha,2,Graduate,8662,IND,418,140000,0,2009
ANIL ANNA GOTE,Dhule,9,Others,3444,LKSGM,419,2528801,3150369,2009
Anil Biswas,Raiganj,0,Literate,4801,IND,420,0,0,2009
ANIL CHAUDHARY,Begusarai,0,12th Pass,4974,LJP,421,866519,600000,2009
ANIL DWIVEDI,Guna,0,Not Given,5134,IND,422,625000,0,2009
ANIL GUPTA,Chandni Chowk,0,10th Pass,7545,BPC,423,175000,0,2009
ANIL KAUSHIK,Bhiwani-Mahendragarh,1,Post Graduate,6683,NCP,424,33171991,170184,2009
ANIL KISHORE,Kheri,0,12th Pass,8697,LD,425,648000,0,2009
ANIL KUMAR,Gautam Budhha Nagar,0,10th Pass,7062,IND,426,725000,0,2009
ANIL KUMAR,Hamirpur,0,10th Pass,5682,ASP,427,250000,0,2009
Anil Kumar,Mavelikkara,0,Graduate,1617,IND,428,151000,0,2009
ANIL KUMAR,Gopalganj,0,Graduate,1358,RJD,429,5238958,120000,2009
ANIL KUMAR ALIAS ANIL BHARGAV,Misrikh,1,Post Graduate,5529,BJP,430,6448396,397400,2009
ANIL KUMAR ALIAS ANIL GUPTA,Banka,0,8th Pass,5037,JVM,431,1902000,200000,2009
ANIL KUMAR BHARTI,Purnia,0,Not Given,4940,RVNP,432,5730000,0,2009
ANIL KUMAR GAUTAM,New Delhi,3,8th Pass,7681,IND,433,274498,0,2009
ANIL KUMAR JAIN,Kanpur,0,Post Graduate,5635,IND,434,1776623,216292,2009
ANIL KUMAR MAURYA,Rae bareli,2,Not Given,5614,AD,435,20000,0,2009
ANIL KUMAR MAURYA,Mirzapur,0,Post Graduate,1780,BSP,436,15852990,0,2009
Anil Kumar Singh,Aurangabad,0,Graduate,915,RSWD,437,14375000,245000,2009
ANIL KUMAR SRIVASTAWA@AKELA,Firozabad,0,Graduate Professional,7764,JPS,438,737020,0,2009
ANIL KUMAR SUBHASH,Meerut,2,Post Graduate,6999,IND,439,1600000,0,2009
ANIL PITAMBAR WAGH (SIR),Jalgaon,0,Post Graduate,3464,IND,440,22000,0,2009
ANIL RAJA,Nowgong,0,Graduate,2961,INC,441,6256259,1572269,2009
ANIL SHIROLE,Pune,0,Not Given,3575,BJP,442,0,0,2009
ANIL SHUKLA WARSI,Akbarpur,2,Graduate,5645,BSP,443,14442392,19764684,2009
ANIL SINGH,Amritsar,0,12th Pass,7877,RSP,444,50000,0,2009
ANIL SINGH,Nalanda,0,Graduate,6472,LTSD,445,6611312,199437,2009
ANIL SINGH,Bhopal,0,Graduate,3405,IND,446,300000,0,2009
ANILKUMAR BRIJENDRABHAI SHARMA,Ahmedabad East,0,Graduate,5782,IND,447,332000,0,2009
ANILKUMAR SOMABHAI MAKWANA,Gandhinagar,3,Literate,5762,IND,448,288985,0,2009
AnilMehta,Nawada,12,Graduate,1318,IND,449,4931596,262669,2009
ANIMESH NASKAR,Mathurapur,0,Post Graduate,8169,CPM,450,129543,43600,2009
ANIRUDH PRASAD ALIAS SADHU YADAV,Paschim Champaran,5,Graduate,3031,INC,451,12310143,64800,2009
ANIS AHMAD ANSARI,North East Delhi,0,Not Given,7604,SP,452,5968000,3100,2009
ANISUR RAHAMAN SARKAR,Murshidabad,0,Post Graduate,7325,CPM,453,4592372,0,2009
ANITA HITENDRA CHOUDHARY,Morena,0,12th Pass,5073,BHBP,454,205000,0,2009
ANITA RAMKRUSHAN RUPAWATE,Mumbai North West,0,Literate,5406,IND,455,7000,0,2009
ANJAN KUMAR YADAV,Secunderabad,0,12th Pass,529,INC,456,20620697,1500000,2009
ANJANA WALIA,Tehri Garhwal,0,Post Graduate,8227,RJSD,457,273735000,0,2009
ANJANI KUMAR,Patna Sahib,0,Post Graduate,7724,IND,458,3095000,0,2009
ANJANI PANDEY,Ranchi,0,Graduate Professional,4274,IND,459,10000,0,2009
ANJU,Sant Kabir Nagar,0,12th Pass,4123,IND,460,488300,0,2009
ANJU ASHOK UIKEY,Balaghat,0,12th Pass,3340,IND,461,1692594,81000,2009
ANJULA NAGPAL,Amroha,0,Graduate,8661,IND,462,261250266,0,2009
ANNADURAI M,Salem,0,Not Given,8408,AIVP,463,5000,0,2009
ANNADURAI. K,Dharmapuri,0,Not Given,8943,UMK,464,100000,0,2009
ANNADURAI. V.M,Karur,0,Graduate Professional,8514,IND,465,20000,0,2009
"ANNALAKSHMI, S.",Perambalur,0,5th Pass,9089,IND,466,450000,0,2009
ANNAMALAI K,Tirunelveli,1,10th Pass,9230,ADMK,467,104494900,5000000,2009
ANNAMALAI S C,Arakkonam,0,Literate,8344,AIVP,468,140000,0,2009
ANNAMRAJU VENUGOPALA MADHAVA RAO,Narasaraopet,0,Graduate Professional,4444,IND,469,210000,0,2009
ANNAYYAGARI SAI PRATHAP,Rajampet,0,12th Pass,4469,INC,470,6233245,605031,2009
ANNUTANDON,Unnao,1,Graduate,5542,INC,471,421352753,0,2009
ANOKHI LAL,Kaiserganj,0,Literate,4027,IND,472,120500,0,2009
ANOOP KUMAR,Mirzapur,0,Post Graduate,1796,IND,473,76700,0,2009
Anoop Minj,Surguja,0,Post Graduate,446,JMM,474,0,0,2009
ANOOP SINGH,Karnal,0,10th Pass,6601,IND,475,2050000,700000,2009
ANSARI MOHD. ISMAIL MOHD. IBRAHIM,Dhule,0,Graduate,3445,BMSM,476,1162950,0,2009
ANSARI SHABBIR AHEMED,Sangli,0,Graduate,3769,IND,477,10000,0,2009
ANSH DHARI,Banda,0,Others,3901,IND,478,1701000,0,2009
ANSHU MAN SINGH (ADVOCATE),Fatehpur,0,Post Graduate,5706,IND,479,357000,0,2009
Anto,Pathanamthitta,0,Graduate,1627,IND,480,3503,20979,2009
Anto Antony,Pathanamthitta,0,Graduate,1622,INC,481,1424205,1706713,2009
Anto P John,Kottayam,0,Graduate,1582,IND,482,10020590,500000,2009
Anuj Dhritlahre,Bilaspur,0,5th Pass,606,IND,483,1796000,136500,2009
ANUP,Hisar,0,Doctorate,6576,IND,484,726000,62000,2009
ANUP KUMAR SAHA,Bardhaman Purba,0,Post Graduate,7415,CPM,485,7472944,0,2009
ANUP SINGH,Rohtak,0,10th Pass,6636,IND,486,2521800,25000,2009
ANUPAM MISHRA,Lucknow,0,Graduate,5574,SWPI,487,1452714,125867,2009
ANUPAM SHARMA,Badaun,0,Not Given,8088,IND,488,25000,3500,2009
ANUPAM VERMA,Kheri,0,Not Given,8698,AD,489,646300,0,2009
ANURADHA CHAUDHARY,Muzaffarnagar,0,Graduate,6954,RLD,490,79870000,0,2009
ANURADHA PATEL,Gonda,0,Literate,4065,IND,491,1990044,0,2009
ANURAG SINGH,Mirzapur,0,Post Graduate,1781,BJP,492,16297500,0,2009
ANURAG SINGH THAKUR,Hamirpur,0,Graduate,7833,BJP,493,24150103,2504550,2009
ANVER SINGH,Etawah,0,10th Pass,7280,IND,494,1047600,0,2009
ANWAR AHMED,Ghaziabad,1,Not Given,7737,NBNP,495,320673000,0,2009
ANWAR HUSSAIN,Dhubri,0,Graduate Professional,2894,INC,496,1285167,679449,2009
Apparao Golagana,Visakhapatnam,0,Graduate Professional,1134,IND,497,7750000,525000,2009
APPAS.K.S,Pollachi,0,5th Pass,9069,IND,498,41000,0,2009
APPAYYAGOUDA BASAGOUDA PATIL,Belgaum,0,Graduate Professional,1446,JD(S),499,21161000,200000,2009
ARABINDA HALDER,Jaynagar,0,Graduate,8161,BSP,500,893000,0,2009
ARABINDA SEN,Hooghly,0,Graduate Professional,7389,SP,501,13719600,0,2009
ARAK ASHOK VIKRAM,Latur,0,Graduate,3720,KM,502,2690000,700000,2009
ARAKERI NIRMALA SRINIVAS,Bijapur,0,Post Graduate,6426,IND,503,200000,0,2009
ARASAKUMAR.M.S,Chennai Central,0,Graduate Professional,8824,IND,504,48000,0,2009
ARBIND KUMAR,Supaul,0,Post Graduate,7525,IND,505,7012200,0,2009
Arbind prasad singh,Jahanabad,0,Post Graduate,855,IND,506,4635000,0,2009
Archana Chandra,Aurangabad,0,Not Given,916,BSP,507,3484585,0,2009
Archana Nayak,Bhubaneswar,0,Post Graduate,2067,BJP,508,545000,325000,2009
Arghya Roy Pradhan,Coochbehar,0,Graduate,4771,AITC,509,402858,0,2009
ARIF AHMED SHAIKH JAFHAR,Dhule,0,8th Pass,3446,NBNP,510,80000,0,2009
ARIF SIKANDAR URF RAJU MIAN,Rampur,0,5th Pass,8645,IND,511,30000,0,2009
ARIMAZHAM THIYAGI SUBRAMANIAN MUTHARAIYAR M,Sivaganga,0,Not Given,9169,IND,512,0,0,2009
ARIRAJ T.V,Arani,0,10th Pass,8394,SP,513,0,0,2009
ARIUDAI NAMBI D,Vellore,0,12th Pass,8911,IND,514,0,0,2009
ARIVALAGAN S,Mayiladuthurai,0,Not Given,9121,IND,515,25000,0,2009
ARIVAZHAGAN. P,Dharmapuri,0,12th Pass,8946,IND,516,2575000,0,2009
ARIVUDAINAMBI.N,Chennai Central,0,12th Pass,8825,IND,517,15000,0,2009
Arjun Bhagat,Lohardaga,0,Post Graduate,673,IND,518,9301322,0,2009
Arjun Charan Sethi,Bhadrak,0,Post Graduate,2441,BJD,519,11061000,2500000,2009
ARJUN LAL,Dhaurahra,0,Graduate,8710,CPI(ML)(L),520,57500,0,2009
ARJUN MANJHI,Jamui,0,8th Pass,2331,JGP,521,310000,0,2009
ARJUN MUNDA,Jamshedpur,2,Graduate Professional,4291,BJP,522,12384895,176069,2009
ARJUN PUJHAR,Dumka,0,Not Given,4178,SP,523,677433,6112,2009
ARJUN RAM MEGHWAL,Bikaner,0,Post Graduate,6032,BJP,524,2563467,0,2009
ARJUN ROY,Sitamarhi,0,Doctorate,3069,JD(U),525,2907146,462913,2009
ARJUN SAHA,Bolpur,0,Graduate,7439,BJP,526,3052000,252110,2009
ARJUN SAHNI,Ujiarpur,0,8th Pass,3183,IND,527,4936250,0,2009
Arjun Shrivas Ganguaa,Bilaspur,0,Not Given,96,IND,528,43500,0,2009
ARJUNBHAI BHALJIBHAI CHAUDHARY,Bardoli,0,Graduate,4511,IND,529,12000,0,2009
ARLENE N. SANGMA,Tura,0,Graduate,2035,IND,530,1430000,200000,2009
AROKIYADOSS C,Cuddalore,0,Others,9102,BSP,531,475000,0,2009
AROON BAROOA,Mangaldoi,0,Graduate,2942,IND,532,472000,0,2009
ARORA RAKESH VISHWANATH,Mumbai North Central,5,10th Pass,5442,IND,533,2759000,0,2009
ARSHAD JAMAL ANSARI,Ghosi,0,Post Graduate,1824,SP,534,2465633,0,2009
ARSHAD ULLA SHARIFF,Mysore,0,Not Given,4641,BPJP,535,29900000,0,2009
ARTI BEHRA,Ranchi,0,10th Pass,4277,IND,536,280000,0,2009
ARUL THUMILAN .D,Kanniyakumari,0,Graduate Professional,8618,LJP,537,375000,0,2009
"ARULMANI,C.",Perambalur,0,Literate,9083,AIVP,538,1240000,0,2009
ARULRAJKUMAR. R,Karur,0,Graduate Professional,8517,IND,539,96000,0,2009
ARUMUGAM A.A,Tiruvannamalai,0,10th Pass,8368,IND,540,6095500,0,2009
ARUMUGAM P,Nilgiris,0,Not Given,8481,IND,541,10000,0,2009
ARUMUGAM. K,Chennai North,0,10th Pass,8747,IND,542,160000,0,2009
ARUN ALIAS SHAM BAJARNAG BUCHADE,Hatkanangle,0,12th Pass,3808,IND,543,206000,17748,2009
ARUN BHATIA,Pune,0,Post Graduate,3578,PG,544,220179000,205140,2009
ARUN BISWAS,Kolkata Dakshin ,0,Graduate,8202,IND,545,9808,0,2009
ARUN CHANDRA BHOWMIK,Tripura West,1,Post Graduate,3822,AITC,546,4110573,4842,2009
ARUN DAS,Dhubri,0,10th Pass,2896,RWS,547,59900,0,2009
Arun Dey,Balasore,2,Graduate Professional,2284,NCP,548,2891546,0,2009
Arun Harpal,Raipur,0,5th Pass,422,IND,549,270700,0,2009
Arun Jena,Balasore,0,Post Graduate,2283,JMM,550,3000,0,2009
ARUN KENNEDI A,Kallakurichi,0,10th Pass,8987,IND,551,50000,0,2009
ARUN KUMAR,Pratapgarh,0,12th Pass,3874,SJP(R),552,101549,0,2009
ARUN KUMAR,Shrawasti,0,Post Graduate,4044,ANC,553,596228,0,2009
ARUN KUMAR,Nalanda,2,12th Pass,6485,IND,554,1106200,0,2009
ARUN KUMAR,Begusarai,0,10th Pass,4982,IND,555,2670334,60703,2009
ARUN KUMAR,Akbarpur,0,8th Pass,5646,BJP,556,55104857,153045,2009
Arun Kumar Agarwal,Darjeeling,1,12th Pass,4834,IND,557,16232570,0,2009
ARUN KUMAR BISWAS,Barasat,0,Graduate Professional,8145,BSP,558,2803102,0,2009
Arun Kumar Das,Ghatal,0,12th Pass,4849,JMM,559,0,31000,2009
ARUN KUMAR JAIN,Meerut,2,Graduate,6984,NCP,560,805000,0,2009
ARUN KUMAR MURMOO,Tezpur,0,Graduate,2950,BVM,561,58085,0,2009
ARUN KUMAR SINGH,Azamgarh,0,Graduate Professional,1145,CPM,562,3855174,0,2009
Arun Kumar Yadav,Chatra,2,Graduate,656,JD(U),563,1959000,15000,2009
ARUN SAH,Sheohar,0,Literate,3059,BLPGL,564,35000,0,2009
ARUN SHAMRAO JOSHI,Nagpur,0,Post Graduate,1426,ABHM,565,8878467,0,2009
ARUN SOOD,Patiala,1,12th Pass,6913,IND,566,273111,0,2009
ARUN SUBHASHCHANDRA YADAV,Khandwa,1,Graduate,5286,INC,567,53289688,27562966,2009
ARUN SUBRAMANIAN M,Sriperumbudur,0,Graduate Professional,8850,DMDK,568,18275550,558768,2009
ARUN. G,Karur,0,Post Graduate,8516,IND,569,0,0,2009
ARUNACHALAM K V,Coimbatore,0,10th Pass,9043,IND,570,50000,0,2009
ARUNACHALAM M,Tirunelveli,0,5th Pass,9238,IND,571,6500,183000,2009
ARUNDI NINGAPPA,Davanagere,0,Graduate,5941,IND,572,1700000,0,2009
ARUNKUMAR PUVI ARASU S,Thoothukkudi,0,Post Graduate,9211,IND,573,1330000,0,2009
ARUNSHANKARSHUKLA,Unnao,4,10th Pass,5543,BSP,574,42640120,1038756,2009
ArunSingh,Arrah,2,10th Pass,899,CPI(ML)(L),575,97720,367723,2009
ARVIND,Kheri,0,Graduate,8701,IND,576,82000,0,2009
ARVIND,Gautam Budhha Nagar,0,Graduate,7070,ANC,577,11010000,0,2009
ARVIND DANGI,Sagar,0,Literate,5150,PRSP,578,0,0,2009
ARVIND JADAVBHAI RATHOD,Rajkot,0,Literate,2174,IND,579,850000,0,2009
ARVIND KATARIA,North West Delhi,0,Graduate,7620,AIBS,580,3205780,0,2009
ARVIND KR. GUPTA,Purvi Champaran,0,Post Graduate,3043,INC,581,144235785,0,2009
ARVIND KUMAR,Sultanpur,0,12th Pass,3863,IND,582,1451500,0,2009
ARVIND KUMAR,Shahjahanpur,0,Literate,8112,RSMD,583,231000,0,2009
ARVIND KUMAR CHAUDHARY,Basti,0,12th Pass,4092,BSP,584,18643936,0,2009
ARVIND KUMAR GOND,Ballia,0,Post Graduate,1353,GGP,585,120000,0,2009
ARVIND KUMAR SAH,Banka,0,Doctorate,5039,RPP,586,840347,479000,2009
ARVIND KUMAR SHARMA,Karnal,0,Post Graduate,6590,INC,587,19071256,0,2009
ARVIND KUMAR SINGH,Jamshedpur,2,Graduate,4293,JVM,588,22281785,0,2009
ASAD BIN ABDULLAHA BIN,Parbhani,0,Literate,276,IND,589,770000,0,2009
ASADI VENKATADRI,Rajampet,0,12th Pass,4478,IND,590,2930000,130000,2009
Asaduddin Owaisi,Hyderabad,4,Graduate Professional,360,AIMIM,591,9302233,0,2009
ASAITHAMBI.P,Tiruchirappalli,1,Graduate Professional,8544,CPI(ML)(L),592,500,0,2009
ASAP SUNDIGURIA,Lakhimpur,0,Post Graduate,3010,IND,593,1035400,0,2009
ASARFI PRASAD MEHTA,Khagaria,2,Graduate,4993,BSP,594,14115817,0,2009
ASARPAT,Nagina,0,12th Pass,8047,IND,595,322010,0,2009
ASGAR ALI (GAJLU),Birbhum,4,8th Pass,7446,SP,596,9692700,2400000,2009
ASGAR ALI KARBALAIE,Ladakh,0,10th Pass,8720,IND,597,2555000,0,2009
ASGAR MALIK,Kishanganj,0,Graduate,4916,IND,598,2382920,36752,2009
Asha Devi,Gopalganj,0,Literate,1359,IND,599,7830496,0,2009
ASHA NAND,Rohtak,0,10th Pass,6642,IND,600,1935000,0,2009
ASHARAM DEHARIYA,Chhindwara,0,10th Pass,3359,IND,601,61357,50000,2009
ASHARAM URF ASHA,Bharatpur,0,10th Pass,6253,IND,602,9830000,0,2009
ASHEESH SHUKLA,Amethi,0,Post Graduate,3837,BSP,603,8701047,200000,2009
ASHIQ ALI,Gonda,0,8th Pass,4056,PECP,604,6250000,45853,2009
ASHIQ HUSSAIN BHAT,Srinagar,0,Post Graduate,6771,IND,605,350000,0,2009
ASHIQ HUSSAIN GANIE,Baramulla,0,8th Pass,7854,BCDP,606,200000,0,2009
ASHISH ARUN NAGARARE,Ramtek,0,10th Pass,1964,IND,607,300000,0,2009
ASHISH ARUN NAGRARE,Nagpur,0,Not Given,1435,IND,608,300000,0,2009
ASHISH DAS,Uluberia,0,Graduate,7373,IND,609,542000,500000,2009
ASHISH SAXENA,Chandni Chowk,0,Post Graduate,7563,IND,610,439475,262816,2009
ASHIT DUTTA,Nowgong,0,8th Pass,2969,IND,611,4600000,0,2009
ASHOK,Sambhal,0,10th Pass,8074,NBNP,612,20000,0,2009
ASHOK,Rohtak,0,Post Graduate,6654,IND,613,1954183,5574,2009
