Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year,ST_CODE,PC_CODE
Bheemappa Dhoolappa Ajjodi,BAGALKOT,0,Post Graduate,2546,IND,1101,192646,31200,2014,S10,3
Bheru Singh Damor,RATLAM,0,10th Pass,4804,JD(U),1102,1304200,107000,2014,S12,24
Bherulal Imliyar,DHAR,0,12th Pass,5228,Bahujan Mukti Party,1103,504167,21000,2014,S12,25
Bhikha Paswan,MADHEPURA,0,Graduate,6195,Bharat Vikas Morcha,1104,5819278,103000,2014,S04,13
Bhimaraya,RAICHUR,0,10th Pass,1067,AAP,1105,2885000,65000,2014,S10,6
Bhimrao Anna Kadale,MAVAL,0,10th Pass,3366,IND,1106,1770000,0,2014,S13,33
Bhise Krishna Nagnath,SOLAPUR,0,10th Pass,3701,IND,1107,511665,0,2014,S13,42
Bhism Shankar Alias Kushal Tiwari,SANT KABIR NAGAR,0,12th Pass,8098,BSP,1108,102165611,0,2014,S24,62
Bhojraj,PALI,0,Others,3465,BSP,1109,18480000,0,2014,S20,15
Bhola Sao,NALANDA,0,Literate,2710,Krantikari Vikas Dal,1110,140000,0,2014,S04,29
Bhola Singh,BEGUSARAI,0,Doctorate,6156,BJP,1111,25248102,0,2014,S04,24
Bholanath,BALLIA,0,12th Pass,9515,IND,1112,2225891,151457,2014,S24,72
Bholanath Alias B.P.Saroj,MACHHLISHAHR,0,Graduate,9276,BSP,1113,210577691,0,2014,S24,74
Bhole Pushpa Milind,MUMBAI NORTH WEST,2,Graduate Professional,7239,BSP,1114,59238640,4242867,2014,S13,27
Bhoraniya Soyabbhai Hasambhai,PATAN,0,8th Pass,4897,IND,1115,2413000,0,2014,S06,3
Bhosale Revan Vishwanath,OSMANABAD,0,Post Graduate,3592,JD(S),1116,11357709,1688121,2014,S13,40
Bhovi Rama C.B.K,BANGALORE CENTRAL,0,8th Pass,3728,IND,1117,101000,0,2014,S10,25
Bhriguram Reang,TRIPURA EAST,0,12th Pass,2496,AITC,1118,1132884,31473,2014,S23,2
Bhudar Mal,JHUNJHUNU,0,Post Graduate,2334,AITC,1119,12290000,100000,2014,S20,4
Bhujbal Chhagan Chandrakant,NASHIK,1,10th Pass,5960,NCP,1120,217559536,350000,2014,S13,21
Bhuneshwar Prasad Mehta,HAZARIBAGH,1,12th Pass,2834,CPI,1121,10483915,0,2014,S27,14
Bhuneswar Das,GAYA,0,Literate,385,Rashtriya Ahinsa Manch,1122,1829000,0,2014,S04,38
Bhup Singh,NORTH WEST DELHI,0,Graduate Professional,1312,IND,1123,61711,0,2014,U05,5
Bhupal Singh Gusain(Ukd),GARHWAL,0,Graduate,8583,IND,1124,1859000,430000,2014,S28,2
Bhupen Kumar Borah,TEZPUR,0,Post Graduate,136,INC,1125,26084515,3350225,2014,S03,9
Bhupendra Kumar Dhangar,MATHURA,0,12th Pass,5053,Rashtriya Shoshit Samamj Party,1126,215500,0,2014,S24,17
Bhupendra Singh Uikey,BETUL,0,Post Graduate,4754,IND,1127,50000,0,2014,S12,29
Bhupesh Kumar,BATHINDA,0,Graduate Professional,7818,IND,1128,600000,0,2014,S19,11
Bhupeshwar Dayal,SONIPAT,0,Graduate Professional,2051,IND,1129,3058174,0,2014,S07,6
Bhupinder Kumar,AMBALA,0,10th Pass,196,IND,1130,120000,0,2014,S07,1
Bhupinder Mehra,KANGRA,0,Graduate,8590,IND,1131,1503000,650000,2014,S08,1
Bhupinder Singh,KHADOOR SAHIB,0,12th Pass,7695,IND,1132,1500,0,2014,S19,3
Bhura Navalabhai Manabhai,DAHOD,0,12th Pass,7335,IND,1133,330000,0,2014,S06,19
Bhura Ram,AMBALA,0,Not Given,1021,IND,1134,26119165,0,2014,S07,1
Bhura Shabbirbhai Valibhai,BHARUCH,0,10th Pass,5307,IND,1135,567500,0,2014,S06,22
Bhuwan Chandra Joshi,NAINITAL-UDHAMSINGH NAGAR,0,Graduate Professional,8292,IND,1136,1832061,0,2014,S28,4
Bibekananda Ray,TAMLUK,0,12th Pass,9437,SUCI(C),1137,600300,0,2014,S25,30
Bibhaker Jha,KATIHAR,1,Graduate,3972,AAP,1138,373035,0,2014,S04,11
Bibhu Prasad Tarai,JAGATSINGHPUR,0,Post Graduate,3314,INC,1139,5756318,799000,2014,S18,16
Bibi Kamaldeep Kaur Rajoana,PATIALA,0,Graduate,7858,IND,1140,6666352,27000,2014,S19,13
Bichitra Nanda Das,BALASORE,1,Post Graduate,3241,BSP,1141,5325200,0,2014,S18,6
Bichukale Abhijit Vamanrao,SATARA,0,Graduate,3665,IND,1142,60397,0,2014,S13,45
Bidaragaddi V.B,HAVERI,0,Graduate,3784,IND,1143,22810000,1150000,2014,S10,10
Biddika Ramayya,ARAKU,0,Literate,8856,IND,1144,15500,15000,2014,S01,18
Bideshi Mahto,GIRIDIH,0,Graduate,2824,Jharkhand Disom Party,1145,6928610,0,2014,S27,6
Bidhan Chandra Panda,BERHAMPUR,0,10th Pass,836,Samata Kranti Dal,1146,3551085,950000,2014,S18,20
Bidya Nand Paswan,ARARIA,0,12th Pass,4453,Bahujan Mukti Party,1147,856973,7000,2014,S04,9
Bighna Raj Panda,KALAHANDI,1,12th Pass,809,Samruddha Odisha,1148,764550,58637,2014,S18,11
Bighnesh Bhagat,JHANJHARPUR,0,Graduate,6767,Bahujan Mukti Party,1149,2092390,0,2014,S04,7
Bijan Majumder,DIAMOND HARBOUR,0,10th Pass,9353,IND,1150,212446,0,2014,S25,21
Bijay Mohanty,BHUBANESWAR,0,Others,3349,INC,1151,17367991,0,2014,S18,18
Bijaya Kumar Mahapatro,ASKA,0,10th Pass,828,BSP,1152,50000,0,2014,S18,19
Bijender,SANGRUR,0,10th Pass,7838,IND,1153,790500,0,2014,S19,12
Bijender Kumar,SONIPAT,0,10th Pass,2050,IND,1154,1650000,0,2014,S07,6
Bijendra Chaudhary,MUZAFFARPUR,6,Graduate,8136,JD(U),1155,17245873,398572,2014,S04,15
Bijendra Singh,ALIGARH,2,Graduate,680,INC,1156,12292000,2201014,2014,S24,15
Bijoy Chandra Barman,JALPAIGURI,0,Post Graduate,1785,AITC,1157,9396430,797019,2014,S25,3
Bijoy Kr. Tiru,KALIABOR,0,Graduate,527,AIUDF,1158,5238298,0,2014,S03,11
Bijoy Krishna Dolui,BOLPUR,0,Doctorate,6030,SUCI(C),1159,2049581,4000000,2014,S25,41
Bijoy Krishna Handique,JORHAT,0,Post Graduate,139,INC,1160,43378685,0,2014,S03,12
Bijoy Krishna Nath,SILCHAR,0,Graduate,2263,AGP,1161,11038641,0,2014,S03,2
Biju Chacko,CHENNAI NORTH,0,Graduate Professional,6867,INC,1162,53691343,516000,2014,S22,2
Biju Joseph,IDUKKI,0,10th Pass,1945,IND,1163,1867208,0,2014,S11,13
Bikash Banerjee,PURULIA,2,Graduate,8264,BJP,1164,1730669,7500,2014,S25,35
Bikash Das,CUTTACK,0,Doctorate,3281,AAP,1165,19920752,4700000,2014,S18,14
Bikash Hazra,BARASAT,0,8th Pass,9782,Bahujan Mukti Party,1166,2737500,0,2014,S25,17
Bikash Mudi,JHARGRAM,0,10th Pass,8256,BJP,1167,1664100,360000,2014,S25,33
Bilasini Nayak,KANDHAMAL,0,10th Pass,1163,Aama Odisha Party,1168,691500,0,2014,S18,13
Bilkan Bara,ALIPURDUARS,0,Graduate Professional,312,Samajwadi Jan Parishad,1169,9069500,62000,2014,S25,2
Bimal Mardi,MALDAHA DAKSHIN,0,Graduate,4835,Jharkhand Disom Party,1170,160000,0,2014,S25,8
Bimalendu Sarkar,BALURGHAT,0,Post Graduate,4352,RSP,1171,9149229,0,2014,S25,6
Bimla Devi Meena,DAUSA,0,Graduate,4238,IND,1172,19869123,800000,2014,S20,11
Bina Rani,KAUSHAMBI,0,Graduate,8077,IND,1173,33409408,1300000,2014,S24,50
Binapani Das,CUTTACK,0,12th Pass,3275,SUCI(C),1174,127124,0,2014,S18,14
Binay Debbarma,TRIPURA WEST,1,Graduate Professional,161,Indigenous Peoples Front of Tripura,1175,520000,0,2014,S23,1
Bindeshwari Sahani,UJIARPUR,0,10th Pass,8520,Proutist Sarva Samaj,1176,4420630,84000,2014,S04,22
Bindu,CHANDAULI,0,Literate,9536,IND,1177,4880000,0,2014,S24,76
Bindu M.K.,PONNANI,0,8th Pass,1881,IND,1178,318706,33000,2014,S11,7
Binghi Rajashekar,HYDERABAD,0,10th Pass,6211,Pyramid Party of India,1179,490000,200000,2014,S01,9
Binod Gogoi,KALIABOR,0,Graduate,42,IND,1180,3600000,0,2014,S03,11
Binod Kumar Das,JAMUI,1,12th Pass,624,AAP,1181,252600,0,2014,S04,40
Binod Kumar Sahu,SUPAUL,0,Graduate,5278,IND,1182,1535000,50000,2014,S04,8
Binod Singh,DHANBAD,0,10th Pass,4715,IND,1183,963000,0,2014,S27,7
Binoy Chowdhury,BANKURA,0,8th Pass,8772,BSP,1184,27537,0,2014,S25,36
Bipin Kumar Jha,JHANJHARPUR,0,Graduate,6763,Bharat Vikas Morcha,1185,4051668,300000,2014,S04,7
Bir Singh Soni,CHANDNI CHOWK,0,12th Pass,980,IND,1186,1030100,0,2014,U05,1
Biren Singh Engti,AUTONOMOUS DISTRICT,0,Post Graduate,2271,INC,1187,35367390,0,2014,S03,3
Birendra Bara (Oraon),ALIPURDUARS,0,Graduate,1777,BJP,1188,115340,0,2014,S25,2
Birendra Bhagat,LOHARDAGA,0,10th Pass,484,JVM(P),1189,2911000,0,2014,S27,12
Birendra Kumar Chaudhary,JHANJHARPUR,0,Post Graduate,6180,BJP,1190,5158792,0,2014,S04,7
Birendra Kumar Jaiswal,RANCHI,0,10th Pass,4022,IND,1191,10201398,1698482,2014,S27,8
Birendra Prasad Baishya,GAUHATI,0,Post Graduate,4435,AGP,1192,15564483,1790999,2014,S03,7
Birendra Singh,SATNA,0,12th Pass,127,IND,1193,2451500,100000,2014,S12,9
Birje Hemant Anant,MUMBAI NORTH CENTRAL,0,Graduate,7213,AIFB,1194,60430000,0,2014,S13,29
Birje Yashwant Anant,RATNAGIRI SINDHUDURG,0,Post Graduate,3644,Bahujan Mukti Party,1195,3278000,0,2014,S13,46
Bishambhar Prasad Nishad,HAMIRPUR,3,Post Graduate,5537,SP,1196,21648071,0,2014,S24,47
Bishan Dass,HOSHIARPUR,0,10th Pass,7736,IND,1197,5539310,242610,2014,S19,5
Bishat Kurre,RAIPUR,0,8th Pass,4619,CPI(ML)L,1198,6767000,0,2014,S26,8
Bisheshwar Mahto,RANCHI,0,10th Pass,4009,Samata Party,1199,9999500,300000,2014,S27,8
Bishnu Pada Barman,MALDAHA UTTAR,0,Graduate,4845,Amra Bangalee,1200,1005000,260000,2014,S25,7
Bishnu Pada Ray,ANDAMAN & NICOBAR ISLANDS,1,Graduate,585,BJP,1201,5658980,175115,2014,U01,1
Bishnu Prasad Das,KENDRAPARA,0,Graduate,3288,BJP,1202,1837410,0,2014,S18,15
Bishnupriya Naik,KEONJHAR,0,10th Pass,3223,Odisha Jan Morcha,1203,245000,0,2014,S18,4
"Bismaya Mahapatra,",BHUBANESWAR,0,Post Graduate,3708,AAP,1204,15156959,3824000,2014,S18,18
Bismillakhan Abdulkhan Pathan,RAJKOT,0,8th Pass,6544,IND,1205,2700,0,2014,S06,10
Bisnu Pada Roy,MALDAHA DAKSHIN,1,Post Graduate,4838,BJP,1206,5419006,650967,2014,S25,8
Biswajit Ranjit Chatterjee,NEW DELHI,0,12th Pass,1332,AITC,1207,33350000,0,2014,U05,4
Biswajit Ray,BALASORE,0,Graduate,3244,IND,1208,71000,0,2014,S18,6
Biswapriya Roy Choudhury,BALURGHAT,5,Graduate Professional,4350,BJP,1209,4440487,0,2014,S25,6
Bitiya Manjhi,DUMKA,0,10th Pass,4727,CPI(ML)L,1210,1214500,0,2014,S27,2
Bitra Venkata Sivannarayana,GUNTUR,0,10th Pass,8185,IND,1211,7663330,712920,2014,S01,30
Bittu,LUDHIANA,0,Literate,7758,RPI(A),1212,180864,0,2014,S19,7
Bochare Shankar Mahadji,NANDED,0,10th Pass,3320,IND,1213,7978374,761000,2014,S13,16
Boda Raasi,MAHABUBABAD,0,12th Pass,6232,BSP,1214,1950000,400000,2014,S01,16
Boddepalli Raja Rao,SRIKAKULAM,0,10th Pass,8999,BSP,1215,4877532,0,2014,S01,19
Boddu Sainath Reddy,HYDERABAD,0,10th Pass,7892,Yuvajana Sramika Rythu Congress Party,1216,5031000,0,2014,S01,9
Boddu Venkata Ramana Chowdary,RAJAHMUNDRY,0,Post Graduate,8227,Yuvajana Sramika Rythu Congress Party,1217,356200864,13796000,2014,S01,25
Bodhsingh Bhagat,BALAGHAT,0,Graduate,761,BJP,1218,24959436,1393732,2014,S12,15
Boilla Narender,BHONGIR,0,10th Pass,6379,Republican Party of India,1219,27700,0,2014,S01,14
Bojanna N Somaiah,MYSORE,0,Graduate Professional,3847,IND,1220,2835000,500000,2014,S10,21
Bolisetti Satyanarayana,VISAKHAPATNAM,0,Graduate,8283,INC,1221,166746916,368001,2014,S01,21
Bolisetty Hari Babu,VIJAYAWADA,0,Illiterate,9035,IND,1222,22785000,2700000,2014,S01,29
Bomma Balesham,MEDAK,0,12th Pass,6828,IND,1223,5381475,0,2014,S01,6
Bonu Krishna,VIZIANAGARAM,1,12th Pass,9058,BSP,1224,485000,0,2014,S01,20
Boorjabariki Dhanaraju,ARAKU,0,Graduate,8858,AAP,1225,52000,0,2014,S01,18
Borkar Ravindra,NAGPUR,0,10th Pass,2538,IND,1226,300000,0,2014,S13,10
Boya Anil Kumar,ANANTAPUR,0,8th Pass,9083,Jai Samaikyandhra Party,1227,605000,300000,2014,S01,36
Braham Dev Jha,TEHRI GARHWAL,0,Post Graduate,7969,IND,1228,17514457,0,2014,S28,1
Brahmadav Anand Paswan,JAMUI,0,12th Pass,157,BSP,1229,9493973,175000,2014,S04,40
Brahmadeo Prasad Karyee,DARBHANGA,0,Doctorate,6165,Bajjikanchal Vikas Party,1230,4328327,919512,2014,S04,14
Brahmanand Pratap Singh,SIDHI,0,Graduate,1552,IND,1231,0,0,2014,S12,11
Brahmananda Reddy,TUMKUR,7,Graduate Professional,2569,IND,1232,261074,126000,2014,S10,19
Brahmbhatt Sanjaybhai Amarbhai,GANDHINAGAR,0,12th Pass,4597,IND,1233,822729,0,2014,S06,6
Brahmdev Mukhiya,KHAGARIA,2,Literate,6188,Rashtriya Naujawan Dal,1234,4472000,0,2014,S04,25
Brajendra Gappu Chaturvedi,BHOPAL,0,Post Graduate,3925,IND,1235,890000,0,2014,S12,19
Brajesh Pathak,UNNAO,1,Graduate Professional,5808,BSP,1236,14937219,0,2014,S24,33
Brajlal,AMROHA,0,Post Graduate,3034,Bahujan Mukti Party,1237,6502000,0,2014,S24,9
Brajmohan Malviya,UJJAIN,0,Graduate Professional,4212,Prajatantrik Samadhan Party,1238,882436,120000,2014,S12,22
Brigadier Gobind Prasad Barthwal(Vsm),HARDWAR,0,Graduate,8788,IND,1239,6404000,400000,2014,S28,5
Brij Bhusan Sharan Singh,KAISERGANJ,2,Graduate Professional,8725,BJP,1240,61696767,11556027,2014,S24,57
Brij Kishor Singh,BASTI,0,Graduate,8046,SP,1241,19531854,416482,2014,S24,61
Brijbhushan,GHAZIPUR,0,Post Graduate,9240,AAP,1242,1095551,97000,2014,S24,75
Brijesh Kumar,AMBEDKAR NAGAR,1,Post Graduate,8404,AAP,1243,587612,0,2014,S24,55
Brijesh Kumar,ALLAHABAD,0,Graduate,8451,IND,1244,106000,0,2014,S24,52
Brijesh Kumar,SULTANPUR,0,Graduate,8117,IND,1245,62800,0,2014,S24,38
Brijesh Kumar Rai,MIRZAPUR,0,Graduate Professional,9711,AAP,1246,60359000,1000000,2014,S24,79
Brijlal,MOHANLALGANJ,0,8th Pass,5777,Samtawadi Republican Party,1247,9790200,0,2014,S24,34
Brijlal Khabhri,JALAUN,0,Post Graduate,5546,BSP,1248,29512616,0,2014,S24,45
Brijnandan Tiwari,GONDA,0,12th Pass,8392,IND,1249,4518000,1830000,2014,S24,59
Brinda Pathak,MAHARAJGANJ,0,Graduate Professional,8529,IND,1250,7890000,0,2014,S04,19
Brindawan Singh Sikarwar,MORENA,1,12th Pass,2977,BSP,1251,18606750,0,2014,S12,1
Brmhadatta Mishra Urf Chote,REWA,0,12th Pass,1537,IND,1252,2283500,0,2014,S12,10
Bubadia Mahendrabhai Kesharbhai,BANASKANTHA,1,Graduate,5298,IND,1253,5652660,0,2014,S06,2
Budan Baig Shaik,KHAMMAM,1,Graduate,7953,TRS,1254,13210000,200000,2014,S01,17
Buday Munda,KHUNTI,0,12th Pass,2865,Akhil Bhartiya Jharkhand Party,1255,1669500,50000,2014,S27,11
Budayya Pujeri,BANGALORE CENTRAL,0,Graduate,401,Karunaadu Party,1256,1966100,0,2014,S10,25
Budda Chandra Sekhar,VISAKHAPATNAM,0,Post Graduate,8282,IND,1257,6370000,0,2014,S01,21
Buddhadeb Mandi,JHARGRAM,0,10th Pass,8777,JMM,1258,590000,0,2014,S25,33
Buddula Srinivasulu,NAGARKURNOOL,0,10th Pass,6076,IND,1259,460000,0,2014,S01,12
Budhabhai Ranchhodbhai Patel,VALSAD,0,10th Pass,6602,IND,1260,9773500,0,2014,S06,26
Budhdhpriya Jasvant Somabhai,AHMEDABAD EAST,0,Literate,7261,Prajatantra Aadhar Party,1261,6565962,0,2014,S06,7
Budhram Laguri,SINGHBHUM,0,12th Pass,2891,Bahujan Mukti Party,1262,1639671,43898,2014,S27,10
Budhsen Verma,PILIBHIT,0,8th Pass,3165,SP,1263,36598361,4550000,2014,S24,26
Bujji Reddy Venugopal Reddy,ANANTAPUR,0,Post Graduate,8330,Indian Christian Secular Party,1264,1331648,117705,2014,S01,36
Bunga Bhaskararao,AMALAPURAM,0,12th Pass,8841,IND,1265,2905000,100000,2014,S01,24
Bupelli Narayana,PEDDAPALLE,0,Doctorate,6459,IND,1266,0,0,2014,S01,2
Burla Ravi,KARIMNAGAR,0,10th Pass,6214,NCP,1267,595000,300000,2014,S01,3
Buro Murmu,ASANSOL,0,10th Pass,8252,Jharkhand Disom Party,1268,1000,0,2014,S25,40
Busireddy Shankar Reddy,KHAMMAM,0,12th Pass,4531,IND,1269,32525000,100000,2014,S01,17
Buta Singh,AMRITSAR,0,Literate,6099,Bahujan Samaj Party (Ambedkar),1270,80000,0,2014,S19,2
Butani Rajeshbhai Maganbhai,PORBANDAR,0,10th Pass,6522,IND,1271,2799596,0,2014,S06,11
Butta Renuka,KURNOOL,1,10th Pass,8202,Yuvajana Sramika Rythu Congress Party,1272,2426240513,312279927,2014,S01,35
Byagari Laxman,KARIMNAGAR,0,Post Graduate,6215,BSP,1273,13180000,0,2014,S01,3
Byas Manjhi,MAHARAJGANJ,0,Graduate Professional,8811,Bahujan Mukti Party,1274,11782000,0,2014,S04,19
C B Chandrababu,ALAPPUZHA,10,Graduate Professional,328,CPI(M),1275,1466177,360075,2014,S11,15
C G Saji Kumar,ANDAMAN & NICOBAR ISLANDS,0,12th Pass,904,IND,1276,50000,0,2014,U01,1
C J Jagannath,UDUPI CHIKMAGALUR,0,5th Pass,2231,CPI(ML) Red star,1277,111000,0,2014,S10,15
C L Maurya,AMETHI,0,12th Pass,8662,Pragatisheel Samaj Party,1278,4264223,0,2014,S24,37
C Mohan Kumar,MYSORE,0,10th Pass,2555,BSP,1279,5250000,0,2014,S10,21
C N Jayadevan,THRISSUR,3,Post Graduate,297,CPI,1280,20041642,294000,2014,S11,10
C R Choudhary,NAGAUR,0,Post Graduate,3452,BJP,1281,17921949,0,2014,S20,14
C S Udaya,CHITTOOR,0,Post Graduate,8871,Pyramid Party of India,1282,546700,0,2014,S01,42
C. L. Ruala,MIZORAM,0,Graduate,1042,INC,1283,25733421,0,2014,S16,1
C.Anand Kumar,HINDUPUR,0,Post Graduate,8915,Pyramid Party of India,1284,120000,0,2014,S01,37
C.D. Meyyappan,CHENNAI CENTRAL,0,Post Graduate,6852,INC,1285,89988340,1100000,2014,S22,4
C.H. Vijayashankar,HASSAN,0,Graduate,1201,BJP,1286,42165344,5100000,2014,S10,16
C.K. Ramakrishnan,PALAKKAD,0,Not Given,1897,IND,1287,729614,380200,2014,S11,8
C.L. Karodiya,GWALIOR,0,Graduate,2952,Jan-Nyay Dal,1288,806184,0,2014,S12,3
C.Narayana Swamy,BANGALORE NORTH,0,Post Graduate,2632,INC,1289,247952597,922460,2014,S10,24
C.S.Puttaraju,MANDYA,0,12th Pass,1088,JD(S),1290,45209196,11231000,2014,S10,20
C.S.Valvi,NANDURBAR,0,Graduate,7255,IND,1291,10500,0,2014,S13,1
C.V.Sarada Devi,ELURU,0,Graduate,8181,IND,1292,3120000,400000,2014,S01,27
Captain Amarinder Singh,AMRITSAR,3,Graduate,6088,INC,1293,863564071,4853456,2014,S19,2
Captain Phool Chandra Sharma,AONLA,0,Graduate,3060,Jawan Kisan Morcha,1294,1010000,0,2014,S24,24
Captan Babulal Goswami,GWALIOR,0,Graduate,2948,IND,1295,4300000,0,2014,S12,3
Cchemikala Tirupati,NELLORE,0,Illiterate,9078,Andhra Rastra Praja Samithi,1296,0,0,2014,S01,39
Ch. Murahari,SECUNDERABAD,0,Post Graduate,4552,SUCI(C),1297,2544964,0,2014,S01,8
Ch.Malla Reddy,MALKAJGIRI,0,12th Pass,7843,TDP,1298,488525332,6328146,2014,S01,7
Chaganti Suryanarayana Murty,KAKINADA,0,10th Pass,8197,IND,1299,99344,0,2014,S01,23
Chaitanya Barai,RANAGHAT,0,10th Pass,9821,Nirjatita Samaj Biplabi Party,1300,2177000,0,2014,S25,13
Chaitram Suryavanshi,JANJGIR-CHAMPA,0,Post Graduate,5396,IND,1301,418000,0,2014,S26,3
Chalawadi Ashok Sahadevappa,UTTARA KANNADA,0,Graduate,2198,IND,1302,1780000,1505000,2014,S10,12
Chaman Lal Kasaundhan,KAISERGANJ,0,5th Pass,8721,Lok Dal,1303,2550000,0,2014,S24,57
Champa Lal Patel,MAHASAMUND,0,Graduate,2796,IND,1304,1860000,0,2014,S26,9
Chamra Linda,LOHARDAGA,2,Graduate,480,AITC,1305,7010805,1550000,2014,S27,12
Chan Pasha,CHEVELLA,1,Illiterate,6208,Akhil Bharatiya Muslim League (Secular),1306,2100000,0,2014,S01,10
Chanan Singh Wattu,FIROZPUR,0,Graduate,6146,IND,1307,11339000,0,2014,S19,10
Chanbasha.M,KRISHNAGIRI,0,5th Pass,7061,BSP,1308,1106000,0,2014,S22,9
Chanchal,CHANDAULI,0,12th Pass,9543,Janta Raj Party,1309,68500,0,2014,S24,76
Chanda Manwatkar,NAGPUR,0,12th Pass,2534,IND,1310,0,0,2014,S13,10
Chandan Brahma,KOKRAJHAR,0,Graduate,4094,BPF,1311,61378388,26772159,2014,S03,5
Chandan Kumar Alias Chandan Gupta,SARAN,4,Post Graduate,8138,Bihar Janta Party,1312,2800179,1516000,2014,S04,20
Chandan Lal Meena,TONK-SAWAI MADHOPUR,0,Graduate,5138,IND,1313,5862017,1000000,2014,S20,12
Chandan Mallick,BANGAON,0,Graduate Professional,9316,BSP,1314,243051,200000,2014,S25,14
Chandan Singh,MATHURA,0,Graduate Professional,4419,SP,1315,33511293,0,2014,S24,17
Chandana Majhi,BARDHAMAN PURBA,0,Graduate,6012,INC,1316,10055920,0,2014,S25,38
Chander Kumar,KANGRA,0,Post Graduate,8350,INC,1317,53716274,173656,2014,S08,1
Chandoo Lal Sahu S/O Avadh Ram Sahu,MAHASAMUND,0,8th Pass,4071,IND,1318,4000,0,2014,S26,9
Chandra Bhusan Kanwar,KORBA,0,Graduate Professional,4647,Ambedkarite Party of India,1319,21597,0,2014,S26,4
Chandra Bhushan,ARARIA,0,Graduate Professional,4454,AAP,1320,14088067,5025161,2014,S04,9
Chandra Bhushan Prasad Chandravnsi,PATNA SAHIB,1,Literate,2763,Bahujan Mukti Party,1321,29711938,50200,2014,S04,30
Chandra Deep Ram,GOPALGANJ,1,Post Graduate,9137,BSP,1322,9220000,0,2014,S04,17
Chandra Dev Prasad,PATALIPUTRA,0,Post Graduate,2759,Bahujan Mukti Party,1323,479600,0,2014,S04,31
Chandra Pal,AGRA,0,Doctorate,4920,Adarsh Samaj Party,1324,111676624,7056864,2014,S24,18
Chandra Pal,HARDOI,0,8th Pass,5015,Bharatiya Republican Paksha,1325,184037,0,2014,S24,31
Chandra Prakash,CHITTORGARH,0,Graduate,2436,BJP,1326,14134693,687284,2014,S20,21
Chandra Prakash,ALLAHABAD,0,Post Graduate,8637,Bharatiya Kisan Sena Loktantrik,1327,2345000,0,2014,S24,52
Chandra Prakash Gocher,BHILWARA,0,12th Pass,2425,Bharatiya Yuva Shakti,1328,7612000,60000,2014,S20,23
Chandra Prakash Mandle,DURG,3,Graduate Professional,3987,IND,1329,23602100,2330000,2014,S26,7
Chandra Pratap Singh,SALEMPUR,0,Post Graduate,9302,AAP,1330,2146158,0,2014,S24,71
Chandra Sekhar Sahu,BERHAMPUR,0,Graduate Professional,834,INC,1331,22114000,642430,2014,S18,20
Chandra Sekhar Yadav Muchakala,NELLORE,0,Post Graduate,8220,Rajyadhikara Party,1332,750000,0,2014,S01,39
Chandra Shekhar Yadav,MADHEPURA,2,Graduate,6193,Bahujan Mukti Party,1333,16557292,3400000,2014,S04,13
Chandra Singh,JHALAWAR-BARAN,0,8th Pass,2397,BSP,1334,225000,0,2014,S20,25
Chandrababu,ALAPPUZHA,0,10th Pass,1957,IND,1335,0,0,2014,S11,15
Chandrabhan Singh,FATEHPUR,0,Graduate,6658,IND,1336,1696453,0,2014,S24,49
Chandrabhan Singh Choudhary,CHHINDWARA,0,Graduate Professional,767,BJP,1337,88884662,2258313,2014,S12,16
Chandrabhushan Sharma,JAHANABAD,0,Doctorate,2685,AAP,1338,7877980,0,2014,S04,36
Chandradev Thakur,CHATRA,0,8th Pass,1231,Socialist Party (India),1339,1683317,0,2014,S27,4
Chandradhwaja Majhi,NABARANGPUR,0,Graduate,817,IND,1340,2028926,0,2014,S18,12
"Chandragasan, N",CHIDAMBARAM,0,8th Pass,6956,IND,1341,525000,0,2014,S22,27
Chandrakant,BIDAR,0,Post Graduate,2139,AAP,1342,5000070,417370,2014,S10,7
Chandrakant Bhaurao Khaire,AURANGABAD,8,12th Pass,5156,SHS,1343,90614560,20307244,2014,S13,19
Chandrakant Tatu Khandait,SATARA,0,Graduate,3663,Bharipa Bahujan Mahasangh,1344,223500,100000,2014,S13,45
Chandramohan Jha,JHANJHARPUR,3,Doctorate,6182,IND,1345,138813648,51588,2014,S04,7
Chandramohan P,DINDIGUL,0,10th Pass,6331,IND,1346,3422000,0,2014,S22,22
"Chandran, D.",COIMBATORE,0,Graduate,6969,CPI(ML)L,1347,3388439,1651255,2014,S22,20
Chandrapal Singh Tomar,GUNA,0,Post Graduate,2934,IND,1348,6730000,200000,2014,S12,4
Chandrapal Singh Yadav,JHANSI,9,Doctorate,5550,SP,1349,69561317,0,2014,S24,46
Chandrasekaran.M,TIRUVALLUR,0,Others,7365,IND,1350,14147894,0,2014,S22,1
Chandrashekaraiah,MYSORE,0,Post Graduate,2550,JD(S),1351,28573891,0,2014,S10,21
Chandrashekhar,BHADOHI,0,Illiterate,8682,IND,1352,1671000,0,2014,S24,78
Chandravijaysinh Takhubha Rana,JAMNAGAR,0,12th Pass,7348,IND,1353,12388172,522000,2014,S06,12
Chandrda Shekhar Dubey,DHANBAD,4,10th Pass,4152,AITC,1354,40055646,190000,2014,S27,7
Chandresh Kumari,JODHPUR,0,12th Pass,3440,INC,1355,307822286,4101175,2014,S20,16
Chandresh Singh,VIDISHA,0,10th Pass,5230,IND,1356,42613,0,2014,S12,18
